name,code,date,time,open,low,high,price,volume,buy/volume,sell/volume
LUSTER INDUSTRIES BHD,5068,19-Apr-19,7:11 PM,0.08,0.075,0.08,0.075,"23,245","0.075 / 68,954","0.080 / 71,387"
LUSTER INDUSTRIES-WARR 12/22,5068WA,19-Apr-19,7:11 PM,-,-,-,0.035,0,"0.025 / 57,500","0.035 / 14,241"
LUSTER INDUSTRIES-WARR 13/23,5068WB,19-Apr-19,7:11 PM,0.04,0.035,0.04,0.035,207,"0.030 / 31,701","0.035 / 2,000"
LUXCHEM CORPORATION BHD,5143,19-Apr-19,7:11 PM,0.525,0.52,0.525,0.525,"3,096",0.525 / 250,"0.530 / 1,800"
LYC HEALTHCARE BERHAD,75,19-Apr-19,7:11 PM,0.32,0.305,0.325,0.325,"1,377",0.325 / 23,"0.330 / 1,090"
LYSAGHT GALVANIZED STEEL BHD,9199,19-Apr-19,7:11 PM,2.63,2.55,2.63,2.63,53,2.520 / 20,2.630 / 312
MARINE & GENERAL BERHAD,5078,19-Apr-19,7:11 PM,0.09,0.09,0.09,0.09,9,"0.085 / 2,802","0.090 / 1,462"
M3 TECHNOLOGIES(ASIA)BHD,17,19-Apr-19,7:11 PM,-,-,-,0.05,0,"0.045 / 69,008","0.050 / 19,710"
M3 TECHNOLOGIES (ASIA) BERHAD - WARRANTS A 2016/2019,0017WA,19-Apr-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 59,331"
MAA GROUP BERHAD,1198,19-Apr-19,7:12 PM,1.05,1.05,1.05,1.05,445,"1.050 / 4,773","1.060 / 2,118"
MACPIE BERHAD,140,19-Apr-19,7:12 PM,0.175,0.16,0.175,0.165,"21,180","0.165 / 1,345","0.170 / 2,613"
MACPIE BERHAD - WARRANTS 2011 /2021,0140WA,19-Apr-19,7:12 PM,0.025,0.025,0.025,0.025,"4,052","0.020 / 49,976","0.025 / 7,970"
MAGNA PRIMA BHD,7617,19-Apr-19,7:12 PM,0.885,0.85,0.89,0.89,127,0.845 / 100,0.890 / 63
MAGNA PRIMA BERHAD-WARRANTS B 15/20,7617WB,19-Apr-19,7:12 PM,0.165,0.155,0.19,0.165,"1,242",0.150 / 200,0.165 / 39
MAGNI-TECH INDUSTRIES BHD,7087,19-Apr-19,7:12 PM,4.57,4.57,4.61,4.61,"2,603",4.610 / 272,4.620 / 150
MAGNUM BERHAD,3859,19-Apr-19,7:12 PM,2.37,2.36,2.4,2.38,"5,418",2.370 / 46,"2.380 / 2,141"
MAGNUM-C4: CW MAGNUM BERHAD (MIBB),3859C4,19-Apr-19,7:12 PM,-,-,-,0.14,0,0.000 / 0,0.000 / 0
MAH SING GROUP BHD,8583,19-Apr-19,7:12 PM,0.925,0.925,0.935,0.935,"1,796",0.930 / 599,0.935 / 359
MAHSING-C18: CW MAH SING GROUP BERHAD (RHB),858318,19-Apr-19,7:12 PM,-,-,-,0.03,0,0.000 / 0,0.000 / 0
MAHSING-C19: CW MAH SING GROUP BERHAD (KIBB),858319,19-Apr-19,7:12 PM,-,-,-,0.015,0,0.000 / 0,0.000 / 0
MAH SING GROUP BERHAD - WARRANTS C,8583WC,19-Apr-19,7:12 PM,-,-,-,0.015,0,"0.010 / 13,683","0.015 / 2,248"
MALAKOFF CORPORATION BERHAD,5264,19-Apr-19,7:12 PM,0.905,0.9,0.905,0.9,"14,287","0.900 / 9,595","0.905 / 1,356"
 MALAKOFC15: CW MALAKOFF CORPORATION BERHAD (CIMB),526415,19-Apr-19,7:12 PM,-,-,-,0.01,0,"0.005 / 3,000",0.040 / 500
MALAKOFC17: CW MALAKOFF CORPORATION BERHAD (MIBB),526417,19-Apr-19,7:12 PM,-,-,-,0.09,0,0.000 / 0,0.000 / 0
MALAKOFC18: CW MALAKOFF CORPORATION BERHAD (RHB),526418,19-Apr-19,7:12 PM,0.04,0.04,0.04,0.04,"6,660","0.035 / 4,999","0.040 / 6,660"
MALAKOFC19: CW MALAKOFF CORPORATION BERHAD (MACQ),526419,19-Apr-19,7:12 PM,0.1,0.1,0.1,0.1,700,0.000 / 0,0.120 / 100
MALAKOFC20: CW MALAKOFF CORPORATION BERHAD (KIBB),526420,19-Apr-19,7:12 PM,-,-,-,0.08,0,0.000 / 0,0.000 / 0
MALAKOFC21: CW MALAKOFF CORPORATION BERHAD (AM),526421,19-Apr-19,7:12 PM,0.065,0.065,0.065,0.065,400,0.000 / 0,0.000 / 0
MALAKOFC22: CW MALAKOFF CORPORATION BERHAD (MACQ),526422,19-Apr-19,7:12 PM,0.035,0.035,0.035,0.035,"5,000","0.025 / 1,000",0.045 / 500
MALAKOFC23: CW MALAKOFF CORPORATION BERHAD (MIBB),526423,19-Apr-19,7:12 PM,-,-,-,0.155,0,0.000 / 0,0.000 / 0
MALAKOFC24: CW MALAKOFF CORPORATION BERHAD (RHB),526424,19-Apr-19,7:12 PM,-,-,-,0.045,0,"0.040 / 13,400",0.060 / 50
MALPAC HOLDINGS BHD,4936,19-Apr-19,7:12 PM,0.83,0.83,0.83,0.83,220,0.840 / 100,0.860 / 6
MALTON BHD,6181,19-Apr-19,7:12 PM,0.585,0.56,0.585,0.575,"109,823","0.575 / 13,437","0.580 / 2,700"
MANULIFE HOLDINGS BERHAD,1058,19-Apr-19,7:12 PM,-,-,-,2.65,0,2.540 / 15,2.740 / 36
MARCO HOLDINGS BHD,3514,19-Apr-19,7:12 PM,0.12,0.12,0.125,0.125,"1,120","0.120 / 16,976","0.125 / 4,298"
MALAYSIA STEEL WORKS (KL)BHD,5098,19-Apr-19,7:12 PM,0.515,0.515,0.53,0.525,"49,888","0.520 / 3,080",0.525 / 647
MASTER-PACK GROUP BERHAD,7029,19-Apr-19,7:12 PM,0.76,0.76,0.83,0.825,"6,493",0.825 / 33,0.830 / 434
MATANG BERHAD,189,19-Apr-19,7:12 PM,0.07,0.07,0.075,0.07,"2,890","0.070 / 161,617","0.075 / 79,930"
MATRIX CONCEPTS HOLDINGS BHD,5236,19-Apr-19,7:12 PM,1.93,1.9,1.93,1.93,"2,554",1.910 / 613,1.930 / 113
MATRIX CONCEPTS HOLDINGS BERHAD - WARRANTS A,5236WA,19-Apr-19,7:12 PM,0.12,0.12,0.125,0.125,"1,054",0.120 / 30,0.125 / 296
MAXIS BERHAD,6012,19-Apr-19,7:12 PM,5.41,5.35,5.42,5.35,"15,706",5.340 / 70,5.350 / 395
MAXIS-C10: CW MAXIS BERHAD (CIMB),601210,19-Apr-19,7:12 PM,0.06,0.055,0.06,0.055,"1,654",0.050 / 300,0.060 / 402
MAXIS-C8: CW MAXIS BERHAD (MIBB),6012C8,19-Apr-19,7:12 PM,-,-,-,0.015,0,0.000 / 0,0.000 / 0
MAXIS-C9: CW MAXIS BERHAD (KIBB),6012C9,19-Apr-19,7:12 PM,-,-,-,0.04,0,0.000 / 0,0.000 / 0
MAXWELL INT HOLDINGS BERHAD,5189,19-Apr-19,7:12 PM,-,-,-,0.01,0,0.000 / 0,0.000 / 0
MAXWELL INTERNATIONAL HOLDINGS BERHAD - WA 2015/2020,5189WA,19-Apr-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,0.000 / 0
MALAYAN BANKING BHD,1155,19-Apr-19,7:12 PM,9.02,9,9.11,9.09,"44,776",9.080 / 468,"9.090 / 4,779"
MAYBANKC43: CW MALAYAN BANKING BERHAD (CIMB),115543,19-Apr-19,7:12 PM,0.015,0.015,0.015,0.015,450,0.010 / 100,0.025 / 500
MAYBANKC46: CW MALAYAN BANKING BERHAD (CIMB),115546,19-Apr-19,7:12 PM,0.005,0.005,0.005,0.005,60,0.000 / 0,"0.005 / 5,980"
MAYBANKC47: CW MALAYAN BANKING BERHAD (RHB),115547,19-Apr-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,0.015 / 12
MAYBANKC48: CW MALAYAN BANKING BERHAD (MACQ),115548,19-Apr-19,7:12 PM,-,-,-,0.03,0,0.000 / 0,0.030 / 500
MAYBANKC49: CW MALAYAN BANKING BERHAD (MACQ),115549,19-Apr-19,7:12 PM,-,-,-,0.055,0,"0.055 / 4,000",0.095 / 4
MAYBANKC50: CW MALAYAN BANKING BERHAD (RHB),115550,19-Apr-19,7:12 PM,0.04,0.04,0.045,0.045,"20,317","0.040 / 12,199",0.045 / 5
MAYBANKC51: CW MALAYAN BANKING BERHAD (KIBB),115551,19-Apr-19,7:12 PM,0.05,0.05,0.05,0.05,500,0.000 / 0,0.000 / 0
MAYBANKC52: CW MALAYAN BANKING BERHAD (CIMB),115552,19-Apr-19,7:12 PM,0.035,0.035,0.04,0.04,"13,200","0.035 / 5,460","0.040 / 6,168"
MAYBANKC53: CW MALAYAN BANKING BERHAD (AM),115553,19-Apr-19,7:12 PM,-,-,-,0.055,0,0.040 / 100,0.000 / 0
MALAYSIAN BULK CARRIERS BHD,5077,19-Apr-19,7:12 PM,0.56,0.555,0.57,0.555,"4,964",0.555 / 508,0.565 / 446
MINTYE BERHAD,5886,19-Apr-19,7:12 PM,-,-,-,0.78,0,0.780 / 200,0.900 / 50
MUAR BAN LEE GROUP BERHAD,5152,19-Apr-19,7:12 PM,1.24,1.24,1.26,1.26,"1,569",1.240 / 488,1.250 / 99
MUAR BAN LEE-WARRANTS 12/22,5152WA,19-Apr-19,7:12 PM,0.445,0.445,0.445,0.445,20,0.420 / 500,0.445 / 280
MBM RESOURCES BHD,5983,19-Apr-19,7:12 PM,3,2.98,3,2.99,"3,021",2.960 / 70,2.990 / 84
MALAYSIA BUILDING SOCIETY BHD,1171,19-Apr-19,7:12 PM,0.965,0.965,0.98,0.975,"8,480","0.975 / 2,250","0.980 / 1,665"
MBSB-C15: CW MALAYSIA BUILDING SOCIETY BERHAD (CIMB),117115,19-Apr-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,"0.010 / 1,100"
MBSB-C16: CW MALAYSIA BUILDING SOCIETY BERHAD (MIBB),117116,19-Apr-19,7:12 PM,-,-,-,0.06,0,0.000 / 0,0.000 / 0
MBSB-C17: CW MALAYSIA BUILDING SOCIETY BERHAD (CIMB),117117,19-Apr-19,7:12 PM,0.025,0.025,0.035,0.035,"1,460","0.020 / 4,000","0.035 / 2,590"
MBSB-C18: CW MALAYSIA BUILDING SOCIETY BERHAD (MACQ),117118,19-Apr-19,7:12 PM,-,-,-,0.025,0,0.000 / 0,0.000 / 0
MBSB-C19: CW MALAYSIA BUILDING SOCIETY BERHAD (KIBB),117119,19-Apr-19,7:12 PM,-,-,-,0.04,0,0.000 / 0,0.000 / 0
MBSB-C20: CW MALAYSIA BUILDING SOCIETY BERHAD (MACQ),117120,19-Apr-19,7:12 PM,-,-,-,0.015,0,0.000 / 0,0.020 / 800
MBSB-C21: CW MALAYSIA BUILDING SOCIETY BERHAD (CIMB),117121,19-Apr-19,7:12 PM,-,-,-,0.03,0,"0.025 / 2,600",0.050 / 999
MBSB-C22: CW MALAYSIA BUILDING SOCIETY BERHAD (KIBB),117122,19-Apr-19,7:12 PM,-,-,-,0.15,0,0.000 / 0,0.000 / 0
MB WORLD GROUP BERHAD,7189,19-Apr-19,7:12 PM,1.6,1.6,1.6,1.6,160,1.590 / 150,1.600 / 142
MCE HOLDINGS BERHAD,7004,19-Apr-19,7:12 PM,-,-,-,0.67,0,0.665 / 250,0.720 / 100
MCLEAN TECHNOLOGIES BERHAD,167,19-Apr-19,7:12 PM,-,-,-,0.095,0,0.090 / 120,"0.100 / 1,240"
MCLEAN TECHNOLOGIES BERHAD-WARRANTS B 15/20,0167WB,19-Apr-19,7:12 PM,-,-,-,0.03,0,"0.015 / 1,200",0.030 / 602
MCT BERHAD,5182,19-Apr-19,7:12 PM,0.465,0.46,0.48,0.465,"45,492",0.465 / 8,0.480 / 162
MEDIA PRIMA BHD,4502,19-Apr-19,7:12 PM,0.455,0.445,0.465,0.46,"2,480",0.460 / 212,0.465 / 863
MEDIA CHINESE INTERNATIONAL LT,5090,19-Apr-19,7:12 PM,0.21,0.21,0.21,0.21,"4,270","0.205 / 3,363","0.210 / 1,290"
MEGA SUN CITY HOLDINGS BERHAD,81,19-Apr-19,7:12 PM,0.115,0.115,0.115,0.115,250,"0.115 / 4,637","0.120 / 1,130"
MEGA SUN CITY HOLDINGS BERHAD - WA 14/19,0081WA,19-Apr-19,7:12 PM,-,-,-,0.015,0,0.000 / 0,0.000 / 0
MELATI EHSAN HOLDINGS BHD,5129,19-Apr-19,7:12 PM,0.45,0.45,0.45,0.45,200,0.435 / 60,0.480 / 50
MELEWAR INDUSTRIAL GROUP BHD,3778,19-Apr-19,7:12 PM,0.155,0.155,0.17,0.165,"34,374","0.160 / 4,135","0.165 / 1,050"
MELEWAR INDUSTRIAL GROUP BERHAD - WARRANTS B 2018/2023,3778WB,19-Apr-19,7:12 PM,-,-,-,0.055,0,"0.045 / 1,123","0.075 / 1,327"
MENANG CORPORATION (M) BHD,1694,19-Apr-19,7:12 PM,0.375,0.375,0.38,0.38,230,0.375 / 500,0.380 / 506
MENANG CORPORATION (M) BHD-WARRANTS B 14/19,1694WB,19-Apr-19,7:12 PM,0.005,0.005,0.005,0.005,"2,538",0.000 / 0,"0.005 / 4,882"
MENGNIU-C2: CW CHINA MENGNIU DAIRY COMPANY LIMITED (RHB),0577C2,19-Apr-19,7:12 PM,-,-,-,0.235,0,0.000 / 0,0.000 / 0
MENTIGA CORPORATION BHD,5223,19-Apr-19,7:12 PM,0.62,0.61,0.62,0.61,5,0.550 / 11,0.610 / 2
MERCURY INDUSTRIES BHD,8192,19-Apr-19,7:12 PM,-,-,-,0.8,0,0.770 / 50,0.800 / 100
MERGE ENERGY BHD,5006,19-Apr-19,7:12 PM,1.74,1.74,1.74,1.74,57,1.740 / 33,1.750 / 25
MERIDIAN BERHAD,5040,19-Apr-19,7:12 PM,0.3,0.285,0.32,0.3,"97,791","0.290 / 2,941",0.300 / 597
MERIDIAN BERHAD - WARRANTS 2011/2021,5040WA,19-Apr-19,7:12 PM,-,-,-,0.1,0,0.070 / 100,0.100 / 189
MERIDIAN BERHAD - WARRANTS 2012/2022,5040WB,19-Apr-19,7:12 PM,0.02,0.02,0.02,0.02,"2,412","0.015 / 16,150","0.020 / 1,672"
MERIDIAN BERHAD - WARRANTS 2014/2024,5040WC,19-Apr-19,7:12 PM,-,-,-,0.025,0,0.025 / 35,0.030 / 211
MESB BHD,7234,19-Apr-19,7:12 PM,0.295,0.275,0.295,0.275,28,0.275 / 22,0.300 / 328
MESB BERHAD - WARRANTS 2017/2022,7234WA,19-Apr-19,7:12 PM,0.1,0.1,0.1,0.1,"1,378",0.100 / 422,"0.105 / 1,000"
MYETF THOMSON REUTERS ASIA PACIFIC EX-JAPAN ISLAMIC AGRIBUSINESS,0826EA,19-Apr-19,7:12 PM,-,-,-,1.035,0,1.005 / 330,1.040 / 350
MyETF MSCI SEA ISLAMIC DIVIDEND,0825EA,19-Apr-19,7:12 PM,-,-,-,0.827,0,0.827 / 330,0.835 / 330
MYETF DOW JONES U.S. TITANS 50,0827EA,19-Apr-19,7:12 PM,1.1,1.1,1.1,1.1,1,1.100 / 4,1.125 / 330
METROD HOLDINGS BERHAD,6149,19-Apr-19,7:12 PM,-,-,-,1.75,0,1.700 / 20,1.800 / 15
MEGA FIRST CORPORATION BHD,3069,19-Apr-19,7:12 PM,3.8,3.78,3.81,3.8,"6,195",3.790 / 60,3.800 / 138
MEGA FIRST CORPORATION BERHAD - WARRANTS A 2016/2020,3069WA,19-Apr-19,7:12 PM,1.58,1.58,1.65,1.65,45,1.600 / 92,1.650 / 419
MANFORCE GROUP BERHAD,3015,19-Apr-19,7:12 PM,-,-,-,0.22,0,0.010 / 50,0.000 / 0
MALAYAN FLOUR MILLS BHD,3662,19-Apr-19,7:12 PM,0.74,0.73,0.745,0.735,"53,801",0.730 / 623,"0.735 / 1,964"
MALAYAN FLOUR MILLS BERHAD - RCULS 2019/2024,3662LA,19-Apr-19,7:12 PM,1.45,1.43,1.45,1.43,700,"1.440 / 1,000",1.480 / 300
MALAYAN FLOUR MILLS BERHAD - WARRANTS 2019/2024,3662WC,19-Apr-19,7:12 PM,0.415,0.415,0.425,0.415,"18,681","0.415 / 1,520","0.420 / 1,550"
MGB BERHAD,7595,19-Apr-19,7:12 PM,0.77,0.755,0.78,0.76,"1,352",0.755 / 699,0.760 / 131
MGB BHD - WARRANTS A 2014/2019,7595WA,19-Apr-19,7:12 PM,0.235,0.23,0.235,0.23,"1,635",0.230 / 455,0.240 / 15
MSIAN GENOMICS RES CENTRE BHD,155,19-Apr-19,7:12 PM,0.26,0.26,0.295,0.295,750,0.280 / 100,0.300 / 188
MALAYSIA MARINE AND HEAVY ENG,5186,19-Apr-19,7:12 PM,0.8,0.785,0.8,0.8,"1,923",0.800 / 999,0.805 / 270
MHC PLANTATIONS BHD,5026,19-Apr-19,7:12 PM,-,-,-,0.61,0,0.610 / 120,0.640 / 180
METRO HEALTHCARE BERHAD,3005,19-Apr-19,7:12 PM,-,-,-,0.56,0,0.480 / 50,0.560 / 100
MI TECHNOVATION BERHAD,5286,19-Apr-19,7:12 PM,2.22,2.17,2.22,2.19,"3,817",2.180 / 160,"2.190 / 5,668"
MI-CA: CW MI TECHNOVATION BERHAD (RHB),5286CA,19-Apr-19,7:12 PM,0.045,0.045,0.045,0.045,"3,300",0.000 / 0,0.000 / 0
MI-CB: CW MI TECHNOVATION BERHAD (MACQ),5286CB,19-Apr-19,7:12 PM,-,-,-,0.035,0,0.000 / 0,0.000 / 0
MI-CC: CW MI TECHNOVATION BERHAD (MACQ),5286CC,19-Apr-19,7:12 PM,-,-,-,0.05,0,0.000 / 0,0.000 / 0
MI-CD: CW MI TECHNOVATION BERHAD (RHB),5286CD,19-Apr-19,7:12 PM,-,-,-,0.12,0,0.000 / 0,0.000 / 0
MI-CE: CW MI TECHNOVATION BERHAD (MIBB),5286CE,19-Apr-19,7:12 PM,-,-,-,0.15,0,0.000 / 0,0.000 / 0
MI-CF: CW MI TECHNOVATION BERHAD (KIBB),5286CF,19-Apr-19,7:12 PM,-,-,-,0.065,0,0.000 / 0,0.000 / 0
MICROLINK SOLUTIONS BHD,126,19-Apr-19,7:12 PM,-,-,-,0.4,0,0.375 / 20,0.400 / 272
MIECO CHIPBOARD BHD,5001,19-Apr-19,7:12 PM,0.26,0.26,0.27,0.27,"7,002",0.265 / 37,"0.270 / 1,201"
MIKRO MSC BERHAD,112,19-Apr-19,7:12 PM,0.23,0.23,0.235,0.23,"1,500",0.230 / 780,0.235 / 180
MILUX CORPORATION BHD,7935,19-Apr-19,7:12 PM,0.715,0.715,0.715,0.715,18,0.715 / 44,0.770 / 30
MINDA GLOBAL BERHAD,5166,19-Apr-19,7:12 PM,0.035,0.035,0.04,0.04,"12,792","0.040 / 1,750","0.045 / 23,970"
MINETECH RESOURCES BHD,7219,19-Apr-19,7:12 PM,0.065,0.06,0.065,0.065,"12,001","0.060 / 19,539","0.065 / 4,000"
MINETECH RESOURCES BERHAD - WARRANT A 2014/2019,7219WA,19-Apr-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 193,826"
MINHO (M) BHD,5576,19-Apr-19,7:12 PM,0.28,0.28,0.29,0.29,"1,885",0.280 / 940,0.290 / 858
MINHO (M) BERHAD - WARRANT C,5576WC,19-Apr-19,7:12 PM,0.06,0.06,0.065,0.065,34,0.060 / 269,0.065 / 12
MISC BHD,3816,19-Apr-19,7:12 PM,6.75,6.64,6.75,6.64,"2,795",6.640 / 250,6.660 / 100
MISC-C19: CW MISC BERHAD (CIMB),381619,19-Apr-19,7:12 PM,0.135,0.13,0.135,0.13,790,0.125 / 788,0.135 / 600
MISC-C20: CW MISC BERHAD (MACQ),381620,19-Apr-19,7:12 PM,-,-,-,0.07,0,0.060 / 300,0.000 / 0
MISC-C21: CW MISC BERHAD (RHB),381621,19-Apr-19,7:12 PM,-,-,-,0.16,0,0.000 / 0,0.000 / 0
MISC-C22: CW MISC BERHAD (KIBB),381622,19-Apr-19,7:12 PM,-,-,-,0.1,0,0.000 / 0,0.000 / 0
MITRAJAYA HOLDINGS BHD,9571,19-Apr-19,7:12 PM,0.395,0.39,0.405,0.405,"22,407","0.400 / 1,272","0.405 / 4,332"
MITRAJAYA HOLDINGS BERHAD-WARRANTS D 15/20,9571WD,19-Apr-19,7:12 PM,0.045,0.04,0.045,0.045,561,0.040 / 270,"0.045 / 1,205"
MITRAJAYA HOLDINGS BERHAD - WARRANTS E 2018/2023,9571WE,19-Apr-19,7:12 PM,0.095,0.095,0.095,0.095,200,"0.085 / 1,180",0.095 / 20
MAJUPERAK HOLDINGS BHD,8141,19-Apr-19,7:12 PM,0.245,0.245,0.25,0.245,613,0.245 / 687,0.255 / 514
MKH BERHAD,6114,19-Apr-19,7:12 PM,1.35,1.33,1.35,1.33,"1,759",1.330 / 28,1.340 / 184
MK LAND HOLDINGS BHD,8893,19-Apr-19,7:12 PM,0.185,0.185,0.185,0.185,"13,189","0.180 / 4,810",0.185 / 28
MLABS SYSTEMS BHD,85,19-Apr-19,7:12 PM,0.06,0.055,0.065,0.06,"32,614","0.060 / 10,645","0.065 / 61,816"
MLABS SYSTEMS-WARRANTS 10/20,0085WA,19-Apr-19,7:12 PM,-,-,-,0.015,0,"0.010 / 13,000","0.015 / 53,698"
MLABS SYSTEMS BERHAD - WARRANTS 2017/2020,0085WB,19-Apr-19,7:12 PM,0.005,0.005,0.005,0.005,100,"0.005 / 29,901","0.010 / 73,714"
MMAG HOLDINGS BERHAD,34,19-Apr-19,7:12 PM,0.21,0.21,0.21,0.21,300,0.205 / 350,0.210 / 425
MMAG HOLDINGS BERHAD - ICPS A 2017/2022,0034PA,19-Apr-19,7:12 PM,-,-,-,0.085,0,"0.080 / 2,693","0.095 / 1,000"
MMAG HOLDINGS BERHAD - WARRANTS B 2017/2022,0034WB,19-Apr-19,7:12 PM,0.065,0.06,0.065,0.06,"11,022",0.060 / 400,"0.065 / 6,578"
MMC CORPORATION BHD,2194,19-Apr-19,7:12 PM,1.04,1.03,1.06,1.04,"30,409","1.030 / 4,312","1.040 / 1,736"
MMCCORPC12: CW MMC CORPORATION BERHAD (MACQ),219412,19-Apr-19,7:12 PM,0.05,0.05,0.05,0.05,"20,900","0.045 / 6,691","0.055 / 4,090"
MMCCORPC13: CW MMC CORPORATION BERHAD (KIBB),219413,19-Apr-19,7:12 PM,0.065,0.065,0.065,0.065,"1,500",0.000 / 0,0.085 / 140
MMS VENTURES BHD,113,19-Apr-19,7:12 PM,0.825,0.825,0.85,0.845,"1,939",0.845 / 23,0.850 / 232
MNC WIRELESS BHD,103,19-Apr-19,7:12 PM,0.035,0.035,0.04,0.04,"8,650","0.035 / 63,142",0.040 / 270
M N C WIRELESS BERHAD - WARRANTS A 2016/2021,0103WA,19-Apr-19,7:12 PM,0.005,0.005,0.005,0.005,"1,500","0.005 / 131,487","0.010 / 27,254"
MNRB HOLDINGS BHD,6459,19-Apr-19,7:12 PM,1.02,1.01,1.02,1.02,"1,470",1.010 / 525,1.020 / 336
MANAGEPAY SYSTEMS BERHAD,156,19-Apr-19,7:12 PM,0.12,0.12,0.12,0.12,"1,420","0.120 / 5,599","0.125 / 13,400"
MALAYSIA PACIFIC CORP BHD,6548,19-Apr-19,7:12 PM,-,-,-,0.045,0,0.000 / 0,0.000 / 0
MPHB Capital Berhad,5237,19-Apr-19,7:12 PM,1.04,1.04,1.06,1.05,80,1.040 / 979,1.070 / 96
MALAYSIAN PACIFIC INDUSTRIES,3867,19-Apr-19,7:12 PM,9.81,9.81,9.87,9.86,32,9.850 / 110,9.900 / 1
MRCB-QUILL REIT,5123,19-Apr-19,7:12 PM,1.11,1.09,1.11,1.1,"3,989","1.090 / 1,063",1.100 / 805
MQ TECHNOLOGY BHD,70,19-Apr-19,7:12 PM,0.035,0.035,0.04,0.04,"20,300","0.035 / 112,268","0.040 / 103,297"
MQ TECHNOLOGY BERHAD - WARRANT A 2016 /2021,0070WA,19-Apr-19,7:12 PM,0.015,0.015,0.02,0.02,"9,702","0.015 / 17,801","0.020 / 85,608"
MALAYSIAN RESOURCES CORPORATION BERHAD,1651,19-Apr-19,7:12 PM,0.945,0.94,0.97,0.96,"143,628","0.960 / 2,096","0.965 / 4,224"
MRCB-C37: CW MALAYSIAN RESOURCES CORPORATION BERHAD (MACQ),165137,19-Apr-19,7:12 PM,-,-,-,0.125,0,0.000 / 0,0.000 / 0
MRCB-C38: CW MALAYSIAN RESOURCES CORPORATION BERHAD (KIBB),165138,19-Apr-19,7:12 PM,0.09,0.09,0.095,0.095,"7,000",0.000 / 0,0.000 / 0
MRCB-C39: CW MALAYSIAN RESOURCES CORPORATION BERHAD (KIBB),165139,19-Apr-19,7:12 PM,0.175,0.175,0.185,0.18,"16,099","0.180 / 1,017",0.185 / 833
MRCB-C40: CW MALAYSIAN RESOURCES CORPORATION BERHAD (MIBB),165140,19-Apr-19,7:12 PM,-,-,-,0.23,0,0.000 / 0,0.000 / 0
MRCB-C41: CW MALAYSIAN RESOURCES CORPORATION BERHAD (CIMB),165141,19-Apr-19,7:12 PM,0.22,0.215,0.23,0.23,"5,210",0.000 / 0,0.230 / 600
MRCB-C42: CW MALAYSIAN RESOURCES CORPORATION BERHAD (KIBB),165142,19-Apr-19,7:12 PM,0.08,0.08,0.08,0.08,"40,390","0.080 / 1,000","0.090 / 2,000"
MRCB-C43: CW MALAYSIAN RESOURCES CORPORATION BERHAD (MACQ),165143,19-Apr-19,7:12 PM,0.13,0.125,0.135,0.13,"28,740","0.125 / 4,500",0.130 / 100
MRCB-C44: CW MALAYSIAN RESOURCES CORPORATION BERHAD (RHB),165144,19-Apr-19,7:12 PM,0.105,0.105,0.115,0.115,"24,170","0.110 / 5,500",0.000 / 0
MRCB-C45: CW MALAYSIAN RESOURCES CORPORATION BERHAD (AM),165145,19-Apr-19,7:12 PM,0.095,0.095,0.095,0.095,800,0.000 / 0,0.000 / 0
MRCB-C46: CW MALAYSIAN RESOURCES CORPORATION BERHAD (CIMB),165146,19-Apr-19,7:12 PM,0.09,0.09,0.095,0.095,215,0.000 / 0,0.000 / 0
MALAYSIAN RESOURCES CORPORATION BERHAD - WARRANTS B 2017/2027,1651WB,19-Apr-19,7:12 PM,0.245,0.245,0.255,0.255,"20,077","0.255 / 1,299","0.260 / 6,971"
MALAYSIA SMELTING CORPORATION,5916,19-Apr-19,7:12 PM,0.94,0.94,0.955,0.94,"1,083",0.940 / 367,0.975 / 40
MSM MALAYSIA HOLDINGS BERHAD,5202,19-Apr-19,7:12 PM,1.54,1.48,1.54,1.49,"1,974",1.480 / 101,"1.490 / 2,338"
MESINIAGA BHD,5011,19-Apr-19,7:12 PM,1.42,1.42,1.49,1.49,11,1.420 / 60,1.480 / 288
MULTI SPORTS HOLDINGS LTD,5150,19-Apr-19,7:12 PM,-,-,-,0.01,0,"0.005 / 238,825","0.010 / 4,580"
MTD ACPI ENGINEERING BHD,5924,19-Apr-19,7:12 PM,0.165,0.165,0.17,0.17,63,0.165 / 257,0.170 / 80
MTOUCHE TECHNOLOGY BHD,92,19-Apr-19,7:12 PM,-,-,-,0.065,0,"0.060 / 2,350",0.065 / 816
MTOUCHE TECH BHD-WB 2010/2020,0092WB,19-Apr-19,7:12 PM,-,-,-,0.01,0,"0.005 / 8,511","0.010 / 2,265"
MTOUCHE TECHNOLOGY BERHAD - WARRANTS C 2017/2020,0092WC,19-Apr-19,7:12 PM,-,-,-,0.015,0,"0.010 / 3,000","0.015 / 5,169"
METRONIC GLOBAL BHD,43,19-Apr-19,7:12 PM,0.075,0.07,0.075,0.075,"116,405","0.070 / 93,996","0.075 / 14,077"
MUDA HOLDINGS BHD,3883,19-Apr-19,7:12 PM,1.82,1.81,1.82,1.81,710,1.810 / 54,1.820 / 316
