name,code,date,time,open,low,high,price,volume,buy/volume,sell/volume
A50CHIN-C26: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70326,19-Apr-19,7:11 PM,-,-,-,0.615,0,0.000 / 0,0.000 / 0
A50CHIN-C28: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70328,19-Apr-19,7:11 PM,-,-,-,0.375,0,0.000 / 0,0.405 / 1
A50CHIN-C30: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70330,19-Apr-19,7:11 PM,0.565,0.565,0.565,0.565,108,0.250 / 200,0.565 / 342
A50CHIN-C32: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70332,19-Apr-19,7:11 PM,-,-,-,1.1,0,0.000 / 0,1.210 / 10
A50CHIN-C34: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70334,19-Apr-19,7:11 PM,-,-,-,1.3,0,0.000 / 0,0.000 / 0
A50CHIN-C36: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70336,19-Apr-19,7:11 PM,-,-,-,0.685,0,0.000 / 0,0.000 / 0
A50CHIN-C38: CW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70338,19-Apr-19,7:11 PM,0.37,0.37,0.375,0.375,900,0.375 / 500,0.385 / 500
A50CHIN-C40: CW ISHARES FTSE A50 CHINA INDEX ETF (RHB),70340,19-Apr-19,7:11 PM,-,-,-,0.45,0,0.440 / 20,0.480 / 20
A50CHIN-H25: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70325,19-Apr-19,7:11 PM,-,-,-,0.035,0,"0.005 / 6,000",0.000 / 0
A50CHIN-H27: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70327,19-Apr-19,7:11 PM,-,-,-,0.02,0,"0.005 / 6,000","0.020 / 2,050"
A50CHIN-H29: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),70329,19-Apr-19,7:11 PM,0.2,0.19,0.205,0.19,979,0.190 / 30,0.195 / 12
ASTRAL ASIA BHD,7054,19-Apr-19,7:11 PM,0.16,0.16,0.16,0.16,12,0.150 / 200,0.160 / 413
AIRASIA X BERHAD,5238,19-Apr-19,7:11 PM,0.23,0.225,0.23,0.23,"20,332","0.225 / 73,258","0.230 / 43,435"
AIRASIA X BERHAD - WARRANTS  A  2015/2020,5238WA,19-Apr-19,7:11 PM,0.035,0.035,0.04,0.04,"15,402","0.035 / 3,700","0.040 / 19,316"
ABF MALAYSIA BOND INDEX FUND,0800EA,19-Apr-19,7:11 PM,-,-,-,1.18,0,"1.175 / 1,000","1.180 / 1,000"
ABLEGROUP BERHAD,7086,19-Apr-19,7:11 PM,-,-,-,0.085,0,0.080 / 100,"0.085 / 2,577"
ALLIANCE BANK MALAYSIA BERHAD,2488,19-Apr-19,7:11 PM,4.01,3.99,4.04,4,"7,698",3.990 / 201,"4.000 / 4,905"
ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB),2488CY,19-Apr-19,7:11 PM,-,-,-,0.1,0,0.000 / 0,0.000 / 0
ACME HOLDINGS BERHAD,7131,19-Apr-19,7:11 PM,-,-,-,0.3,0,0.255 / 134,0.300 / 46
ACOUSTECH BHD,7120,19-Apr-19,7:11 PM,0.405,0.405,0.405,0.405,"17,336","0.400 / 2,220",0.405 / 363
ADVANCECON HOLDINGS BERHAD,5281,19-Apr-19,7:11 PM,0.425,0.42,0.43,0.425,"26,673",0.425 / 89,"0.430 / 2,347"
ADVENTA BHD,7191,19-Apr-19,7:11 PM,0.36,0.36,0.36,0.36,50,"0.350 / 11,242",0.360 / 59
ADVANCED PACKAGING TECHNOLOGY,9148,19-Apr-19,7:11 PM,-,-,-,1.85,0,2.000 / 5,2.200 / 10
AE MULTI HOLDINGS BHD,7146,19-Apr-19,7:11 PM,-,-,-,0.105,0,"0.100 / 7,717",0.105 / 800
AE MULTI HOLDINGS BERHAD-WARRANTS 2014/2019,7146WA,19-Apr-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.010 / 19,401"
AEMULUS HOLDINGS BERHAD,181,19-Apr-19,7:11 PM,0.225,0.225,0.235,0.225,"9,226","0.225 / 6,068","0.230 / 1,046"
AEON CO. (M) BHD,6599,19-Apr-19,7:11 PM,1.43,1.42,1.44,1.42,"4,008",1.420 / 152,1.440 / 126
AEON-CO: CW AEON CO. (M) BERHAD (CIMB),6599CO,19-Apr-19,7:11 PM,0.02,0.02,0.025,0.025,"12,910",0.020 / 26,"0.025 / 2,500"
AEON-CP: CW AEON CO (M) BERHAD (RHB),6599CP,19-Apr-19,7:11 PM,-,-,-,0.05,0,0.000 / 0,0.000 / 0
AEON-CQ: CW AEON CO. (M) BERHAD (KIBB),6599CQ,19-Apr-19,7:11 PM,-,-,-,0.01,0,0.000 / 0,0.020 / 500
AEON CREDIT SERVICE (M) BHD,5139,19-Apr-19,7:11 PM,16.84,16.84,16.9,16.9,39,16.700 / 10,16.900 / 45
AEONCR-CC: CW AEON CREDIT SERVICE (M) BERHAD (MIBB),5139CC,19-Apr-19,7:11 PM,-,-,-,0.15,0,0.000 / 0,0.000 / 0
AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020,5139LA,19-Apr-19,7:11 PM,-,-,-,1.51,0,1.510 / 49,1.580 / 30
AFFIN BANK BERHAD,5185,19-Apr-19,7:11 PM,2.18,2.18,2.18,2.18,5,2.150 / 100,2.180 / 135
ABM FUJIYA BERHAD,5198,19-Apr-19,7:11 PM,0.525,0.525,0.54,0.54,190,0.530 / 10,0.560 / 100
AHB HOLDINGS BHD,7315,19-Apr-19,7:11 PM,0.155,0.145,0.165,0.155,"29,053","0.150 / 1,330",0.155 / 762
AHB HOLDINGS BERHAD - WARRANTS B 2014/2019,7315WB,19-Apr-19,7:11 PM,0.035,0.025,0.035,0.03,"32,200",0.030 / 27,"0.035 / 13,653"
APEX HEALTHCARE BHD,7090,19-Apr-19,7:11 PM,8.95,8.89,8.95,8.9,241,8.900 / 7,8.950 / 13
AMANAH HARTA TANAH PNB,4952,19-Apr-19,7:11 PM,-,-,-,0.755,0,0.755 / 60,0.795 / 150
ADVANCE INFORMATION MARKETING,122,19-Apr-19,7:11 PM,-,-,-,0.27,0,0.220 / 294,0.280 / 333
AIRASIA GROUP BERHAD,5099,19-Apr-19,7:11 PM,2.45,2.44,2.51,2.5,"47,274",2.490 / 371,"2.500 / 7,484"
AIRASIAC59: CW AIRASIA GROUP BERHAD (MACQ),509959,19-Apr-19,7:11 PM,-,-,-,0.02,0,0.000 / 0,0.010 / 150
AIRASIAC67: CW AIRASIA GROUP BERHAD (CIMB),509967,19-Apr-19,7:11 PM,0.005,0.005,0.005,0.005,"6,721",0.000 / 0,"0.010 / 8,392"
AIRASIAC71: CW AIRASIA GROUP BERHAD (CIMB),509971,19-Apr-19,7:11 PM,0.035,0.035,0.04,0.04,"10,501",0.035 / 200,0.040 / 631
AIRASIAC72: CW AIRASIA GROUP BERHAD (MACQ),509972,19-Apr-19,7:11 PM,0.085,0.085,0.095,0.09,"11,788","0.090 / 1,600",0.105 / 730
AIRASIAC73: CW AIRASIA GROUP BERHAD (KIBB),509973,19-Apr-19,7:11 PM,0.1,0.1,0.105,0.1,"11,800",0.000 / 0,0.000 / 0
AIRASIAC74: CW AIRASIA GROUP BERHAD (MACQ),509974,19-Apr-19,7:11 PM,-,-,-,0.195,0,0.000 / 0,0.210 / 10
AIRASIAC75: CW AIRASIA GROUP BERHAD (AM),509975,19-Apr-19,7:11 PM,0.065,0.065,0.065,0.065,800,0.000 / 0,0.000 / 0
AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB),509976,19-Apr-19,7:11 PM,-,-,-,0.035,0,0.000 / 0,0.000 / 0
AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ),509977,19-Apr-19,7:11 PM,0.03,0.03,0.03,0.03,"1,100","0.025 / 10,500","0.030 / 1,000"
AIRASIAC78: CW AIRASIA GROUP BERHAD (KIBB),509978,19-Apr-19,7:11 PM,0.05,0.05,0.05,0.05,"31,500",0.000 / 0,"0.055 / 2,000"
AIRASIAC79: CW AIRASIA GROUP BERHAD (CIMB),509979,19-Apr-19,7:11 PM,0.03,0.03,0.03,0.03,"1,000","0.025 / 1,600","0.040 / 3,000"
AIRASIAC80: CW AIRASIA GROUP BERHAD (KIBB),509980,19-Apr-19,7:11 PM,0.025,0.025,0.025,0.025,"2,500",0.000 / 0,0.000 / 0
AIRASIAC81: CW AIRASIA GROUP BERHAD (MIBB),509981,19-Apr-19,7:11 PM,0.07,0.07,0.07,0.07,"7,529","0.065 / 1,500","0.075 / 3,300"
AIRASIAC82: CW AIRASIA GROUP BERHAD (AM),509982,19-Apr-19,7:11 PM,0.085,0.085,0.085,0.085,"2,160",0.000 / 0,0.000 / 0
MALAYSIA AIRPORTS HOLDINGS BHD,5014,19-Apr-19,7:11 PM,6.8,6.76,6.8,6.77,"20,797",6.760 / 23,6.770 / 143
AIRPORT-C4: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (CIMB),5014C4,19-Apr-19,7:11 PM,-,-,-,0.02,0,"0.010 / 16,398","0.020 / 15,225"
AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ),5014C5,19-Apr-19,7:11 PM,-,-,-,0.02,0,0.000 / 0,"0.030 / 1,000"
AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB),5014C6,19-Apr-19,7:11 PM,-,-,-,0.055,0,0.050 / 2,0.000 / 0
AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB),5014C7,19-Apr-19,7:11 PM,0.02,0.02,0.02,0.02,5,0.000 / 0,"0.030 / 2,850"
AIRPORT-C8: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MIBB),5014C8,19-Apr-19,7:11 PM,-,-,-,0.055,0,0.050 / 300,0.065 / 390
AMALGAMATED INDUSTRIAL STEEL,2682,19-Apr-19,7:11 PM,0.245,0.245,0.245,0.245,50,0.245 / 4,0.280 / 16
AJINOMOTO (M) BHD,2658,19-Apr-19,7:11 PM,17.26,17.2,17.26,17.22,201,17.220 / 14,17.260 / 5
AJIYA BHD,7609,19-Apr-19,7:11 PM,0.535,0.535,0.535,0.535,194,0.535 / 56,0.545 / 565
AJIYA BERHAD - WARRANTS 2016/2021,7609WA,19-Apr-19,7:11 PM,0.09,0.085,0.09,0.09,"1,283",0.090 / 730,0.095 / 743
ALAM MARITIM RESOURCES BHD,5115,19-Apr-19,7:11 PM,0.11,0.11,0.115,0.115,"10,364","0.110 / 13,394","0.115 / 29,871"
ALAM MARITIM RESOURCES BERHAD - WARRANTS 2019/2022,5115WA,19-Apr-19,7:11 PM,0.045,0.045,0.05,0.045,"51,043","0.045 / 32,998","0.050 / 34,961"
AL-AQAR HEALTHCARE REIT,5116,19-Apr-19,7:11 PM,1.42,1.42,1.45,1.45,106,1.410 / 2,1.450 / 287
ALCOM GROUP BERHAD,2674,19-Apr-19,7:11 PM,0.535,0.535,0.575,0.575,311,"0.520 / 1,930",0.575 / 69
ALLIANZ MALAYSIA BHD,1163,19-Apr-19,7:11 PM,13.5,13.5,13.6,13.54,495,"13.540 / 1,103",13.760 / 1
ALLIANZ MALAYSIA BHD-ICPS,1163PA,19-Apr-19,7:11 PM,-,-,-,14.3,0,13.300 / 2,14.000 / 10
AL-SALAM REAL ESTATE INVESTMENT TRUST,5269,19-Apr-19,7:11 PM,0.895,0.895,0.905,0.905,310,0.895 / 600,0.905 / 659
AMMB HOLDINGS BHD,1015,19-Apr-19,7:11 PM,4.45,4.45,4.5,4.47,"4,904",4.450 / 73,4.480 / 167
AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB),101510,19-Apr-19,7:11 PM,0.125,0.12,0.13,0.12,"1,506",0.115 / 488,0.130 / 300
AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB),101511,19-Apr-19,7:11 PM,-,-,-,0.165,0,0.000 / 0,0.000 / 0
AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB),101512,19-Apr-19,7:11 PM,-,-,-,0.11,0,0.000 / 0,0.000 / 0
AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ),101513,19-Apr-19,7:11 PM,-,-,-,0.07,0,0.000 / 0,0.095 / 8
AMBANK-C14: CW AMMB HOLDINGS BERHAD (MIBB),101514,19-Apr-19,7:11 PM,-,-,-,0.095,0,0.000 / 0,0.000 / 0
AMBANK-C15: CW AMMB HOLDINGS BERHAD (KIBB),101515,19-Apr-19,7:11 PM,0.125,0.12,0.125,0.12,674,0.000 / 0,0.000 / 0
ASIA MEDIA GROUP BERHAD,159,19-Apr-19,7:11 PM,0.14,0.14,0.15,0.145,"49,058","0.145 / 1,174","0.150 / 17,930"
AMFIRST REITS,5120,19-Apr-19,7:11 PM,0.53,0.525,0.53,0.525,"2,244",0.525 / 933,0.530 / 536
AMLEX HOLDINGS BERHAD,3011,19-Apr-19,7:11 PM,-,-,-,0.2,0,0.000 / 0,0.000 / 0
AMCORP PROPERTIES BERHAD,1007,19-Apr-19,7:11 PM,0.535,0.535,0.55,0.55,416,0.545 / 67,0.550 / 84
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A,1007PA,19-Apr-19,7:11 PM,0.27,0.27,0.27,0.27,3,0.270 / 164,0.295 / 33
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B,1007PB,19-Apr-19,7:11 PM,-,-,-,0.58,0,0.450 / 100,0.615 / 12
AMTEL HOLDINGS BHD,7031,19-Apr-19,7:11 PM,-,-,-,0.655,0,0.660 / 100,0.000 / 0
AMVERTON BERHAD,5959,19-Apr-19,7:11 PM,1.15,1.15,1.15,1.15,220,1.140 / 100,1.170 / 100
AMWAY (M) HOLDINGS BHD,6351,19-Apr-19,7:11 PM,6,6,6.1,6.1,475,6.050 / 5,6.100 / 82
ANALABS RESOURCES BHD,7083,19-Apr-19,7:11 PM,-,-,-,1.15,0,1.100 / 200,"1.220 / 1,150"
ANCOM BHD,4758,19-Apr-19,7:11 PM,-,-,-,0.48,0,0.465 / 250,0.475 / 260
ANCOM LOGISTICS BERHAD,48,19-Apr-19,7:11 PM,0.085,0.085,0.09,0.09,"1,410","0.080 / 6,725","0.090 / 1,802"
ANN JOO RESOURCES BHD,6556,19-Apr-19,7:11 PM,1.65,1.63,1.7,1.65,"30,484",1.640 / 70,1.650 / 49
ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024,6556PA,19-Apr-19,7:11 PM,-,-,-,0.55,0,0.480 / 70,0.650 / 65
ANZO HOLDINGS BERHAD,9342,19-Apr-19,7:11 PM,0.04,0.04,0.04,0.04,"5,120","0.040 / 21,430","0.045 / 87,179"
ANZO HOLDINGS BERHAD-WARRANTS 2009/2019,9342WA,19-Apr-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 43,908"
ANZO HOLDINGS BERHAD-WARRANTS 2013/2023,9342WB,19-Apr-19,7:11 PM,-,-,-,0.025,0,"0.020 / 3,550",0.025 / 462
ANZO HOLDINGS BERHAD - WARRANTS 2017/2020,9342WC,19-Apr-19,7:11 PM,0.005,0.005,0.005,0.005,"6,500",0.000 / 0,"0.005 / 25,417"
APB RESOURCES BHD,5568,19-Apr-19,7:11 PM,-,-,-,0.5,0,0.510 / 100,0.600 / 40
APEX EQUITY HOLDINGS BHD,5088,19-Apr-19,7:11 PM,0.94,0.94,0.94,0.94,40,0.940 / 20,1.010 / 40
APFT BERHAD,5194,19-Apr-19,7:11 PM,0.015,0.015,0.015,0.015,"1,000","0.015 / 453,959","0.020 / 215,351"
APM AUTOMOTIVE HOLDINGS BHD,5015,19-Apr-19,7:11 PM,3,3,3,3,150,2.950 / 10,3.000 / 50
APOLLO FOOD HOLDINGS BHD,6432,19-Apr-19,7:11 PM,-,-,-,3.83,0,3.830 / 11,3.840 / 2
APPASIA BERHAD,119,19-Apr-19,7:11 PM,0.11,0.105,0.11,0.11,"14,833","0.105 / 4,886","0.110 / 1,998"
APPASIA BERHAD - WARRANTS A,0119WA,19-Apr-19,7:11 PM,0.05,0.05,0.055,0.055,"3,200","0.050 / 1,289","0.055 / 2,528"
A-RANK BHD,7214,19-Apr-19,7:11 PM,0.515,0.515,0.515,0.515,210,0.515 / 950,0.520 / 549
ARK RESOURCES HOLDINGS BERHAD,7007,19-Apr-19,7:11 PM,-,-,-,0.32,0,0.300 / 56,0.450 / 25
ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021,7007WB,19-Apr-19,7:11 PM,-,-,-,0.09,0,"0.040 / 1,152",0.390 / 501
BUMI ARMADA BERHAD,5210,19-Apr-19,7:11 PM,0.185,0.185,0.19,0.19,"222,740","0.185 / 320,300","0.190 / 336,584"
ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB),521046,19-Apr-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 20,140"
ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ),521047,19-Apr-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,0.000 / 0
ARMADA-C48: CW BUMI ARMADA BERHAD (RHB),521048,19-Apr-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 8,100"
ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB),521049,19-Apr-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,0.005 / 240
ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ),521050,19-Apr-19,7:11 PM,0.01,0.01,0.01,0.01,60,0.000 / 0,0.020 / 500
AMANAHRAYA REITS,5127,19-Apr-19,7:11 PM,0.86,0.86,0.86,0.86,111,0.850 / 190,0.855 / 45
ADVANCE SYNERGY BHD,1481,19-Apr-19,7:11 PM,0.135,0.135,0.135,0.135,"4,246","0.135 / 1,724","0.140 / 5,339"
ASDION BHD,68,19-Apr-19,7:11 PM,0.24,0.24,0.25,0.25,"25,249","0.240 / 8,159","0.250 / 3,183"
ASIA BRANDS BERHAD,7722,19-Apr-19,7:11 PM,0.465,0.465,0.525,0.525,20,0.470 / 30,0.525 / 20
ASIA FILE CORPORATION BHD,7129,19-Apr-19,7:11 PM,2.47,2.45,2.47,2.45,205,2.450 / 35,2.560 / 20
ASIAN PAC HOLDINGS BHD,4057,19-Apr-19,7:11 PM,0.14,0.135,0.14,0.135,"71,143","0.135 / 5,291","0.140 / 21,211"
ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022,4057LC,19-Apr-19,7:11 PM,-,-,-,0.75,0,0.680 / 100,0.820 / 10
ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022,4057WB,19-Apr-19,7:11 PM,-,-,-,0.07,0,0.055 / 820,"0.070 / 1,763"
ASIA POLY HOLDINGS BHD,105,19-Apr-19,7:11 PM,-,-,-,0.07,0,"0.065 / 11,424","0.070 / 1,300"
ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022,0105PA,19-Apr-19,7:11 PM,0.03,0.03,0.03,0.03,"2,000","0.030 / 20,130","0.035 / 4,996"
ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020,0105WA,19-Apr-19,7:11 PM,-,-,-,0.015,0,"0.010 / 13,300","0.020 / 4,228"
ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022,0105WB,19-Apr-19,7:11 PM,-,-,-,0.03,0,"0.025 / 1,700","0.030 / 1,579"
ASTINO BHD,7162,19-Apr-19,7:11 PM,0.65,0.645,0.65,0.65,350,0.645 / 400,0.660 / 200
ASTRO MALAYSIA HOLDINGS BERHAD,6399,19-Apr-19,7:11 PM,1.49,1.48,1.52,1.52,"3,681",1.500 / 80,1.520 / 729
ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB),639910,19-Apr-19,7:11 PM,-,-,-,0.11,0,0.080 / 1,0.000 / 0
ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB),639911,19-Apr-19,7:11 PM,-,-,-,0.09,0,0.000 / 0,0.000 / 0
ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ),639912,19-Apr-19,7:11 PM,-,-,-,0.055,0,0.000 / 0,0.000 / 0
ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB),639913,19-Apr-19,7:11 PM,-,-,-,0.05,0,0.000 / 0,0.000 / 0
ASTRO-C14: CW ASTRO MALAYSIA HOLDINGS BERHAD (CIMB),639914,19-Apr-19,7:11 PM,-,-,-,0.045,0,0.000 / 0,0.000 / 0
AT SYSTEMATIZATION BHD,72,19-Apr-19,7:11 PM,0.05,0.05,0.055,0.055,"2,533","0.050 / 23,458",0.055 / 720
AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19,0072WB,19-Apr-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 10,000"
ATA IMS BERHAD,8176,19-Apr-19,7:11 PM,1.75,1.75,1.76,1.76,"1,477","1.760 / 1,214",1.770 / 39
ATLAN HOLDINGS BHD,7048,19-Apr-19,7:11 PM,4.48,4.48,4.48,4.48,30,4.470 / 5,4.480 / 2
ATRIUM REITS,5130,19-Apr-19,7:11 PM,1.15,1.15,1.16,1.16,540,1.150 / 215,1.160 / 10
ATTA GLOBAL GROUP BERHAD,7099,19-Apr-19,7:11 PM,0.59,0.59,0.6,0.6,110,0.595 / 50,0.620 / 30
ATTA GLOBAL GROUP BERHAD - ICULS 12/22,7099LA,19-Apr-19,7:11 PM,0.075,0.075,0.075,0.075,100,"0.070 / 5,644","0.080 / 4,338"
ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022,7099PA,19-Apr-19,7:11 PM,-,-,-,0.105,0,"0.105 / 2,005",0.120 / 198
ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22,7099WB,19-Apr-19,7:11 PM,-,-,-,0.08,0,0.075 / 100,0.100 / 400
ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024,7099WC,19-Apr-19,7:11 PM,0.08,0.08,0.08,0.08,230,0.085 / 200,0.100 / 460
ATURMAJU RESOURCES BHD,7181,19-Apr-19,7:11 PM,0.33,0.32,0.335,0.33,"13,931","0.325 / 4,336",0.330 / 52
ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024,7181PA,19-Apr-19,7:11 PM,0.165,0.16,0.17,0.17,"8,286","0.165 / 4,744","0.170 / 1,662"
AVILLION BERHAD,8885,19-Apr-19,7:11 PM,0.14,0.135,0.14,0.14,"2,899",0.135 / 155,"0.140 / 7,193"
AWC BERHAD,7579,19-Apr-19,7:11 PM,0.745,0.73,0.75,0.73,"6,008",0.730 / 736,"0.745 / 1,059"
AWC BERHAD - WARRANTS 2018/2023,7579WA,19-Apr-19,7:11 PM,0.24,0.235,0.24,0.235,"1,985",0.235 / 62,0.240 / 220
AXIATA GROUP BERHAD,6888,19-Apr-19,7:11 PM,4.05,4.03,4.1,4.04,"25,289",4.030 / 74,4.040 / 6
AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB),688828,19-Apr-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.030 / 1,010"
AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB),688830,19-Apr-19,7:11 PM,-,-,-,0.04,0,0.000 / 0,0.000 / 0
AXIATA-C32: CW AXIATA GROUP BERHAD (RHB),688832,19-Apr-19,7:11 PM,-,-,-,0.095,0,0.000 / 0,0.000 / 0
AXIATA-C33: CW AXIATA GROUP BERHAD (MACQ),688833,19-Apr-19,7:11 PM,-,-,-,0.155,0,0.000 / 0,0.195 / 25
AXIATA-C34: CW AXIATA GROUP BERHAD (CIMB),688834,19-Apr-19,7:11 PM,0.155,0.155,0.155,0.155,4,0.000 / 0,0.000 / 0
AXIATA-C35: CW AXIATA GROUP BERHAD (KIBB),688835,19-Apr-19,7:11 PM,0.1,0.1,0.1,0.1,700,0.000 / 0,0.000 / 0
AXIATA-C36: CW AXIATA GROUP BERHAD (RHB),688836,19-Apr-19,7:11 PM,-,-,-,0.17,0,0.000 / 0,0.000 / 0
AXIATA-C37: CW AXIATA GROUP BERHAD (CIMB),688837,19-Apr-19,7:11 PM,0.07,0.07,0.07,0.07,4,0.000 / 0,0.000 / 0
AXIS REITS,5106,19-Apr-19,7:11 PM,1.8,1.78,1.8,1.8,"16,261",1.780 / 675,"1.800 / 14,865"
AYER HOLDINGS BERHAD,2305,19-Apr-19,7:11 PM,-,-,-,4.6,0,4.500 / 5,4.600 / 9
AYS VENTURES BHD,5021,19-Apr-19,7:11 PM,0.335,0.335,0.34,0.34,691,0.335 / 860,0.340 / 128
AHMAD ZAKI RESOURCES BHD,7078,19-Apr-19,7:11 PM,0.48,0.475,0.495,0.485,"57,359",0.485 / 488,"0.490 / 2,817"
AHMAD ZAKI RESOURCES BERHAD- WA 14/24,7078WA,19-Apr-19,7:11 PM,0.26,0.26,0.265,0.265,"4,638",0.250 / 280,0.265 / 98
BAHVEST RESOURCES BERHAD,98,19-Apr-19,7:11 PM,0.625,0.62,0.64,0.625,"55,571","0.620 / 7,077",0.625 / 19
BAHVEST RESOURCES BERHAD - WARRANTS A 2017/2024,0098WA,19-Apr-19,7:11 PM,0.38,0.37,0.39,0.375,"32,542",0.375 / 300,"0.380 / 1,989"
BARAKAH OFFSHORE PETROLEUM BHD,7251,19-Apr-19,7:11 PM,0.09,0.085,0.095,0.095,"123,181","0.085 / 108,872","0.095 / 85,154"
BRITISH AMERICAN TOBACCO (M),4162,19-Apr-19,7:11 PM,36.26,36.22,36.5,36.3,109,36.200 / 1,"36.300 / 1,538"
BAT-CN: CW BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD (RHB),4162CN,19-Apr-19,7:11 PM,-,-,-,0.13,0,0.000 / 0,0.000 / 0
BAT-CO: CW BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD (CIMB),4162CO,19-Apr-19,7:11 PM,-,-,-,0.08,0,0.000 / 0,0.000 / 0
BERMAZ AUTO BERHAD,5248,19-Apr-19,7:11 PM,2.35,2.35,2.41,2.4,"21,397",2.390 / 278,"2.400 / 6,154"
BAUTO-C1: CW BERMAZ AUTO BERHAD (MACQ),5248C1,19-Apr-19,7:11 PM,-,-,-,0.08,0,0.000 / 0,0.000 / 0
BAUTO-C2: CW BERMAZ AUTO BERHAD (RHB),5248C2,19-Apr-19,7:11 PM,-,-,-,0.14,0,0.000 / 0,0.000 / 0
BAUTO-C3: CW BERMAZ AUTO BERHAD (KIBB),5248C3,19-Apr-19,7:11 PM,-,-,-,0.15,0,0.000 / 0,0.000 / 0
BAUTO-C4: CW BERMAZ AUTO BERHAD (MIBB),5248C4,19-Apr-19,7:11 PM,0.11,0.11,0.11,0.11,"2,998",0.000 / 0,0.000 / 0
BAUTO-CY: CW BERMAZ AUTO BERHAD (KIBB),5248CY,19-Apr-19,7:11 PM,0.135,0.135,0.145,0.145,"5,368",0.000 / 0,0.000 / 0
BAUTO-CZ: CW BERMAZ AUTO BERHAD (RHB),5248CZ,19-Apr-19,7:11 PM,0.23,0.225,0.23,0.225,100,0.000 / 0,0.240 / 300
BCB BHD,6602,19-Apr-19,7:11 PM,0.255,0.255,0.255,0.255,130,0.250 / 20,0.255 / 470
BCM ALLIANCE BERHAD,187,19-Apr-19,7:11 PM,0.195,0.185,0.195,0.185,"7,598","0.185 / 9,238",0.190 / 500
BINA DARULAMAN BHD,6173,19-Apr-19,7:11 PM,0.4,0.4,0.415,0.415,809,0.410 / 17,0.415 / 405
