name,code,date,time,open,low,high,price,volume,buy/volume,sell/volume
AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020,5139LA,17-Apr-19,7:12 PM,-,-,-,1.5,0,1.500 / 78,1.550 / 30
AFFIN BANK BERHAD,5185,17-Apr-19,7:12 PM,2.18,2.17,2.18,2.18,567,2.170 / 707,2.180 / 313
ABM FUJIYA BERHAD,5198,17-Apr-19,7:12 PM,0.535,0.535,0.535,0.535,30,0.525 / 100,0.540 / 10
AHB HOLDINGS BHD,7315,17-Apr-19,7:12 PM,0.16,0.155,0.16,0.155,"10,863","0.155 / 1,188","0.160 / 1,725"
AHB HOLDINGS BERHAD - WARRANTS B 2014/2019,7315WB,17-Apr-19,7:12 PM,0.03,0.02,0.03,0.03,"41,704",0.025 / 398,"0.030 / 2,583"
APEX HEALTHCARE BHD,7090,17-Apr-19,7:12 PM,8.91,8.9,8.95,8.94,205,8.910 / 3,8.940 / 268
AMANAH HARTA TANAH PNB,4952,17-Apr-19,7:12 PM,0.775,0.775,0.775,0.775,15,0.775 / 6,0.800 / 19
ADVANCE INFORMATION MARKETING,122,17-Apr-19,7:12 PM,0.28,0.25,0.28,0.28,11,0.220 / 294,0.280 / 343
AIRASIA GROUP BERHAD,5099,17-Apr-19,7:12 PM,2.49,2.45,2.5,2.48,"80,805","2.480 / 1,204",2.490 / 888
AIRASIAC59: CW AIRASIA GROUP BERHAD (MACQ),509959,17-Apr-19,7:12 PM,-,-,-,0.02,0,0.000 / 0,0.000 / 0
AIRASIAC67: CW AIRASIA GROUP BERHAD (CIMB),509967,17-Apr-19,7:12 PM,0.005,0.005,0.005,0.005,"7,075",0.000 / 0,"0.010 / 1,750"
AIRASIAC71: CW AIRASIA GROUP BERHAD (CIMB),509971,17-Apr-19,7:12 PM,0.04,0.04,0.04,0.04,"11,813",0.035 / 770,0.045 / 535
AIRASIAC72: CW AIRASIA GROUP BERHAD (MACQ),509972,17-Apr-19,7:12 PM,0.09,0.09,0.095,0.09,"5,600",0.090 / 600,0.100 / 100
AIRASIAC73: CW AIRASIA GROUP BERHAD (KIBB),509973,17-Apr-19,7:12 PM,-,-,-,0.105,0,0.000 / 0,0.000 / 0
AIRASIAC74: CW AIRASIA GROUP BERHAD (MACQ),509974,17-Apr-19,7:12 PM,-,-,-,0.195,0,0.190 / 400,0.340 / 30
AIRASIAC75: CW AIRASIA GROUP BERHAD (AM),509975,17-Apr-19,7:12 PM,0.065,0.065,0.065,0.065,200,0.000 / 0,0.000 / 0
AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB),509976,17-Apr-19,7:12 PM,-,-,-,0.035,0,0.000 / 0,0.000 / 0
AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ),509977,17-Apr-19,7:12 PM,0.03,0.03,0.03,0.03,100,"0.025 / 5,000",0.035 / 630
AIRASIAC78: CW AIRASIA GROUP BERHAD (KIBB),509978,17-Apr-19,7:12 PM,0.05,0.05,0.05,0.05,"11,030","0.050 / 2,000","0.055 / 6,000"
AIRASIAC79: CW AIRASIA GROUP BERHAD (CIMB),509979,17-Apr-19,7:12 PM,-,-,-,0.03,0,"0.025 / 1,450","0.040 / 5,000"
AIRASIAC80: CW AIRASIA GROUP BERHAD (KIBB),509980,17-Apr-19,7:12 PM,-,-,-,0.025,0,0.000 / 0,0.000 / 0
AIRASIAC81: CW AIRASIA GROUP BERHAD (MIBB),509981,17-Apr-19,7:12 PM,0.07,0.07,0.07,0.07,"9,606",0.065 / 600,"0.075 / 4,300"
AIRASIAC82: CW AIRASIA GROUP BERHAD (AM),509982,17-Apr-19,7:12 PM,0.08,0.08,0.08,0.08,837,0.000 / 0,0.000 / 0
MALAYSIA AIRPORTS HOLDINGS BHD,5014,17-Apr-19,7:12 PM,6.75,6.7,6.84,6.81,"23,925",6.790 / 73,"6.810 / 1,375"
AIRPORT-C4: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (CIMB),5014C4,17-Apr-19,7:12 PM,0.015,0.01,0.015,0.015,"4,210","0.010 / 16,298",0.015 / 622
AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ),5014C5,17-Apr-19,7:12 PM,-,-,-,0.02,0,0.000 / 0,"0.025 / 1,000"
AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB),5014C6,17-Apr-19,7:12 PM,-,-,-,0.055,0,0.000 / 0,0.000 / 0
AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB),5014C7,17-Apr-19,7:12 PM,-,-,-,0.025,0,0.000 / 0,"0.030 / 2,850"
AIRPORT-C8: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MIBB),5014C8,17-Apr-19,7:12 PM,0.055,0.055,0.055,0.055,"2,000",0.055 / 100,"0.060 / 5,000"
AMALGAMATED INDUSTRIAL STEEL,2682,17-Apr-19,7:12 PM,-,-,-,0.25,0,0.245 / 15,0.280 / 16
AJINOMOTO (M) BHD,2658,17-Apr-19,7:12 PM,17.62,17.5,17.62,17.5,200,17.480 / 5,17.520 / 47
AJIYA BHD,7609,17-Apr-19,7:12 PM,0.535,0.53,0.535,0.53,312,0.535 / 50,0.550 / 100
AJIYA BERHAD - WARRANTS 2016/2021,7609WA,17-Apr-19,7:12 PM,0.09,0.09,0.09,0.09,630,0.090 / 618,0.095 / 620
ALAM MARITIM RESOURCES BHD,5115,17-Apr-19,7:12 PM,0.115,0.105,0.115,0.11,"73,145","0.105 / 23,778",0.110 / 43
ALAM MARITIM RESOURCES BERHAD - WARRANTS 2019/2022,5115WA,17-Apr-19,7:12 PM,0.045,0.04,0.05,0.045,"62,754","0.040 / 189,303","0.045 / 25,766"
AL-AQAR HEALTHCARE REIT,5116,17-Apr-19,7:12 PM,1.45,1.45,1.45,1.45,1,1.410 / 153,1.440 / 33
ALCOM GROUP BERHAD,2674,17-Apr-19,7:12 PM,0.53,0.53,0.555,0.555,"1,621",0.530 / 50,0.560 / 560
ALLIANZ MALAYSIA BHD,1163,17-Apr-19,7:12 PM,13.94,13.6,13.98,13.6,328,13.600 / 18,13.800 / 50
ALLIANZ MALAYSIA BHD-ICPS,1163PA,17-Apr-19,7:12 PM,-,-,-,14.3,0,13.340 / 1,14.300 / 2
AL-SALAM REAL ESTATE INVESTMENT TRUST,5269,17-Apr-19,7:12 PM,0.89,0.885,0.905,0.905,"4,459",0.900 / 237,0.905 / 462
AMMB HOLDINGS BHD,1015,17-Apr-19,7:12 PM,4.47,4.44,4.47,4.44,"48,685","4.440 / 1,841",4.450 / 89
AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB),101510,17-Apr-19,7:12 PM,-,-,-,0.12,0,0.000 / 0,0.000 / 0
AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB),101511,17-Apr-19,7:12 PM,-,-,-,0.165,0,0.000 / 0,0.000 / 0
AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB),101512,17-Apr-19,7:12 PM,-,-,-,0.11,0,0.000 / 0,0.000 / 0
AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ),101513,17-Apr-19,7:12 PM,-,-,-,0.065,0,0.000 / 0,0.095 / 8
AMBANK-C14: CW AMMB HOLDINGS BERHAD (MIBB),101514,17-Apr-19,7:12 PM,-,-,-,0.095,0,0.000 / 0,0.000 / 0
ASIA MEDIA GROUP BERHAD,159,17-Apr-19,7:12 PM,0.13,0.13,0.14,0.14,"29,353","0.140 / 2,050","0.145 / 13,974"
AMFIRST REITS,5120,17-Apr-19,7:12 PM,0.53,0.525,0.53,0.525,"1,500","0.525 / 1,254",0.530 / 935
AMLEX HOLDINGS BERHAD,3011,17-Apr-19,7:12 PM,-,-,-,0.2,0,0.000 / 0,0.000 / 0
AMCORP PROPERTIES BERHAD,1007,17-Apr-19,7:12 PM,0.545,0.535,0.545,0.535,880,0.535 / 48,0.540 / 100
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A,1007PA,17-Apr-19,7:12 PM,0.265,0.265,0.265,0.265,39,0.265 / 961,0.295 / 38
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B,1007PB,17-Apr-19,7:12 PM,-,-,-,0.58,0,0.450 / 100,0.615 / 12
AMTEL HOLDINGS BHD,7031,17-Apr-19,7:12 PM,0.655,0.655,0.655,0.655,400,0.655 / 400,0.000 / 0
AMVERTON BERHAD,5959,17-Apr-19,7:12 PM,1.17,1.17,1.17,1.17,25,1.160 / 300,1.170 / 100
AMWAY (M) HOLDINGS BHD,6351,17-Apr-19,7:12 PM,6.15,5.98,6.15,6.1,570,5.990 / 14,6.100 / 39
ANALABS RESOURCES BHD,7083,17-Apr-19,7:12 PM,-,-,-,1.15,0,1.060 / 40,1.150 / 60
ANCOM BHD,4758,17-Apr-19,7:12 PM,0.485,0.47,0.485,0.47,"2,230",0.465 / 302,0.470 / 1
ANCOM LOGISTICS BERHAD,48,17-Apr-19,7:12 PM,0.085,0.08,0.085,0.08,"7,927","0.080 / 10,755","0.090 / 1,627"
ANN JOO RESOURCES BHD,6556,17-Apr-19,7:12 PM,1.77,1.65,1.77,1.67,"27,624",1.670 / 882,1.680 / 330
ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024,6556PA,17-Apr-19,7:12 PM,-,-,-,0.55,0,0.510 / 100,0.650 / 65
ANZO HOLDINGS BERHAD,9342,17-Apr-19,7:12 PM,0.04,0.04,0.045,0.04,"2,368","0.040 / 8,276","0.045 / 76,878"
ANZO HOLDINGS BERHAD-WARRANTS 2009/2019,9342WA,17-Apr-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 44,008"
ANZO HOLDINGS BERHAD-WARRANTS 2013/2023,9342WB,17-Apr-19,7:12 PM,-,-,-,0.02,0,"0.020 / 3,550",0.025 / 502
ANZO HOLDINGS BERHAD - WARRANTS 2017/2020,9342WC,17-Apr-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 31,317"
APB RESOURCES BHD,5568,17-Apr-19,7:12 PM,0.58,0.5,0.58,0.5,6,0.560 / 1,0.600 / 40
APEX EQUITY HOLDINGS BHD,5088,17-Apr-19,7:12 PM,-,-,-,1.02,0,0.940 / 50,1.030 / 50
APFT BERHAD,5194,17-Apr-19,7:12 PM,0.015,0.015,0.015,0.015,"8,950","0.015 / 459,644","0.020 / 193,201"
APM AUTOMOTIVE HOLDINGS BHD,5015,17-Apr-19,7:12 PM,3,3,3,3,305,3.000 / 395,3.040 / 50
APOLLO FOOD HOLDINGS BHD,6432,17-Apr-19,7:12 PM,3.88,3.88,3.88,3.88,50,3.850 / 20,3.890 / 55
APPASIA BERHAD,119,17-Apr-19,7:12 PM,0.1,0.095,0.1,0.095,120,"0.095 / 7,533","0.100 / 5,208"
APPASIA BERHAD - WARRANTS A,0119WA,17-Apr-19,7:12 PM,0.045,0.045,0.045,0.045,"1,920",0.045 / 449,"0.055 / 1,078"
A-RANK BHD,7214,17-Apr-19,7:12 PM,0.52,0.52,0.52,0.52,366,0.515 / 10,0.520 / 60
ARK RESOURCES HOLDINGS BERHAD,7007,17-Apr-19,7:12 PM,0.275,0.275,0.32,0.32,44,0.360 / 10,0.450 / 25
ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021,7007WB,17-Apr-19,7:12 PM,-,-,-,0.09,0,"0.040 / 1,152",0.390 / 501
BUMI ARMADA BERHAD,5210,17-Apr-19,7:12 PM,0.195,0.185,0.2,0.19,"402,352","0.190 / 262,900","0.195 / 446,267"
ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB),521046,17-Apr-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 20,140"
ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ),521047,17-Apr-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,0.000 / 0
ARMADA-C48: CW BUMI ARMADA BERHAD (RHB),521048,17-Apr-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 8,100"
ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB),521049,17-Apr-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,"0.010 / 5,240"
ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ),521050,17-Apr-19,7:12 PM,-,-,-,0.02,0,0.000 / 0,0.000 / 0
AMANAHRAYA REITS,5127,17-Apr-19,7:12 PM,0.86,0.85,0.865,0.865,190,0.840 / 419,0.865 / 494
ADVANCE SYNERGY BHD,1481,17-Apr-19,7:12 PM,0.135,0.135,0.135,0.135,"7,480","0.135 / 4,957","0.140 / 5,610"
ASDION BHD,68,17-Apr-19,7:12 PM,0.26,0.25,0.26,0.255,"8,503","0.250 / 3,415",0.255 / 990
ASIA BRANDS BERHAD,7722,17-Apr-19,7:12 PM,-,-,-,0.53,0,0.470 / 30,0.530 / 8
ASIA FILE CORPORATION BHD,7129,17-Apr-19,7:12 PM,2.5,2.5,2.55,2.55,217,2.500 / 15,2.550 / 28
ASIAN PAC HOLDINGS BHD,4057,17-Apr-19,7:12 PM,0.145,0.135,0.145,0.14,"91,902","0.135 / 5,847","0.140 / 7,486"
ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022,4057LC,17-Apr-19,7:12 PM,-,-,-,0.75,0,0.650 / 170,0.820 / 10
ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022,4057WB,17-Apr-19,7:12 PM,0.07,0.055,0.07,0.065,362,0.060 / 10,0.065 / 149
ASIA POLY HOLDINGS BHD,105,17-Apr-19,7:12 PM,-,-,-,0.07,0,"0.065 / 13,374","0.070 / 2,000"
ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022,0105PA,17-Apr-19,7:12 PM,-,-,-,0.03,0,"0.030 / 21,980","0.035 / 3,506"
ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020,0105WA,17-Apr-19,7:12 PM,-,-,-,0.015,0,"0.010 / 13,300","0.020 / 4,228"
ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022,0105WB,17-Apr-19,7:12 PM,0.03,0.03,0.03,0.03,545,"0.025 / 10,000","0.030 / 2,330"
ASTINO BHD,7162,17-Apr-19,7:12 PM,0.65,0.65,0.66,0.66,500,0.645 / 200,0.660 / 130
ASTRO MALAYSIA HOLDINGS BERHAD,6399,17-Apr-19,7:12 PM,1.5,1.46,1.51,1.46,"15,511",1.460 / 690,1.480 / 190
ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB),639910,17-Apr-19,7:12 PM,-,-,-,0.11,0,0.000 / 0,0.000 / 0
ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB),639911,17-Apr-19,7:12 PM,-,-,-,0.09,0,0.000 / 0,0.000 / 0
ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ),639912,17-Apr-19,7:12 PM,-,-,-,0.055,0,0.000 / 0,0.000 / 0
ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB),639913,17-Apr-19,7:12 PM,-,-,-,0.05,0,0.000 / 0,0.000 / 0
ASTRO-C14: CW ASTRO MALAYSIA HOLDINGS BERHAD (CIMB),639914,17-Apr-19,7:12 PM,0.045,0.045,0.045,0.045,"2,750",0.000 / 0,0.000 / 0
AT SYSTEMATIZATION BHD,72,17-Apr-19,7:12 PM,0.055,0.055,0.055,0.055,"3,900","0.050 / 26,651",0.055 / 7
AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19,0072WB,17-Apr-19,7:12 PM,0.005,0.005,0.005,0.005,500,0.000 / 0,"0.005 / 9,500"
ATA IMS BERHAD,8176,17-Apr-19,7:12 PM,1.75,1.74,1.76,1.75,"1,616","1.750 / 6,073",1.760 / 210
ATLAN HOLDINGS BHD,7048,17-Apr-19,7:12 PM,4.48,4.48,4.48,4.48,22,4.480 / 8,4.490 / 10
ATRIUM REITS,5130,17-Apr-19,7:12 PM,1.17,1.16,1.17,1.16,73,1.160 / 8,1.170 / 499
ATTA GLOBAL GROUP BERHAD,7099,17-Apr-19,7:12 PM,0.595,0.595,0.595,0.595,225,0.595 / 105,0.620 / 30
ATTA GLOBAL GROUP BERHAD - ICULS 12/22,7099LA,17-Apr-19,7:12 PM,0.07,0.07,0.075,0.075,"3,135","0.075 / 2,305","0.080 / 6,168"
ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022,7099PA,17-Apr-19,7:12 PM,0.11,0.105,0.11,0.105,375,"0.105 / 2,005",0.120 / 198
ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22,7099WB,17-Apr-19,7:12 PM,-,-,-,0.08,0,"0.070 / 1,000",0.100 / 400
ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024,7099WC,17-Apr-19,7:12 PM,-,-,-,0.07,0,"0.080 / 4,700",0.100 / 230
ATURMAJU RESOURCES BHD,7181,17-Apr-19,7:12 PM,0.315,0.295,0.315,0.305,"56,391","0.305 / 1,335","0.310 / 1,641"
ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024,7181PA,17-Apr-19,7:12 PM,0.15,0.135,0.16,0.145,"35,263",0.145 / 312,"0.150 / 3,440"
AVILLION BERHAD,8885,17-Apr-19,7:12 PM,0.14,0.135,0.14,0.14,"3,590","0.135 / 3,176","0.140 / 3,892"
AWC BERHAD,7579,17-Apr-19,7:12 PM,0.765,0.735,0.765,0.735,"14,056",0.735 / 430,0.740 / 730
AWC BERHAD - WARRANTS 2018/2023,7579WA,17-Apr-19,7:12 PM,0.245,0.23,0.245,0.23,"3,763",0.225 / 350,0.230 / 8
AXIATA GROUP BERHAD,6888,17-Apr-19,7:12 PM,4.12,4.11,4.16,4.13,"47,512",4.120 / 50,"4.130 / 7,214"
AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB),688828,17-Apr-19,7:12 PM,-,-,-,0.005,0,0.000 / 0,"0.030 / 1,000"
AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB),688830,17-Apr-19,7:12 PM,-,-,-,0.04,0,0.000 / 0,0.000 / 0
AXIATA-C32: CW AXIATA GROUP BERHAD (RHB),688832,17-Apr-19,7:12 PM,-,-,-,0.095,0,0.000 / 0,0.000 / 0
AXIATA-C33: CW AXIATA GROUP BERHAD (MACQ),688833,17-Apr-19,7:12 PM,-,-,-,0.155,0,0.000 / 0,0.195 / 25
AXIATA-C34: CW AXIATA GROUP BERHAD (CIMB),688834,17-Apr-19,7:12 PM,0.16,0.15,0.16,0.15,4,0.000 / 0,0.000 / 0
AXIATA-C35: CW AXIATA GROUP BERHAD (KIBB),688835,17-Apr-19,7:12 PM,-,-,-,0.12,0,0.000 / 0,0.000 / 0
AXIATA-C36: CW AXIATA GROUP BERHAD (RHB),688836,17-Apr-19,7:12 PM,-,-,-,0.17,0,0.000 / 0,0.000 / 0
AXIATA-C37: CW AXIATA GROUP BERHAD (CIMB),688837,17-Apr-19,7:12 PM,-,-,-,0.07,0,0.000 / 0,0.000 / 0
AXIS REITS,5106,17-Apr-19,7:12 PM,1.8,1.78,1.8,1.78,"8,891",1.780 / 522,1.800 / 928
AYER HOLDINGS BERHAD,2305,17-Apr-19,7:12 PM,4.6,4.6,4.6,4.6,2,4.500 / 6,4.600 / 9
AYS VENTURES BHD,5021,17-Apr-19,7:12 PM,0.34,0.34,0.34,0.34,721,"0.335 / 1,180","0.340 / 1,119"
AHMAD ZAKI RESOURCES BHD,7078,17-Apr-19,7:12 PM,0.5,0.46,0.5,0.465,"55,722","0.460 / 2,709",0.465 / 296
AHMAD ZAKI RESOURCES BERHAD- WA 14/24,7078WA,17-Apr-19,7:12 PM,0.24,0.23,0.245,0.235,"6,730",0.235 / 233,0.240 / 325
BAHVEST RESOURCES BERHAD,98,17-Apr-19,7:12 PM,0.615,0.575,0.615,0.575,"72,017","0.575 / 1,057","0.580 / 3,502"
BAHVEST RESOURCES BERHAD - WARRANTS A 2017/2024,0098WA,17-Apr-19,7:12 PM,0.375,0.34,0.38,0.345,"56,876","0.340 / 1,600",0.345 / 920
BARAKAH OFFSHORE PETROLEUM BHD,7251,17-Apr-19,7:12 PM,0.1,0.09,0.1,0.095,"71,175","0.090 / 98,725","0.095 / 40,903"
BRITISH AMERICAN TOBACCO (M),4162,17-Apr-19,7:12 PM,36.02,35.84,36.5,35.98,920,35.980 / 4,36.000 / 3
BAT-CN: CW BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD (RHB),4162CN,17-Apr-19,7:12 PM,-,-,-,0.13,0,0.000 / 0,0.000 / 0
BAT-CO: CW BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD (CIMB),4162CO,17-Apr-19,7:12 PM,0.085,0.08,0.085,0.08,244,0.000 / 0,0.000 / 0
BERMAZ AUTO BERHAD,5248,17-Apr-19,7:12 PM,2.39,2.34,2.39,2.35,"25,917","2.340 / 6,971","2.350 / 5,320"
BAUTO-C1: CW BERMAZ AUTO BERHAD (MACQ),5248C1,17-Apr-19,7:12 PM,-,-,-,0.09,0,0.000 / 0,0.000 / 0
BAUTO-C2: CW BERMAZ AUTO BERHAD (RHB),5248C2,17-Apr-19,7:12 PM,-,-,-,0.14,0,0.000 / 0,0.000 / 0
BAUTO-CY: CW BERMAZ AUTO BERHAD (KIBB),5248CY,17-Apr-19,7:12 PM,0.135,0.135,0.14,0.14,"2,000",0.000 / 0,0.000 / 0
BAUTO-CZ: CW BERMAZ AUTO BERHAD (RHB),5248CZ,17-Apr-19,7:12 PM,0.215,0.21,0.22,0.21,300,0.000 / 0,0.240 / 300
BCB BHD,6602,17-Apr-19,7:12 PM,0.25,0.25,0.255,0.255,"1,040",0.250 / 10,0.255 / 350
BCM ALLIANCE BERHAD,187,17-Apr-19,7:12 PM,0.19,0.19,0.195,0.19,"8,673","0.190 / 4,121","0.195 / 6,420"
BINA DARULAMAN BHD,6173,17-Apr-19,7:12 PM,0.415,0.41,0.415,0.41,"1,752",0.405 / 735,0.410 / 28
BENALEC HOLDINGS BERHAD,5190,17-Apr-19,7:12 PM,0.2,0.19,0.2,0.2,"12,710","0.195 / 1,061","0.200 / 1,633"
BERTAM ALLIANCE BHD,9814,17-Apr-19,7:12 PM,-,-,-,0.27,0,0.250 / 120,0.270 / 10
