name,code,date,time,open,low,high,price,volume,buy/volume,sell/volume
A50CHIN-H29: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ),070329,15 Apr 2019,7:11 PM,0.220,0.215,0.255,0.255,"62,372",0.235 / 50,0.255 / 500
ASTRAL ASIA BHD,7054,15 Apr 2019,7:11 PM,0.150,0.150,0.150,0.150,160,0.150 / 120,0.165 / 303
AIRASIA X BERHAD,5238,15 Apr 2019,7:11 PM,0.230,0.220,0.230,0.220,"146,729","0.220 / 85,495","0.225 / 24,490"
AIRASIA X BERHAD - WARRANTS  A  2015/2020,5238WA,15 Apr 2019,7:11 PM,0.035,0.035,0.040,0.040,"10,356","0.035 / 33,630","0.040 / 25,923"
ABF MALAYSIA BOND INDEX FUND,0800EA,15 Apr 2019,7:11 PM,-,-,-,1.185,0,"1.180 / 1,000","1.185 / 1,000"
ABLEGROUP BERHAD,7086,15 Apr 2019,7:11 PM,0.080,0.080,0.080,0.080,717,"0.080 / 4,383","0.085 / 4,008"
ALLIANCE BANK MALAYSIA BERHAD,2488,15 Apr 2019,7:11 PM,4.020,4.010,4.040,4.030,"12,369",4.030 / 321,4.040 / 971
ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB),2488CY,15 Apr 2019,7:11 PM,-,-,-,0.100,0,0.000 / 0,0.000 / 0
ACME HOLDINGS BERHAD,7131,15 Apr 2019,7:11 PM,0.300,0.300,0.300,0.300,1,0.255 / 134,0.300 / 46
ACOUSTECH BHD,7120,15 Apr 2019,7:11 PM,0.420,0.415,0.425,0.415,"21,604","0.410 / 2,455",0.415 / 951
ADVANCECON HOLDINGS BERHAD,5281,15 Apr 2019,7:11 PM,0.470,0.430,0.470,0.435,"47,609","0.430 / 1,892",0.435 / 403
ADVENTA BHD,7191,15 Apr 2019,7:11 PM,0.360,0.360,0.360,0.360,380,0.360 / 70,0.375 / 100
ADVANCED PACKAGING TECHNOLOGY,9148,15 Apr 2019,7:11 PM,-,-,-,1.850,0,1.840 / 70,2.100 / 5
AE MULTI HOLDINGS BHD,7146,15 Apr 2019,7:11 PM,0.110,0.110,0.110,0.110,973,0.110 / 27,"0.115 / 2,131"
AE MULTI HOLDINGS BERHAD-WARRANTS 2014/2019,7146WA,15 Apr 2019,7:11 PM,0.005,0.005,0.010,0.010,700,0.000 / 0,"0.010 / 18,510"
AEMULUS HOLDINGS BERHAD,0181,15 Apr 2019,7:11 PM,0.235,0.235,0.250,0.240,"36,295",0.240 / 225,"0.245 / 7,271"
AEON CO. (M) BHD,6599,15 Apr 2019,7:11 PM,1.450,1.430,1.470,1.440,"8,445","1.440 / 1,046",1.450 / 255
AEON-CO: CW AEON CO. (M) BERHAD (CIMB),6599CO,15 Apr 2019,7:11 PM,0.025,0.025,0.025,0.025,400,"0.010 / 2,000",0.025 / 591
AEON-CP: CW AEON CO (M) BERHAD (RHB),6599CP,15 Apr 2019,7:11 PM,-,-,-,0.050,0,0.000 / 0,0.000 / 0
AEON-CQ: CW AEON CO. (M) BERHAD (KIBB),6599CQ,15 Apr 2019,7:11 PM,-,-,-,0.010,0,0.000 / 0,0.020 / 500
AEON CREDIT SERVICE (M) BHD,5139,15 Apr 2019,7:11 PM,16.720,16.680,16.920,16.920,213,16.680 / 93,16.980 / 25
AEONCR-CC: CW AEON CREDIT SERVICE (M) BERHAD (MIBB),5139CC,15 Apr 2019,7:11 PM,-,-,-,0.150,0,0.000 / 0,0.000 / 0
AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020,5139LA,15 Apr 2019,7:11 PM,1.520,1.520,1.570,1.550,526,1.520 / 19,1.550 / 95
AFFIN BANK BERHAD,5185,15 Apr 2019,7:11 PM,2.200,2.190,2.210,2.200,344,2.190 / 171,2.200 / 1
ABM FUJIYA BERHAD,5198,15 Apr 2019,7:11 PM,0.585,0.550,0.605,0.550,"3,006",0.550 / 100,0.570 / 30
AHB HOLDINGS BHD,7315,15 Apr 2019,7:11 PM,0.175,0.170,0.185,0.175,"146,259",0.175 / 501,"0.180 / 4,617"
AHB HOLDINGS BERHAD - WARRANTS B 2014/2019,7315WB,15 Apr 2019,7:11 PM,0.035,0.035,0.045,0.040,"174,946",0.040 / 124,"0.045 / 17,660"
APEX HEALTHCARE BHD,7090,15 Apr 2019,7:11 PM,9.010,8.950,9.020,9.020,36,8.950 / 10,9.020 / 351
AMANAH HARTA TANAH PNB,4952,15 Apr 2019,7:11 PM,0.760,0.755,0.760,0.755,110,0.755 / 1,0.765 / 7
ADVANCE INFORMATION MARKETING,0122,15 Apr 2019,7:11 PM,-,-,-,0.260,0,0.220 / 300,0.260 / 6
AIRASIA GROUP BERHAD,5099,15 Apr 2019,7:11 PM,2.510,2.440,2.510,2.460,"71,778",2.450 / 154,2.460 / 716
AIRASIAC59: CW AIRASIA GROUP BERHAD (MACQ),509959,15 Apr 2019,7:11 PM,-,-,-,0.020,0,0.000 / 0,0.015 / 50
AIRASIAC67: CW AIRASIA GROUP BERHAD (CIMB),509967,15 Apr 2019,7:11 PM,0.010,0.010,0.010,0.010,"17,000","0.005 / 5,200",0.010 / 710
AIRASIAC71: CW AIRASIA GROUP BERHAD (CIMB),509971,15 Apr 2019,7:11 PM,0.040,0.035,0.040,0.035,"4,247",0.035 / 323,0.045 / 190
AIRASIAC72: CW AIRASIA GROUP BERHAD (MACQ),509972,15 Apr 2019,7:11 PM,-,-,-,0.100,0,0.000 / 0,0.105 / 850
AIRASIAC73: CW AIRASIA GROUP BERHAD (KIBB),509973,15 Apr 2019,7:11 PM,-,-,-,0.120,0,0.000 / 0,0.000 / 0
AIRASIAC74: CW AIRASIA GROUP BERHAD (MACQ),509974,15 Apr 2019,7:11 PM,-,-,-,0.195,0,0.000 / 0,0.340 / 30
AIRASIAC75: CW AIRASIA GROUP BERHAD (AM),509975,15 Apr 2019,7:11 PM,0.070,0.070,0.070,0.070,40,0.000 / 0,0.000 / 0
AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB),509976,15 Apr 2019,7:11 PM,-,-,-,0.035,0,0.000 / 0,0.000 / 0
AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ),509977,15 Apr 2019,7:11 PM,0.030,0.030,0.030,0.030,130,"0.025 / 7,000","0.030 / 3,148"
AIRASIAC78: CW AIRASIA GROUP BERHAD (KIBB),509978,15 Apr 2019,7:11 PM,0.060,0.050,0.060,0.050,"1,301",0.000 / 0,0.000 / 0
AIRASIAC79: CW AIRASIA GROUP BERHAD (CIMB),509979,15 Apr 2019,7:11 PM,0.030,0.030,0.030,0.030,"1,000","0.025 / 2,250","0.040 / 7,000"
AIRASIAC80: CW AIRASIA GROUP BERHAD (KIBB),509980,15 Apr 2019,7:11 PM,-,-,-,0.030,0,0.000 / 0,"0.070 / 5,200"
AIRASIAC81: CW AIRASIA GROUP BERHAD (MIBB),509981,15 Apr 2019,7:11 PM,0.070,0.070,0.070,0.070,678,"0.065 / 1,000","0.080 / 3,000"
AIRASIAC82: CW AIRASIA GROUP BERHAD (AM),509982,15 Apr 2019,7:11 PM,0.075,0.075,0.075,0.075,200,0.000 / 0,0.000 / 0
MALAYSIA AIRPORTS HOLDINGS BHD,5014,15 Apr 2019,7:11 PM,6.880,6.820,6.930,6.900,"40,192",6.900 / 123,6.910 / 72
AIRPORT-C4: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (CIMB),5014C4,15 Apr 2019,7:11 PM,0.015,0.015,0.015,0.015,"1,000","0.015 / 1,166","0.020 / 13,734"
AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ),5014C5,15 Apr 2019,7:11 PM,-,-,-,0.020,0,0.000 / 0,"0.030 / 1,000"
AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB),5014C6,15 Apr 2019,7:11 PM,-,-,-,0.055,0,0.000 / 0,0.000 / 0
AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB),5014C7,15 Apr 2019,7:11 PM,-,-,-,0.025,0,0.000 / 0,0.030 / 350
AIRPORT-C8: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MIBB),5014C8,15 Apr 2019,7:11 PM,0.060,0.060,0.065,0.065,"5,000","0.060 / 5,700","0.065 / 2,000"
AMALGAMATED INDUSTRIAL STEEL,2682,15 Apr 2019,7:11 PM,0.250,0.250,0.250,0.250,22,0.250 / 29,0.280 / 16
AJINOMOTO (M) BHD,2658,15 Apr 2019,7:11 PM,17.800,17.640,17.800,17.700,271,17.640 / 1,17.700 / 23
AJIYA BHD,7609,15 Apr 2019,7:11 PM,0.545,0.540,0.545,0.540,410,0.540 / 64,0.560 / 150
AJIYA BERHAD - WARRANTS 2016/2021,7609WA,15 Apr 2019,7:11 PM,0.095,0.095,0.095,0.095,"3,212",0.095 / 28,0.100 / 827
ALAM MARITIM RESOURCES BHD,5115,15 Apr 2019,7:11 PM,0.125,0.120,0.130,0.120,"49,703","0.120 / 3,980","0.125 / 20,573"
ALAM MARITIM RESOURCES BERHAD - WARRANTS 2019/2022,5115WA,15 Apr 2019,7:11 PM,0.055,0.045,0.055,0.050,"133,443","0.045 / 37,289","0.050 / 48,449"
AL-AQAR HEALTHCARE REIT,5116,15 Apr 2019,7:11 PM,1.410,1.410,1.420,1.420,"2,575",1.420 / 100,1.430 / 285
ALCOM GROUP BERHAD,2674,15 Apr 2019,7:11 PM,0.535,0.535,0.535,0.535,432,0.520 / 400,0.545 / 400
ALLIANZ MALAYSIA BHD,1163,15 Apr 2019,7:11 PM,14.260,14.180,14.260,14.200,28,14.180 / 12,14.560 / 2
ALLIANZ MALAYSIA BHD-ICPS,1163PA,15 Apr 2019,7:11 PM,-,-,-,14.300,0,13.400 / 10,0.000 / 0
AL-SALAM REAL ESTATE INVESTMENT TRUST,5269,15 Apr 2019,7:11 PM,0.890,0.870,0.890,0.870,52,0.870 / 52,0.880 / 400
AMMB HOLDINGS BHD,1015,15 Apr 2019,7:11 PM,4.490,4.450,4.500,4.470,"23,223","4.450 / 16,065","4.470 / 2,665"
AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB),101510,15 Apr 2019,7:11 PM,0.130,0.130,0.135,0.135,"2,961",0.000 / 0,0.000 / 0
AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB),101511,15 Apr 2019,7:11 PM,-,-,-,0.165,0,0.000 / 0,0.000 / 0
AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB),101512,15 Apr 2019,7:11 PM,-,-,-,0.110,0,0.000 / 0,0.000 / 0
AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ),101513,15 Apr 2019,7:11 PM,0.070,0.070,0.070,0.070,"7,700",0.000 / 0,0.095 / 8
AMBANK-C14: CW AMMB HOLDINGS BERHAD (MIBB),101514,15 Apr 2019,7:11 PM,0.095,0.095,0.095,0.095,"2,000",0.000 / 0,0.000 / 0
ASIA MEDIA GROUP BERHAD,0159,15 Apr 2019,7:11 PM,0.135,0.130,0.135,0.135,"30,275",0.135 / 655,"0.140 / 8,210"
AMFIRST REITS,5120,15 Apr 2019,7:11 PM,0.530,0.525,0.530,0.525,"2,232","0.525 / 4,468",0.530 / 416
AMLEX HOLDINGS BERHAD,03011,15 Apr 2019,7:11 PM,-,-,-,0.200,0,0.000 / 0,0.000 / 0
AMCORP PROPERTIES BERHAD,1007,15 Apr 2019,7:11 PM,0.540,0.540,0.550,0.540,477,0.540 / 124,0.545 / 100
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A,1007PA,15 Apr 2019,7:11 PM,0.270,0.250,0.300,0.270,470,0.270 / 2,0.290 / 2
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B,1007PB,15 Apr 2019,7:11 PM,-,-,-,0.580,0,0.450 / 100,0.580 / 1
AMTEL HOLDINGS BHD,7031,15 Apr 2019,7:11 PM,-,-,-,0.655,0,0.655 / 200,0.795 / 3
AMVERTON BERHAD,5959,15 Apr 2019,7:11 PM,1.170,1.170,1.170,1.170,"1,220",1.170 / 25,1.190 / 400
AMWAY (M) HOLDINGS BHD,6351,15 Apr 2019,7:11 PM,6.100,6.100,6.150,6.100,33,6.050 / 10,6.150 / 27
ANALABS RESOURCES BHD,7083,15 Apr 2019,7:11 PM,-,-,-,1.150,0,1.060 / 50,1.150 / 60
ANCOM BHD,4758,15 Apr 2019,7:11 PM,0.475,0.475,0.485,0.480,"4,667",0.480 / 2,0.485 / 117
ANCOM LOGISTICS BERHAD,0048,15 Apr 2019,7:11 PM,0.090,0.085,0.090,0.085,"2,510","0.085 / 1,606",0.090 / 753
ANN JOO RESOURCES BHD,6556,15 Apr 2019,7:11 PM,1.810,1.710,1.820,1.710,"16,544",1.710 / 607,1.740 / 169
ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024,6556PA,15 Apr 2019,7:11 PM,0.580,0.570,0.580,0.570,15,0.570 / 55,0.645 / 126
ANZO HOLDINGS BERHAD,9342,15 Apr 2019,7:11 PM,0.040,0.040,0.045,0.040,"16,705","0.040 / 68,375","0.045 / 78,586"
ANZO HOLDINGS BERHAD-WARRANTS 2009/2019,9342WA,15 Apr 2019,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 43,608"
ANZO HOLDINGS BERHAD-WARRANTS 2013/2023,9342WB,15 Apr 2019,7:11 PM,0.020,0.020,0.020,0.020,"4,000",0.020 / 750,0.025 / 502
ANZO HOLDINGS BERHAD - WARRANTS 2017/2020,9342WC,15 Apr 2019,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 31,615"
APB RESOURCES BHD,5568,15 Apr 2019,7:11 PM,-,-,-,0.650,0,0.580 / 1,0.600 / 40
APEX EQUITY HOLDINGS BHD,5088,15 Apr 2019,7:11 PM,-,-,-,1.020,0,0.950 / 90,1.050 / 50
APFT BERHAD,5194,15 Apr 2019,7:11 PM,0.015,0.015,0.020,0.020,201,"0.015 / 450,703","0.020 / 117,720"
APM AUTOMOTIVE HOLDINGS BHD,5015,15 Apr 2019,7:11 PM,3.000,3.000,3.000,3.000,238,3.000 / 241,3.120 / 35
APOLLO FOOD HOLDINGS BHD,6432,15 Apr 2019,7:11 PM,-,-,-,3.870,0,3.860 / 10,3.880 / 20
APPASIA BERHAD,0119,15 Apr 2019,7:11 PM,0.110,0.095,0.110,0.095,"10,615","0.095 / 7,188","0.105 / 1,558"
APPASIA BERHAD - WARRANTS A,0119WA,15 Apr 2019,7:11 PM,0.055,0.050,0.055,0.050,"1,240",0.050 / 69,"0.055 / 2,578"
A-RANK BHD,7214,15 Apr 2019,7:11 PM,0.520,0.515,0.520,0.515,740,0.515 / 30,0.525 / 560
ARK RESOURCES HOLDINGS BERHAD,7007,15 Apr 2019,7:11 PM,0.400,0.270,0.400,0.270,5,0.350 / 25,0.450 / 25
ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021,7007WB,15 Apr 2019,7:11 PM,-,-,-,0.090,0,"0.040 / 1,152",0.390 / 1
BUMI ARMADA BERHAD,5210,15 Apr 2019,7:11 PM,0.200,0.195,0.205,0.195,"464,812","0.195 / 306,001","0.200 / 201,315"
ARMADA-C45: CW BUMI ARMADA BERHAD (KIBB),521045,15 Apr 2019,7:11 PM,-,-,-,0.005,0,0.000 / 0,0.000 / 0
ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB),521046,15 Apr 2019,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 19,940"
ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ),521047,15 Apr 2019,7:11 PM,-,-,-,0.005,0,0.000 / 0,0.000 / 0
ARMADA-C48: CW BUMI ARMADA BERHAD (RHB),521048,15 Apr 2019,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 8,100"
ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB),521049,15 Apr 2019,7:11 PM,0.005,0.005,0.005,0.005,"1,000",0.000 / 0,"0.010 / 5,240"
ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ),521050,15 Apr 2019,7:11 PM,-,-,-,0.020,0,0.000 / 0,0.000 / 0
AMANAHRAYA REITS,5127,15 Apr 2019,7:11 PM,0.840,0.840,0.850,0.850,370,0.840 / 165,0.850 / 164
ADVANCE SYNERGY BHD,1481,15 Apr 2019,7:11 PM,0.145,0.140,0.145,0.140,"21,611","0.135 / 18,412",0.140 / 2
ASDION BHD,0068,15 Apr 2019,7:11 PM,0.245,0.240,0.260,0.260,"36,765","0.255 / 1,352",0.260 / 757
ASIA BRANDS BERHAD,7722,15 Apr 2019,7:11 PM,0.450,0.450,0.540,0.530,200,0.525 / 2,0.530 / 8
ASIA FILE CORPORATION BHD,7129,15 Apr 2019,7:11 PM,2.550,2.550,2.550,2.550,38,2.550 / 20,2.580 / 38
ASIAN PAC HOLDINGS BHD,4057,15 Apr 2019,7:11 PM,0.165,0.150,0.165,0.150,"103,211","0.145 / 34,649",0.150 / 16
ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022,4057LC,15 Apr 2019,7:11 PM,0.760,0.750,0.760,0.750,100,0.735 / 70,"0.800 / 1,000"
ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022,4057WB,15 Apr 2019,7:11 PM,0.075,0.070,0.075,0.075,"1,862",0.065 / 330,"0.075 / 3,688"
ASIA POLY HOLDINGS BHD,0105,15 Apr 2019,7:11 PM,0.075,0.070,0.075,0.070,"3,652","0.065 / 15,874",0.070 / 50
ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022,0105PA,15 Apr 2019,7:11 PM,0.035,0.030,0.035,0.030,"6,000","0.030 / 21,680","0.035 / 1,900"
ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020,0105WA,15 Apr 2019,7:11 PM,-,-,-,0.015,0,0.015 / 500,"0.020 / 4,228"
ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022,0105WB,15 Apr 2019,7:11 PM,-,-,-,0.025,0,"0.025 / 1,200","0.030 / 1,125"
ASTINO BHD,7162,15 Apr 2019,7:11 PM,0.655,0.650,0.660,0.650,"1,042",0.645 / 275,0.665 / 252
ASTRO MALAYSIA HOLDINGS BERHAD,6399,15 Apr 2019,7:11 PM,1.500,1.490,1.530,1.500,"15,860","1.500 / 4,941",1.520 / 506
ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB),639910,15 Apr 2019,7:11 PM,-,-,-,0.110,0,0.000 / 0,0.000 / 0
ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB),639911,15 Apr 2019,7:11 PM,-,-,-,0.090,0,0.000 / 0,0.000 / 0
ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ),639912,15 Apr 2019,7:11 PM,0.055,0.055,0.055,0.055,"1,500",0.000 / 0,0.000 / 0
ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB),639913,15 Apr 2019,7:11 PM,-,-,-,0.050,0,0.000 / 0,0.000 / 0
ASTRO-C14: CW ASTRO MALAYSIA HOLDINGS BERHAD (CIMB),639914,15 Apr 2019,7:11 PM,-,-,-,0.055,0,0.000 / 0,0.000 / 0
AT SYSTEMATIZATION BHD,0072,15 Apr 2019,7:11 PM,0.055,0.055,0.055,0.055,"8,140","0.050 / 33,701","0.055 / 6,099"
AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19,0072WB,15 Apr 2019,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.010 / 17,387"
ATA IMS BERHAD,8176,15 Apr 2019,7:11 PM,1.770,1.750,1.780,1.750,"1,601",1.750 / 739,1.760 / 819
ATLAN HOLDINGS BHD,7048,15 Apr 2019,7:11 PM,4.490,4.460,4.490,4.490,40,4.370 / 5,4.500 / 40
ATRIUM REITS,5130,15 Apr 2019,7:11 PM,1.150,1.150,1.170,1.170,227,1.160 / 3,1.170 / 440
ATTA GLOBAL GROUP BERHAD,7099,15 Apr 2019,7:11 PM,-,-,-,0.620,0,0.590 / 55,0.635 / 50
ATTA GLOBAL GROUP BERHAD - ICULS 12/22,7099LA,15 Apr 2019,7:11 PM,0.075,0.075,0.075,0.075,500,0.075 / 500,"0.080 / 4,168"
ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022,7099PA,15 Apr 2019,7:11 PM,-,-,-,0.120,0,"0.105 / 1,500",0.120 / 198
ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22,7099WB,15 Apr 2019,7:11 PM,0.080,0.080,0.105,0.080,422,"0.070 / 1,000",0.105 / 99
ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024,7099WC,15 Apr 2019,7:11 PM,-,-,-,0.090,0,0.070 / 900,0.155 / 173
ATURMAJU RESOURCES BHD,7181,15 Apr 2019,7:11 PM,0.340,0.325,0.340,0.325,"11,547","0.325 / 1,155",0.330 / 200
ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024,7181PA,15 Apr 2019,7:11 PM,0.165,0.155,0.165,0.155,"5,712",0.155 / 700,"0.160 / 1,950"
AVILLION BERHAD,8885,15 Apr 2019,7:11 PM,0.145,0.135,0.145,0.135,"8,200","0.135 / 6,726","0.140 / 1,000"
AWC BERHAD,7579,15 Apr 2019,7:11 PM,0.765,0.760,0.775,0.765,"7,794","0.760 / 1,018",0.765 / 4
AWC BERHAD - WARRANTS 2018/2023,7579WA,15 Apr 2019,7:11 PM,0.255,0.240,0.255,0.245,"7,818",0.240 / 10,"0.245 / 1,091"
AXIATA GROUP BERHAD,6888,15 Apr 2019,7:11 PM,4.140,4.140,4.190,4.160,"13,101","4.160 / 24,579",4.180 / 110
AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB),688828,15 Apr 2019,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.040 / 1,000"
AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB),688830,15 Apr 2019,7:11 PM,-,-,-,0.040,0,0.000 / 0,0.000 / 0
AXIATA-C32: CW AXIATA GROUP BERHAD (RHB),688832,15 Apr 2019,7:11 PM,-,-,-,0.095,0,0.000 / 0,0.000 / 0
AXIATA-C33: CW AXIATA GROUP BERHAD (MACQ),688833,15 Apr 2019,7:11 PM,0.155,0.155,0.155,0.155,200,0.000 / 0,0.195 / 25
AXIATA-C34: CW AXIATA GROUP BERHAD (CIMB),688834,15 Apr 2019,7:11 PM,-,-,-,0.165,0,0.000 / 0,0.000 / 0
AXIATA-C35: CW AXIATA GROUP BERHAD (KIBB),688835,15 Apr 2019,7:11 PM,0.120,0.120,0.120,0.120,"2,000",0.000 / 0,0.000 / 0
AXIATA-C36: CW AXIATA GROUP BERHAD (RHB),688836,15 Apr 2019,7:11 PM,0.170,0.170,0.170,0.170,"1,999",0.000 / 0,0.000 / 0
AXIATA-C37: CW AXIATA GROUP BERHAD (CIMB),688837,15 Apr 2019,7:11 PM,-,-,-,0.070,0,0.000 / 0,0.000 / 0
AXIS REITS,5106,15 Apr 2019,7:11 PM,1.830,1.800,1.830,1.810,"1,274",1.800 / 75,"1.810 / 24,634"
AYER HOLDINGS BERHAD,2305,15 Apr 2019,7:11 PM,4.450,4.450,4.450,4.450,10,4.460 / 10,5.000 / 20
AYS VENTURES BHD,5021,15 Apr 2019,7:11 PM,0.335,0.335,0.340,0.340,756,"0.335 / 1,170",0.340 / 772
AHMAD ZAKI RESOURCES BHD,7078,15 Apr 2019,7:11 PM,0.540,0.510,0.545,0.515,"51,888",0.515 / 223,0.520 / 890
AHMAD ZAKI RESOURCES BERHAD- WA 14/24,7078WA,15 Apr 2019,7:11 PM,0.290,0.270,0.290,0.275,"5,900",0.270 / 145,0.275 / 500
BAHVEST RESOURCES BERHAD,0098,15 Apr 2019,7:11 PM,0.620,0.605,0.630,0.605,"48,497","0.600 / 8,922","0.605 / 3,282"
BAHVEST RESOURCES BERHAD - WARRANTS A 2017/2024,0098WA,15 Apr 2019,7:11 PM,0.375,0.360,0.385,0.360,"25,745","0.355 / 3,140",0.360 / 74
BARAKAH OFFSHORE PETROLEUM BHD,7251,15 Apr 2019,7:11 PM,0.100,0.090,0.100,0.100,"191,629","0.095 / 60,627","0.100 / 69,660"
BRITISH AMERICAN TOBACCO (M),4162,15 Apr 2019,7:11 PM,36.860,36.500,37.000,36.720,"5,118",36.520 / 45,36.840 / 1
BAT-CN: CW BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD (RHB),4162CN,15 Apr 2019,7:11 PM,-,-,-,0.130,0,0.000 / 0,0.000 / 0
BAT-CO: CW BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD (CIMB),4162CO,15 Apr 2019,7:11 PM,-,-,-,0.090,0,0.000 / 0,0.000 / 0
BERMAZ AUTO BERHAD,5248,15 Apr 2019,7:11 PM,2.350,2.340,2.400,2.380,"10,996",2.360 / 100,"2.380 / 9,575"
BAUTO-C1: CW BERMAZ AUTO BERHAD (MACQ),5248C1,15 Apr 2019,7:11 PM,-,-,-,0.095,0,0.000 / 0,0.000 / 0
BAUTO-C2: CW BERMAZ AUTO BERHAD (RHB),5248C2,15 Apr 2019,7:11 PM,-,-,-,0.140,0,0.000 / 0,0.000 / 0
BAUTO-CY: CW BERMAZ AUTO BERHAD (KIBB),5248CY,15 Apr 2019,7:11 PM,-,-,-,0.135,0,0.000 / 0,0.000 / 0
BAUTO-CZ: CW BERMAZ AUTO BERHAD (RHB),5248CZ,15 Apr 2019,7:11 PM,-,-,-,0.210,0,0.000 / 0,0.000 / 0
BCB BHD,6602,15 Apr 2019,7:11 PM,0.255,0.250,0.265,0.265,"1,089",0.250 / 648,0.265 / 670
