name,code,date,time,open,low,high,price,volume,buy/volume,sell/volume
AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ),5014C5,22-Apr-19,7:11 PM,-,-,-,0.02,0,0.000 / 0,0.000 / 0
AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB),5014C6,22-Apr-19,7:11 PM,-,-,-,0.055,0,0.000 / 0,0.000 / 0
AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB),5014C7,22-Apr-19,7:11 PM,0.025,0.025,0.035,0.035,"2,853",0.030 / 3,0.000 / 0
AIRPORT-C8: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MIBB),5014C8,22-Apr-19,7:11 PM,0.06,0.06,0.075,0.075,"10,928",0.070 / 150,"0.100 / 1,000"
AMALGAMATED INDUSTRIAL STEEL,2682,22-Apr-19,7:11 PM,0.24,0.225,0.24,0.225,63,0.245 / 250,0.280 / 16
AJINOMOTO (M) BHD,2658,22-Apr-19,7:11 PM,17.22,17.18,17.26,17.18,258,17.180 / 18,17.200 / 2
AJIYA BHD,7609,22-Apr-19,7:11 PM,0.535,0.535,0.555,0.545,"2,412",0.540 / 504,0.545 / 173
AJIYA BERHAD - WARRANTS 2016/2021,7609WA,22-Apr-19,7:11 PM,0.095,0.095,0.1,0.1,"4,900","0.095 / 1,600",0.100 / 163
ALAM MARITIM RESOURCES BHD,5115,22-Apr-19,7:11 PM,0.115,0.105,0.115,0.11,"136,814","0.110 / 17,656","0.115 / 21,416"
ALAM MARITIM RESOURCES BERHAD - WARRANTS 2019/2022,5115WA,22-Apr-19,7:11 PM,0.045,0.045,0.05,0.05,"17,479","0.045 / 78,789","0.050 / 33,515"
AL-AQAR HEALTHCARE REIT,5116,22-Apr-19,7:11 PM,1.44,1.44,1.44,1.44,9,1.400 / 1,1.430 / 37
ALCOM GROUP BERHAD,2674,22-Apr-19,7:11 PM,0.57,0.53,0.57,0.535,128,0.535 / 120,0.565 / 318
ALLIANZ MALAYSIA BHD,1163,22-Apr-19,7:11 PM,13.54,13.32,13.7,13.7,102,13.540 / 20,13.760 / 1
ALLIANZ MALAYSIA BHD-ICPS,1163PA,22-Apr-19,7:11 PM,-,-,-,14.3,0,13.460 / 2,0.000 / 0
AL-SALAM REAL ESTATE INVESTMENT TRUST,5269,22-Apr-19,7:11 PM,0.895,0.895,0.905,0.905,"3,671",0.905 / 189,0.910 / 267
AMMB HOLDINGS BHD,1015,22-Apr-19,7:11 PM,4.47,4.43,4.48,4.45,"5,586","4.450 / 8,686",4.460 / 108
AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB),101510,22-Apr-19,7:11 PM,0.125,0.115,0.125,0.12,"2,458",0.115 / 298,0.125 / 300
AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB),101511,22-Apr-19,7:11 PM,-,-,-,0.165,0,0.000 / 0,0.000 / 0
AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB),101512,22-Apr-19,7:11 PM,-,-,-,0.11,0,0.000 / 0,0.000 / 0
AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ),101513,22-Apr-19,7:11 PM,-,-,-,0.07,0,0.000 / 0,0.095 / 8
AMBANK-C14: CW AMMB HOLDINGS BERHAD (MIBB),101514,22-Apr-19,7:11 PM,-,-,-,0.095,0,0.000 / 0,0.000 / 0
AMBANK-C15: CW AMMB HOLDINGS BERHAD (KIBB),101515,22-Apr-19,7:11 PM,-,-,-,0.12,0,0.000 / 0,0.000 / 0
ASIA MEDIA GROUP BERHAD,159,22-Apr-19,7:11 PM,0.14,0.135,0.14,0.14,"10,887",0.135 / 910,"0.140 / 4,730"
AMFIRST REITS,5120,22-Apr-19,7:11 PM,0.535,0.53,0.54,0.535,"6,903","0.530 / 1,281","0.540 / 1,909"
AMLEX HOLDINGS BERHAD,3011,22-Apr-19,7:11 PM,-,-,-,0.2,0,0.000 / 0,"0.150 / 1,000"
AMCORP PROPERTIES BERHAD,1007,22-Apr-19,7:11 PM,0.56,0.55,0.57,0.565,"1,710",0.555 / 100,0.565 / 6
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A,1007PA,22-Apr-19,7:11 PM,0.27,0.27,0.27,0.27,42,0.270 / 43,0.295 / 45
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B,1007PB,22-Apr-19,7:11 PM,-,-,-,0.55,0,0.515 / 25,0.820 / 12
AMTEL HOLDINGS BHD,7031,22-Apr-19,7:11 PM,-,-,-,0.655,0,0.655 / 400,0.000 / 0
AMVERTON BERHAD,5959,22-Apr-19,7:11 PM,-,-,-,1.15,0,1.140 / 100,1.240 / 25
AMWAY (M) HOLDINGS BHD,6351,22-Apr-19,7:11 PM,6.05,6.05,6.1,6.06,42,6.060 / 14,6.150 / 22
ANALABS RESOURCES BHD,7083,22-Apr-19,7:11 PM,-,-,-,1.15,0,1.060 / 40,1.220 / 150
ANCOM BHD,4758,22-Apr-19,7:11 PM,0.47,0.465,0.47,0.47,715,"0.465 / 1,295","0.470 / 2,700"
ANCOM LOGISTICS BERHAD,48,22-Apr-19,7:11 PM,0.08,0.08,0.08,0.08,"7,500","0.080 / 4,750","0.085 / 4,402"
ANN JOO RESOURCES BHD,6556,22-Apr-19,7:11 PM,1.69,1.67,1.87,1.86,"74,432",1.850 / 103,1.860 / 796
ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024,6556PA,22-Apr-19,7:11 PM,-,-,-,0.55,0,0.560 / 100,0.650 / 65
ANZO HOLDINGS BERHAD,9342,22-Apr-19,7:11 PM,0.04,0.04,0.04,0.04,"2,160","0.040 / 19,920","0.045 / 81,130"
ANZO HOLDINGS BERHAD-WARRANTS 2009/2019,9342WA,22-Apr-19,7:11 PM,0.005,0.005,0.005,0.005,200,0.000 / 0,"0.005 / 43,708"
ANZO HOLDINGS BERHAD-WARRANTS 2013/2023,9342WB,22-Apr-19,7:11 PM,-,-,-,0.025,0,"0.020 / 6,050",0.025 / 462
ANZO HOLDINGS BERHAD - WARRANTS 2017/2020,9342WC,22-Apr-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 26,317"
APB RESOURCES BHD,5568,22-Apr-19,7:11 PM,-,-,-,0.5,0,0.530 / 50,0.600 / 40
APEX EQUITY HOLDINGS BHD,5088,22-Apr-19,7:11 PM,-,-,-,0.94,0,0.940 / 20,1.020 / 40
APFT BERHAD,5194,22-Apr-19,7:11 PM,0.02,0.015,0.02,0.015,531,"0.015 / 465,444","0.020 / 214,097"
APM AUTOMOTIVE HOLDINGS BHD,5015,22-Apr-19,7:11 PM,3,3,3,3,140,3.000 / 39,3.500 / 20
APOLLO FOOD HOLDINGS BHD,6432,22-Apr-19,7:11 PM,3.83,3.83,3.89,3.89,39,3.850 / 99,3.960 / 10
APPASIA BERHAD,119,22-Apr-19,7:11 PM,0.105,0.1,0.105,0.105,"3,747","0.100 / 5,299","0.105 / 1,318"
APPASIA BERHAD - WARRANTS A,0119WA,22-Apr-19,7:11 PM,0.055,0.05,0.055,0.05,"1,401","0.050 / 2,738","0.055 / 1,527"
A-RANK BHD,7214,22-Apr-19,7:11 PM,0.52,0.52,0.53,0.53,"2,305",0.525 / 987,0.530 / 24
ARK RESOURCES HOLDINGS BERHAD,7007,22-Apr-19,7:11 PM,-,-,-,0.32,0,0.340 / 20,0.450 / 25
ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021,7007WB,22-Apr-19,7:11 PM,-,-,-,0.09,0,"0.040 / 1,152",0.390 / 501
BUMI ARMADA BERHAD,5210,22-Apr-19,7:11 PM,0.19,0.185,0.205,0.205,"1,950,859","0.200 / 106,210","0.205 / 37,330"
ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB),521046,22-Apr-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 20,140"
ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ),521047,22-Apr-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,0.000 / 0
ARMADA-C48: CW BUMI ARMADA BERHAD (RHB),521048,22-Apr-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 7,600"
ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB),521049,22-Apr-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,0.005 / 240
ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ),521050,22-Apr-19,7:11 PM,-,-,-,0.01,0,0.000 / 0,0.000 / 0
AMANAHRAYA REITS,5127,22-Apr-19,7:11 PM,0.855,0.855,0.86,0.855,536,0.855 / 11,0.860 / 299
ADVANCE SYNERGY BHD,1481,22-Apr-19,7:11 PM,0.135,0.135,0.145,0.135,"25,247","0.135 / 10,493","0.140 / 4,490"
ASDION BHD,68,22-Apr-19,7:11 PM,0.245,0.24,0.245,0.245,"9,513","0.245 / 2,463",0.250 / 895
ASIA BRANDS BERHAD,7722,22-Apr-19,7:11 PM,-,-,-,0.525,0,0.470 / 30,0.525 / 20
ASIA FILE CORPORATION BHD,7129,22-Apr-19,7:11 PM,-,-,-,2.45,0,2.450 / 10,2.540 / 4
ASIAN PAC HOLDINGS BHD,4057,22-Apr-19,7:11 PM,0.135,0.13,0.15,0.14,"151,005","0.140 / 18,491","0.145 / 15,524"
ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022,4057LC,22-Apr-19,7:11 PM,-,-,-,0.75,0,0.680 / 100,0.850 / 60
ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022,4057WB,22-Apr-19,7:11 PM,0.07,0.07,0.075,0.07,"4,162","0.060 / 1,000","0.070 / 1,841"
ASIA POLY HOLDINGS BHD,105,22-Apr-19,7:11 PM,0.07,0.065,0.07,0.07,"10,501","0.065 / 5,374","0.070 / 5,799"
ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022,0105PA,22-Apr-19,7:11 PM,0.035,0.035,0.035,0.035,"1,000","0.030 / 20,463","0.035 / 4,246"
ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020,0105WA,22-Apr-19,7:11 PM,-,-,-,0.015,0,"0.010 / 13,300","0.020 / 2,405"
ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022,0105WB,22-Apr-19,7:11 PM,-,-,-,0.03,0,"0.025 / 2,500","0.030 / 1,579"
ASTINO BHD,7162,22-Apr-19,7:11 PM,0.65,0.65,0.66,0.66,350,0.650 / 385,0.665 / 420
ASTRO MALAYSIA HOLDINGS BERHAD,6399,22-Apr-19,7:11 PM,1.51,1.49,1.51,1.49,"22,582",1.490 / 731,1.500 / 102
ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB),639910,22-Apr-19,7:11 PM,-,-,-,0.11,0,0.000 / 0,0.000 / 0
ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB),639911,22-Apr-19,7:11 PM,-,-,-,0.09,0,0.000 / 0,0.000 / 0
ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ),639912,22-Apr-19,7:11 PM,-,-,-,0.055,0,0.000 / 0,0.000 / 0
ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB),639913,22-Apr-19,7:11 PM,-,-,-,0.05,0,0.000 / 0,0.000 / 0
ASTRO-C14: CW ASTRO MALAYSIA HOLDINGS BERHAD (CIMB),639914,22-Apr-19,7:11 PM,-,-,-,0.045,0,0.000 / 0,0.000 / 0
AT SYSTEMATIZATION BHD,72,22-Apr-19,7:11 PM,0.05,0.05,0.055,0.055,"2,666","0.050 / 25,532","0.055 / 1,894"
AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19,0072WB,22-Apr-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,"0.005 / 10,000"
ATA IMS BERHAD,8176,22-Apr-19,7:11 PM,1.76,1.76,1.77,1.77,"6,255",1.770 / 239,1.790 / 70
ATLAN HOLDINGS BHD,7048,22-Apr-19,7:11 PM,4.47,4.47,4.47,4.47,50,4.230 / 10,4.480 / 12
ATRIUM REITS,5130,22-Apr-19,7:11 PM,1.16,1.15,1.17,1.15,746,1.150 / 937,1.160 / 16
ATTA GLOBAL GROUP BERHAD,7099,22-Apr-19,7:11 PM,0.595,0.59,0.63,0.63,601,0.590 / 55,0.630 / 620
ATTA GLOBAL GROUP BERHAD - ICULS 12/22,7099LA,22-Apr-19,7:11 PM,0.075,0.075,0.075,0.075,"1,685","0.070 / 6,144","0.080 / 4,168"
ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022,7099PA,22-Apr-19,7:11 PM,-,-,-,0.105,0,"0.105 / 2,205",0.120 / 198
ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22,7099WB,22-Apr-19,7:11 PM,0.07,0.07,0.07,0.07,142,0.070 / 858,0.100 / 400
ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024,7099WC,22-Apr-19,7:11 PM,0.1,0.1,0.1,0.1,460,0.080 / 500,0.110 / 50
ATURMAJU RESOURCES BHD,7181,22-Apr-19,7:11 PM,0.33,0.315,0.345,0.335,"48,336","0.335 / 6,076","0.340 / 1,210"
ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024,7181PA,22-Apr-19,7:11 PM,0.17,0.165,0.175,0.175,"13,826","0.170 / 7,712","0.175 / 4,744"
AVILLION BERHAD,8885,22-Apr-19,7:11 PM,0.13,0.13,0.14,0.135,"7,260","0.135 / 19,367","0.140 / 4,518"
AWC BERHAD,7579,22-Apr-19,7:11 PM,0.735,0.73,0.745,0.735,"15,943",0.735 / 1,0.745 / 150
AWC BERHAD - WARRANTS 2018/2023,7579WA,22-Apr-19,7:11 PM,0.24,0.235,0.245,0.245,"1,280","0.240 / 1,084",0.245 / 360
AXIATA GROUP BERHAD,6888,22-Apr-19,7:11 PM,4.04,3.86,4.04,3.88,"41,106",3.860 / 118,"3.880 / 1,804"
AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB),688828,22-Apr-19,7:11 PM,-,-,-,0.005,0,0.000 / 0,0.000 / 0
AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB),688830,22-Apr-19,7:11 PM,-,-,-,0.04,0,0.000 / 0,0.000 / 0
AXIATA-C32: CW AXIATA GROUP BERHAD (RHB),688832,22-Apr-19,7:11 PM,-,-,-,0.095,0,0.000 / 0,0.000 / 0
AXIATA-C33: CW AXIATA GROUP BERHAD (MACQ),688833,22-Apr-19,7:11 PM,-,-,-,0.155,0,0.000 / 0,0.195 / 25
AXIATA-C34: CW AXIATA GROUP BERHAD (CIMB),688834,22-Apr-19,7:11 PM,0.125,0.125,0.125,0.125,"1,200",0.000 / 0,0.000 / 0
AXIATA-C35: CW AXIATA GROUP BERHAD (KIBB),688835,22-Apr-19,7:11 PM,0.09,0.09,0.09,0.09,700,0.000 / 0,0.000 / 0
AXIATA-C36: CW AXIATA GROUP BERHAD (RHB),688836,22-Apr-19,7:11 PM,0.135,0.135,0.135,0.135,"1,000",0.000 / 0,0.000 / 0
AXIATA-C37: CW AXIATA GROUP BERHAD (CIMB),688837,22-Apr-19,7:11 PM,0.065,0.065,0.065,0.065,4,0.000 / 0,0.000 / 0
AXIS REITS,5106,22-Apr-19,7:11 PM,1.8,1.79,1.82,1.8,"22,766",1.790 / 10,"1.800 / 9,732"
AYER HOLDINGS BERHAD,2305,22-Apr-19,7:11 PM,-,-,-,4.6,0,4.470 / 10,4.600 / 9
AYS VENTURES BHD,5021,22-Apr-19,7:11 PM,0.335,0.32,0.35,0.33,"9,214",0.325 / 500,0.330 / 237
AHMAD ZAKI RESOURCES BHD,7078,22-Apr-19,7:11 PM,0.495,0.495,0.56,0.545,"264,545",0.540 / 250,"0.545 / 3,042"
AHMAD ZAKI RESOURCES BERHAD- WA 14/24,7078WA,22-Apr-19,7:11 PM,0.275,0.275,0.33,0.305,"34,509","0.300 / 3,225",0.305 / 580
BAHVEST RESOURCES BERHAD,98,22-Apr-19,7:11 PM,0.625,0.595,0.625,0.61,"41,269","0.605 / 1,073","0.610 / 1,326"
BAHVEST RESOURCES BERHAD - WARRANTS A 2017/2024,0098WA,22-Apr-19,7:11 PM,0.38,0.36,0.38,0.36,"22,853","0.360 / 2,890",0.365 / 200
BARAKAH OFFSHORE PETROLEUM BHD,7251,22-Apr-19,7:11 PM,0.09,0.085,0.095,0.09,"319,466","0.085 / 161,125","0.090 / 70,233"
BRITISH AMERICAN TOBACCO (M),4162,22-Apr-19,7:11 PM,36.3,36.24,36.3,36.26,496,36.120 / 21,36.260 / 41
BAT-CN: CW BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD (RHB),4162CN,22-Apr-19,7:11 PM,-,-,-,0.13,0,0.000 / 0,0.000 / 0
BAT-CO: CW BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD (CIMB),4162CO,22-Apr-19,7:11 PM,-,-,-,0.08,0,0.000 / 0,0.000 / 0
BERMAZ AUTO BERHAD,5248,22-Apr-19,7:11 PM,2.4,2.36,2.4,2.38,"6,358","2.370 / 1,804","2.380 / 3,144"
BAUTO-C1: CW BERMAZ AUTO BERHAD (MACQ),5248C1,22-Apr-19,7:11 PM,0.085,0.085,0.085,0.085,200,0.000 / 0,0.000 / 0
BAUTO-C2: CW BERMAZ AUTO BERHAD (RHB),5248C2,22-Apr-19,7:11 PM,-,-,-,0.14,0,0.000 / 0,0.000 / 0
BAUTO-C3: CW BERMAZ AUTO BERHAD (KIBB),5248C3,22-Apr-19,7:11 PM,-,-,-,0.15,0,0.000 / 0,0.000 / 0
BAUTO-C4: CW BERMAZ AUTO BERHAD (MIBB),5248C4,22-Apr-19,7:11 PM,-,-,-,0.11,0,0.000 / 0,0.000 / 0
BAUTO-CY: CW BERMAZ AUTO BERHAD (KIBB),5248CY,22-Apr-19,7:11 PM,-,-,-,0.145,0,0.000 / 0,0.000 / 0
BAUTO-CZ: CW BERMAZ AUTO BERHAD (RHB),5248CZ,22-Apr-19,7:11 PM,-,-,-,0.225,0,0.000 / 0,0.240 / 300
BCB BHD,6602,22-Apr-19,7:11 PM,0.26,0.255,0.26,0.26,"2,380",0.260 / 50,0.265 / 370
