name,code,date,open,low,high,price,volume,Sector_main,sector,change
ASTRO MALAYSIA HOLDINGS BERHAD,6399,3/25/2019,1.54,1.49,1.55,1.49,3390300.0,Main Market,Telecommunications & Media,-0.038709677000000005
ASTRO MALAYSIA HOLDINGS BERHAD,6399,3/26/2019,1.5,1.5,1.54,1.53,1098300.0,Main Market,Telecommunications & Media,0.026845637999999998
ASTRO MALAYSIA HOLDINGS BERHAD,6399,3/27/2019,1.5,1.48,1.52,1.49,1562400.0,Main Market,Telecommunications & Media,-0.026143791
ASTRO MALAYSIA HOLDINGS BERHAD,6399,3/28/2019,1.5,1.49,1.53,1.53,1337500.0,Main Market,Telecommunications & Media,0.026845637999999998
ASTRO MALAYSIA HOLDINGS BERHAD,6399,3/29/2019,1.52,1.52,1.58,1.53,3764800.0,Main Market,Telecommunications & Media,0.0
ASTRO MALAYSIA HOLDINGS BERHAD,6399,4/1/2019,1.53,1.53,1.56,1.55,739400.0,Main Market,Telecommunications & Media,0.013071895
ASTRO MALAYSIA HOLDINGS BERHAD,6399,4/2/2019,1.54,1.54,1.58,1.55,2486200.0,Main Market,Telecommunications & Media,0.0
ASTRO MALAYSIA HOLDINGS BERHAD,6399,4/3/2019,1.56,1.55,1.58,1.58,1293800.0,Main Market,Telecommunications & Media,0.019354839
ASTRO MALAYSIA HOLDINGS BERHAD,6399,4/4/2019,1.59,1.56,1.61,1.6,2463300.0,Main Market,Telecommunications & Media,0.012658228
ASTRO MALAYSIA HOLDINGS BERHAD,6399,4/5/2019,1.6,1.58,1.6,1.59,1798700.0,Main Market,Telecommunications & Media,-0.00625
ASTRO MALAYSIA HOLDINGS BERHAD,6399,4/8/2019,1.6,1.56,1.6,1.59,641700.0,Main Market,Telecommunications & Media,0.0
ASTRO MALAYSIA HOLDINGS BERHAD,6399,4/9/2019,1.58,1.56,1.59,1.57,3655400.0,Main Market,Telecommunications & Media,-0.012578616
ASTRO MALAYSIA HOLDINGS BERHAD,6399,4/10/2019,1.58,1.57,1.61,1.6,1221800.0,Main Market,Telecommunications & Media,0.01910828
ASTRO MALAYSIA HOLDINGS BERHAD,6399,4/11/2019,1.59,1.58,1.61,1.6,2169500.0,Main Market,Telecommunications & Media,0.0
ASTRO MALAYSIA HOLDINGS BERHAD,6399,4/12/2019,1.6,1.49,1.6,1.5,4666300.0,Main Market,Telecommunications & Media,-0.0625
ASTRO MALAYSIA HOLDINGS BERHAD,6399,4/15/2019,1.5,1.49,1.53,1.5,1586000.0,Main Market,Telecommunications & Media,0.0
ASTRO MALAYSIA HOLDINGS BERHAD,6399,4/17/2019,1.5,1.46,1.51,1.46,1551100.0,Main Market,Telecommunications & Media,-0.026666667
ASTRO MALAYSIA HOLDINGS BERHAD,6399,4/18/2019,1.46,1.45,1.49,1.48,1064600.0,Main Market,Telecommunications & Media,0.01369863
ASTRO MALAYSIA HOLDINGS BERHAD,6399,4/19/2019,1.49,1.48,1.52,1.52,368100.0,Main Market,Telecommunications & Media,0.027027027000000002
ASTRO MALAYSIA HOLDINGS BERHAD,6399,4/22/2019,1.51,1.49,1.51,1.49,2258200.0,Main Market,Telecommunications & Media,-0.019736842
ASTRO MALAYSIA HOLDINGS BERHAD,6399,4/23/2019,1.49,1.48,1.5,1.5,886900.0,Main Market,Telecommunications & Media,0.006711409000000001
DIGI.COM BHD,6947,2/25/2019,4.71,4.68,4.72,4.71,5449300.0,Main Market,Telecommunications & Media,0.0
DIGI.COM BHD,6947,2/26/2019,4.71,4.67,4.72,4.71,5653200.0,Main Market,Telecommunications & Media,0.0
DIGI.COM BHD,6947,2/27/2019,4.66,4.65,4.7,4.66,2429500.0,Main Market,Telecommunications & Media,-0.010615711000000002
DIGI.COM BHD,6947,2/28/2019,4.63,4.53,4.65,4.55,5933100.0,Main Market,Telecommunications & Media,-0.02360515
DIGI.COM BHD,6947,3/1/2019,4.57,4.54,4.62,4.56,2071700.0,Main Market,Telecommunications & Media,0.002197802
DIGI.COM BHD,6947,3/4/2019,4.52,4.52,4.69,4.58,2070700.0,Main Market,Telecommunications & Media,0.004385965
DIGI.COM BHD,6947,3/5/2019,4.53,4.53,4.61,4.56,2892400.0,Main Market,Telecommunications & Media,-0.004366812
DIGI.COM BHD,6947,3/6/2019,4.56,4.54,4.58,4.57,2643800.0,Main Market,Telecommunications & Media,0.002192982
