name,code,date,open,low,high,price,volume,Sector_main,sector,change
GAMUDA BHD,5398,2/25/2019,2.8,2.64,2.88,2.86,41682600.0,Main Market,Construction,0.0
GAMUDA BHD,5398,2/26/2019,2.85,2.83,2.94,2.93,12116600.0,Main Market,Construction,0.024475524
GAMUDA BHD,5398,2/27/2019,2.94,2.86,2.95,2.94,7487500.0,Main Market,Construction,0.003412969
GAMUDA BHD,5398,2/28/2019,2.94,2.9,2.97,2.94,8587900.0,Main Market,Construction,0.0
GAMUDA BHD,5398,3/1/2019,2.94,2.89,2.95,2.92,2183200.0,Main Market,Construction,-0.006802720999999999
GAMUDA BHD,5398,3/4/2019,2.87,2.85,2.93,2.93,5081900.0,Main Market,Construction,0.0034246579999999997
GAMUDA BHD,5398,3/5/2019,2.88,2.88,3.0,2.97,9612000.0,Main Market,Construction,0.013651877
GAMUDA BHD,5398,3/6/2019,2.97,2.96,3.01,2.99,3880000.0,Main Market,Construction,0.006734006999999999
GAMUDA BHD,5398,3/7/2019,2.96,2.96,3.0,2.99,4428800.0,Main Market,Construction,0.0
GAMUDA BHD,5398,3/8/2019,2.98,2.95,2.99,2.98,3939000.0,Main Market,Construction,-0.003344482
GAMUDA BHD,5398,3/11/2019,2.99,2.96,2.99,2.96,3694300.0,Main Market,Construction,-0.006711409000000001
GAMUDA BHD,5398,3/12/2019,2.96,2.95,2.98,2.96,5411900.0,Main Market,Construction,0.0
GAMUDA BHD,5398,3/13/2019,2.96,2.9,2.98,2.9,4884000.0,Main Market,Construction,-0.02027027
GAMUDA BHD,5398,3/14/2019,2.9,2.83,2.93,2.89,4935100.0,Main Market,Construction,-0.0034482759999999997
GAMUDA BHD,5398,3/15/2019,2.89,2.89,2.95,2.92,9292800.0,Main Market,Construction,0.010380623
GAMUDA BHD,5398,3/18/2019,2.9,2.9,2.95,2.93,5761400.0,Main Market,Construction,0.0034246579999999997
GAMUDA BHD,5398,3/19/2019,2.93,2.87,2.93,2.89,1340600.0,Main Market,Construction,-0.013651877
GAMUDA BHD,5398,3/20/2019,2.89,2.85,2.89,2.87,3139000.0,Main Market,Construction,-0.006920415
GAMUDA BHD,5398,3/21/2019,2.87,2.85,2.93,2.93,2617700.0,Main Market,Construction,0.020905923
GAMUDA BHD,5398,3/22/2019,2.93,2.87,2.93,2.89,4343500.0,Main Market,Construction,-0.013651877
GAMUDA BHD,5398,3/25/2019,2.86,2.81,2.88,2.84,3645400.0,Main Market,Construction,-0.017301038
GAMUDA BHD,5398,3/26/2019,2.84,2.84,2.87,2.84,2216100.0,Main Market,Construction,0.0
GAMUDA BHD,5398,3/27/2019,2.85,2.8,2.86,2.8,3362200.0,Main Market,Construction,-0.014084507
GAMUDA BHD,5398,3/28/2019,2.8,2.79,2.89,2.84,4840500.0,Main Market,Construction,0.014285714
GAMUDA BHD,5398,3/29/2019,2.89,2.84,2.92,2.88,5723400.0,Main Market,Construction,0.014084507
GAMUDA BHD,5398,4/1/2019,2.88,2.86,2.91,2.9,4298300.0,Main Market,Construction,0.006944444
GAMUDA BHD,5398,4/2/2019,2.9,2.89,2.93,2.9,3194900.0,Main Market,Construction,0.0
GAMUDA BHD,5398,4/3/2019,2.91,2.89,3.02,3.01,6324600.0,Main Market,Construction,0.037931034
GAMUDA BHD,5398,4/4/2019,3.0,2.98,3.07,3.07,5158400.0,Main Market,Construction,0.019933555
GAMUDA BHD,5398,4/5/2019,3.08,3.03,3.1,3.1,1424600.0,Main Market,Construction,0.009771987
GAMUDA BHD,5398,4/8/2019,3.13,3.13,3.28,3.25,12841000.0,Main Market,Construction,0.048387097000000004
GAMUDA BHD,5398,4/9/2019,3.25,3.22,3.3,3.28,5354100.0,Main Market,Construction,0.009230769
GAMUDA BHD,5398,4/10/2019,3.28,3.23,3.3,3.3,4659100.0,Main Market,Construction,0.006097561
GAMUDA BHD,5398,4/11/2019,3.3,3.24,3.35,3.25,2985700.0,Main Market,Construction,-0.015151515
GAMUDA BHD,5398,4/12/2019,3.26,3.16,3.3,3.19,7647000.0,Main Market,Construction,-0.018461538
GAMUDA BHD,5398,4/15/2019,3.19,3.1,3.19,3.13,3715400.0,Main Market,Construction,-0.018808777
GAMUDA BHD,5398,4/17/2019,3.15,3.04,3.16,3.08,3437500.0,Main Market,Construction,-0.015974441000000002
GAMUDA BHD,5398,4/18/2019,3.08,3.02,3.08,3.03,2058700.0,Main Market,Construction,-0.016233766
GAMUDA BHD,5398,4/19/2019,3.07,3.05,3.09,3.08,2337400.0,Main Market,Construction,0.01650165
GAMUDA BHD,5398,4/22/2019,3.13,3.13,3.37,3.35,14509300.0,Main Market,Construction,0.087662338
GAMUDA BHD,5398,4/23/2019,3.35,3.34,3.41,3.36,10892400.0,Main Market,Construction,0.002985075
GEORGE KENT (M) BHD,3204,2/25/2019,1.18,1.13,1.19,1.13,5006200.0,Main Market,Construction,0.0
GEORGE KENT (M) BHD,3204,2/26/2019,1.14,1.09,1.14,1.09,5913000.0,Main Market,Construction,-0.03539823
GEORGE KENT (M) BHD,3204,2/27/2019,1.09,1.07,1.11,1.08,3214400.0,Main Market,Construction,-0.009174311999999999
GEORGE KENT (M) BHD,3204,2/28/2019,1.08,1.05,1.09,1.05,3030000.0,Main Market,Construction,-0.027777778
GEORGE KENT (M) BHD,3204,3/1/2019,1.06,1.05,1.09,1.08,2740300.0,Main Market,Construction,0.028571429
GEORGE KENT (M) BHD,3204,3/4/2019,1.09,1.08,1.11,1.09,2823100.0,Main Market,Construction,0.009259259
GEORGE KENT (M) BHD,3204,3/5/2019,1.09,1.07,1.1,1.07,2160900.0,Main Market,Construction,-0.018348623999999997
GEORGE KENT (M) BHD,3204,3/6/2019,1.08,1.07,1.12,1.11,6072400.0,Main Market,Construction,0.037383177999999996
GEORGE KENT (M) BHD,3204,3/7/2019,1.12,1.1,1.15,1.11,5348100.0,Main Market,Construction,0.0
GEORGE KENT (M) BHD,3204,3/8/2019,1.12,1.11,1.22,1.2,29115200.0,Main Market,Construction,0.081081081
GEORGE KENT (M) BHD,3204,3/11/2019,1.23,1.17,1.27,1.19,24037800.0,Main Market,Construction,-0.008333333
GEORGE KENT (M) BHD,3204,3/12/2019,1.2,1.15,1.22,1.2,12220900.0,Main Market,Construction,0.008403361
GEORGE KENT (M) BHD,3204,3/13/2019,1.2,1.17,1.2,1.18,4307300.0,Main Market,Construction,-0.016666667
GEORGE KENT (M) BHD,3204,3/14/2019,1.18,1.16,1.21,1.18,8626000.0,Main Market,Construction,0.0
GEORGE KENT (M) BHD,3204,3/15/2019,1.19,1.16,1.19,1.17,3847700.0,Main Market,Construction,-0.008474576
