name,code,date,open,low,high,price,volume,Sector_main,sector,change
PUBLIC BANK BHD,1295,4/8/2019,22.94,22.56,22.94,22.62,5233400.0,Main Market,Financial Services,-0.011363636000000002
PUBLIC BANK BHD,1295,4/9/2019,22.6,22.52,22.68,22.58,4802700.0,Main Market,Financial Services,-0.0017683470000000002
PUBLIC BANK BHD,1295,4/10/2019,22.58,22.52,22.68,22.64,4100000.0,Main Market,Financial Services,0.002657219
PUBLIC BANK BHD,1295,4/11/2019,22.62,22.58,22.8,22.62,5845800.0,Main Market,Financial Services,-0.000883392
PUBLIC BANK BHD,1295,4/12/2019,22.62,22.58,22.7,22.6,2200000.0,Main Market,Financial Services,-0.000884173
PUBLIC BANK BHD,1295,4/15/2019,22.66,22.56,22.76,22.58,2386200.0,Main Market,Financial Services,-0.0008849560000000001
PUBLIC BANK BHD,1295,4/17/2019,22.54,22.48,22.6,22.6,2565700.0,Main Market,Financial Services,0.00088574
PUBLIC BANK BHD,1295,4/18/2019,22.6,22.2,22.6,22.6,6196600.0,Main Market,Financial Services,0.0
PUBLIC BANK BHD,1295,4/19/2019,22.56,22.48,22.58,22.52,2157600.0,Main Market,Financial Services,-0.0035398229999999997
PUBLIC BANK BHD,1295,4/22/2019,22.52,22.48,22.6,22.54,8083200.0,Main Market,Financial Services,0.0008880989999999999
PUBLIC BANK BHD,1295,4/23/2019,22.6,22.54,22.62,22.6,5139900.0,Main Market,Financial Services,0.0026619340000000003
