,code,date,news,extract_code,extracted_date
3205,https://www.klsescreener.com/v2/news/stock/5281,"Sinchew27 Mar, 2019 11:19am - 8 hours ago",前进进军太阳能发电,5281,2019-03-27
3213,https://www.klsescreener.com/v2/news/stock/5281,"TheStar20 Mar, 2019 12:13pm - 1 week ago",Advancecon in talks for M&A deals,5281,2019-03-20
5317,https://www.klsescreener.com/v2/news/stock/5283,"TheEdge27 Mar, 2019 17:37pm - 2 hours ago",绿盛世国际与基金洽谈 进一步扩大英国BtR业务,5283,2019-03-27
5318,https://www.klsescreener.com/v2/news/stock/5283,"TheEdge27 Mar, 2019 17:08pm - 3 hours ago",Eco World International in talks with institutional funds to further expand BtR segment in UK,5283,2019-03-27
2959,https://www.klsescreener.com/v2/news/stock/5284,"Nanyang12 Mar, 2019 00:06am - 2 weeks ago","冀筹资20亿
QSR未上市即获青睐",5284,2019-03-12
2958,https://www.klsescreener.com/v2/news/stock/5284,"TheStar14 Mar, 2019 13:45pm - 1 week ago",Lotte Chemical Titan gives assistance over Pasir Gudang pollution,5284,2019-03-14
2956,https://www.klsescreener.com/v2/news/stock/5284,"Chinapress18 Mar, 2019 23:21pm - 1 week ago",乐天大腾印尼LINE项目 展开3.8亿土地整顿工作,5284,2019-03-18
2954,https://www.klsescreener.com/v2/news/stock/5284,"TheEdge20 Mar, 2019 13:25pm - 1 week ago",Lotte Chemical Titan denies plants shut due to Sg Kim Kim pollution,5284,2019-03-20
2953,https://www.klsescreener.com/v2/news/stock/5284,"TheEdge20 Mar, 2019 14:15pm - 1 week ago",乐天否认因金金河化学污染事件关闭厂房,5284,2019-03-20
2951,https://www.klsescreener.com/v2/news/stock/5284,"Sinchew20 Mar, 2019 15:44pm - 1 week ago",拟法律追究造谣者·乐天大腾否认涉金金河污染事件,5284,2019-03-20
2949,https://www.klsescreener.com/v2/news/stock/5284,"Nanyang21 Mar, 2019 00:11am - 6 days ago","乐天大腾化学澄清
没涉巴西古当毒祸",5284,2019-03-21
2947,https://www.klsescreener.com/v2/news/stock/5284,"TheEdge21 Mar, 2019 10:25am - 6 days ago",LCT denies plants shut due to Sungai Kim Kim pollution,5284,2019-03-21
2952,https://www.klsescreener.com/v2/news/stock/5284,"Nanyang20 Mar, 2019 14:16pm - 1 week ago",乐天大腾化学澄清谣言 没涉及金金河污染事件,5284,2019-03-20
2946,https://www.klsescreener.com/v2/news/stock/5284,"Sinchew21 Mar, 2019 18:11pm - 6 days ago",JP摩根看好马股·增持云顶大众银行,5284,2019-03-21
13094,https://www.klsescreener.com/v2/news/stock/5285,"Nanyang20 Mar, 2019 23:13pm - 6 days ago",【2019年投资大马大会】数买家洽购利比亚业务 森那美种植售海外资产,5285,2019-03-20
13100,https://www.klsescreener.com/v2/news/stock/5285,"Chinapress12 Mar, 2019 23:34pm - 2 weeks ago",森那美种植 致力提高炼油产能,5285,2019-03-12
3914,https://www.klsescreener.com/v2/news/stock/5285,"Nanyang13 Mar, 2019 21:30pm - 4 days ago",缓冲棕油价波动风险 森那美种植加码下游产能,5285,2019-03-13
3921,https://www.klsescreener.com/v2/news/stock/5285,"TheEdge08 Mar, 2019 21:36pm - 1 week ago",Sime Darby Plantation winds up Indian unit,5285,2019-03-08
3926,https://www.klsescreener.com/v2/news/stock/5285,"TheStar06 Mar, 2019 00:00am - 1 week ago",Good weather expected to bolster palm output,5285,2019-03-06
3927,https://www.klsescreener.com/v2/news/stock/5285,"TheStar05 Mar, 2019 13:10pm - 1 week ago",KLCI extends slide as China cuts growth target,5285,2019-03-05
3928,https://www.klsescreener.com/v2/news/stock/5285,"Sinchew05 Mar, 2019 11:16am - 1 week ago",寄望贡献50%盈利·森种植拓下游抗波动,5285,2019-03-05
3930,https://www.klsescreener.com/v2/news/stock/5285,"TheEdge05 Mar, 2019 10:14am - 1 week ago","Good weather expected to bolster Indonesia, Malaysia palm output",5285,2019-03-05
3931,https://www.klsescreener.com/v2/news/stock/5285,"TheStar05 Mar, 2019 10:11am - 1 week ago",Sime Darby Plantation rebrands downstream division,5285,2019-03-05
3932,https://www.klsescreener.com/v2/news/stock/5285,"TheEdge05 Mar, 2019 10:05am - 1 week ago",Sime Darby Plantation eyes higher downstream contribution,5285,2019-03-05
3920,https://www.klsescreener.com/v2/news/stock/5285,"TheEdge08 Mar, 2019 23:42pm - 1 week ago","CIMB, SDP, Comcorp, Econpile, AZRB, Uni Wall, Amtek, Yong Tai, Axiata and Seacera",5285,2019-03-08
13096,https://www.klsescreener.com/v2/news/stock/5285,"TheEdge20 Mar, 2019 16:22pm - 1 week ago",Sime Darby Plantation gets takeover interest in loss-making Liberia operations,5285,2019-03-20
13088,https://www.klsescreener.com/v2/news/stock/5285,"Sinchew21 Mar, 2019 11:15am - 6 days ago",森种植不排除售资产·包括西非种植地,5285,2019-03-21
13097,https://www.klsescreener.com/v2/news/stock/5285,"TheEdge20 Mar, 2019 14:08pm - 1 week ago","Sime Darby Plantation incorporates Delaware, US-based subsidiary",5285,2019-03-20
13091,https://www.klsescreener.com/v2/news/stock/5285,"TheStar21 Mar, 2019 08:11am - 6 days ago",Sime Darby Plantation may exit Liberian business,5285,2019-03-21
15907,https://www.klsescreener.com/v2/news/stock/5288,"TheEdge07 Mar, 2019 15:38pm - 1 week ago",Serenia Adiva 2 by Sime Darby Prop opens for preview this Saturday,5288,2019-03-07
15924,https://www.klsescreener.com/v2/news/stock/5288,"Nanyang20 Mar, 2019 00:11am - 1 week ago",森那美产业挑战RM1.20/敏源,5288,2019-03-20
15906,https://www.klsescreener.com/v2/news/stock/5288,"TheEdge08 Mar, 2019 10:33am - 1 week ago",Serenia Adiva 2 available for preview tomorrow,5288,2019-03-08
15908,https://www.klsescreener.com/v2/news/stock/5288,"Nanyang05 Mar, 2019 23:40pm - 1 week ago",森那美产业 上升空间20%,5288,2019-03-05
15914,https://www.klsescreener.com/v2/news/stock/5288,"TheEdge28 Feb, 2019 13:30pm - 2 weeks ago",森那美产业放眼2019财年销售额达23亿,5288,2019-02-28
15911,https://www.klsescreener.com/v2/news/stock/5288,"TheEdge01 Mar, 2019 10:51am - 2 weeks ago",Sime Darby Property expects to return to profit in 1QFY19,5288,2019-03-01
15912,https://www.klsescreener.com/v2/news/stock/5288,"TheStar01 Mar, 2019 08:11am - 2 weeks ago",Sime Darby Property plans up to RM2.5bil projects,5288,2019-03-01
15913,https://www.klsescreener.com/v2/news/stock/5288,"Nanyang01 Mar, 2019 00:02am - 2 weeks ago",售狮城资产赚2亿 森那美产业首季料转盈,5288,2019-03-01
15915,https://www.klsescreener.com/v2/news/stock/5288,"TheEdge28 Feb, 2019 13:09pm - 2 weeks ago",Sime Darby Property down 9.4% on downgrade,5288,2019-02-28
15916,https://www.klsescreener.com/v2/news/stock/5288,"TheEdge28 Feb, 2019 12:51pm - 2 weeks ago",Sime Darby Property targets RM2.3b sales in FY19,5288,2019-02-28
15917,https://www.klsescreener.com/v2/news/stock/5288,"TheEdge28 Feb, 2019 12:32pm - 2 weeks ago",Sime Darby Property sets RM2.3b sales target for FY19,5288,2019-02-28
15899,https://www.klsescreener.com/v2/news/stock/5288,"Sinchew15 Mar, 2019 11:41am - 3 days ago",巴特西商用资产交易完成,5288,2019-03-15
15919,https://www.klsescreener.com/v2/news/stock/5288,"Sinchew26 Mar, 2019 11:32am - 1 day ago",巴特西项目进度落后·森产业实达盈利恐受损,5288,2019-03-26
12039,https://www.klsescreener.com/v2/news/stock/5347,"Nanyang15 Mar, 2019 00:00am - 3 days ago","阿兹曼辞总执行长？
国能:适当时公布",5347,2019-03-15
12038,https://www.klsescreener.com/v2/news/stock/5347,"Nanyang15 Mar, 2019 00:03am - 3 days ago",阿兹曼辞总执行长? 国能:适当时公布,5347,2019-03-15
12044,https://www.klsescreener.com/v2/news/stock/5347,"TheEdge14 Mar, 2019 15:26pm - 3 days ago",传撤换CEO 国能：将适时公布,5347,2019-03-14
12026,https://www.klsescreener.com/v2/news/stock/5347,"TheEdge18 Mar, 2019 18:54pm - Just now ago",美国决定利率前夕 马股收高0.62%,5347,2019-03-18
3041,https://www.klsescreener.com/v2/news/stock/5398,"Nanyang05 Mar, 2019 23:00pm - 1 week ago",国内外波动加剧减值 国库控股10年首亏63亿,5398,2019-03-05
12377,https://www.klsescreener.com/v2/news/stock/5398,"Nanyang26 Mar, 2019 22:10pm - 22 hours ago",须看金务大环城股东脸色 政府不恶意收购大道,5398,2019-03-26
12378,https://www.klsescreener.com/v2/news/stock/5398,"Sinchew26 Mar, 2019 18:40pm - 1 day ago",金务大政府料达大道协议·建筑领域维持减持评级,5398,2019-03-26
12385,https://www.klsescreener.com/v2/news/stock/5398,"Nanyang22 Mar, 2019 00:11am - 5 days ago",金务大迈向RM3.03/敏源,5398,2019-03-22
3030,https://www.klsescreener.com/v2/news/stock/5398,"TheEdge12 Mar, 2019 16:00pm - 5 days ago",Highway takeover could set a precedent for Malaysia,5398,2019-03-12
12394,https://www.klsescreener.com/v2/news/stock/5398,"TheEdge19 Mar, 2019 10:33am - 1 week ago",Project tender competition seen to intensify in construction sector,5398,2019-03-19
12395,https://www.klsescreener.com/v2/news/stock/5398,"TheStar19 Mar, 2019 08:01am - 1 week ago",Construction outlook seen challenging,5398,2019-03-19
3024,https://www.klsescreener.com/v2/news/stock/5398,"TheEdge18 Mar, 2019 15:00pm - Just now ago",Gamuda to launch linked semidees in Sungai Buloh,5398,2019-03-18
3034,https://www.klsescreener.com/v2/news/stock/5398,"Orientaldaily08 Mar, 2019 20:56pm - 1 week ago",脫售大道釋放價值　金務大專注檳交通大藍圖,5398,2019-03-08
3033,https://www.klsescreener.com/v2/news/stock/5398,"TheEdge10 Mar, 2019 16:00pm - 1 week ago",Initial launch of Palma Sands at Gamuda Cove fully taken up,5398,2019-03-10
3651,https://www.klsescreener.com/v2/news/stock/5401,"TheEdge27 Feb, 2019 10:33am - 4 weeks ago",Tropicana ends 2018 on a lower note,5401,2019-02-27
3656,https://www.klsescreener.com/v2/news/stock/5401,"TheStar26 Feb, 2019 19:01pm - 4 weeks ago",Tropicana reports lower net profit in FY18,5401,2019-02-26
3655,https://www.klsescreener.com/v2/news/stock/5401,"TheEdge26 Feb, 2019 20:40pm - 4 weeks ago",Tropicana ends 2018 with lower net profit,5401,2019-02-26
12729,https://www.klsescreener.com/v2/news/stock/5401,"TheEdge06 Mar, 2019 16:00pm - 1 week ago",‘2019 to be another flat year’,5401,2019-03-06
3650,https://www.klsescreener.com/v2/news/stock/5401,"Sinchew27 Feb, 2019 10:57am - 4 weeks ago",税务开销增·丽阳末季赚5148万,5401,2019-02-27
12730,https://www.klsescreener.com/v2/news/stock/5401,"TheEdge28 Feb, 2019 11:03am - 2 weeks ago",Nestle likely to face headwinds in FY19,5401,2019-02-28
11967,https://www.klsescreener.com/v2/news/stock/5517,"Nanyang01 Mar, 2019 00:00am - 2 weeks ago",香格里拉末季转亏86万,5517,2019-03-01
12003,https://www.klsescreener.com/v2/news/stock/5517,"Nanyang25 Mar, 2019 23:50pm - 1 day ago",上升股:香格里拉阻力RM5.86,5517,2019-03-25
12006,https://www.klsescreener.com/v2/news/stock/5517,"TheEdge20 Mar, 2019 18:19pm - 1 week ago",FBMKLCI closes 3.47 points lower on the back of profit taking,5517,2019-03-20
11929,https://www.klsescreener.com/v2/news/stock/5606,"Sinchew27 Feb, 2019 11:03am - 4 weeks ago",产业投资贡献增·怡保花园末季多赚54%,5606,2019-02-27
11928,https://www.klsescreener.com/v2/news/stock/5606,"Nanyang01 Mar, 2019 00:10am - 3 weeks ago","产业发展投资贡献稳定
怡保金诗统一末季赚9201万",5606,2019-03-01
11930,https://www.klsescreener.com/v2/news/stock/5606,"TheEdge26 Feb, 2019 23:54pm - 4 weeks ago",IGB 4QFY18 profit jumps 53% on lower expenses and taxes,5606,2019-02-26
7359,https://www.klsescreener.com/v2/news/stock/5657,"TheEdge26 Feb, 2019 19:14pm - 2 weeks ago",Parkson continues to bleed in 2Q as regional sales decline,5657,2019-02-26
16602,https://www.klsescreener.com/v2/news/stock/5657,"TheEdge26 Feb, 2019 19:53pm - 4 weeks ago",区域销售下滑 百盛次季继续失血,5657,2019-02-26
16598,https://www.klsescreener.com/v2/news/stock/5657,"TheEdge27 Feb, 2019 10:40am - 4 weeks ago",Parkson continues to bleed in 2Q,5657,2019-02-27
16596,https://www.klsescreener.com/v2/news/stock/5657,"Sinchew12 Mar, 2019 18:13pm - 2 weeks ago",新政府旧思维·陈鼎武：马股今年难乐观,5657,2019-03-12
7353,https://www.klsescreener.com/v2/news/stock/5657,"Sinchew27 Feb, 2019 11:10am - 2 weeks ago",税务成本增·百盛次季亏损扩至3757万,5657,2019-02-27
989,https://www.klsescreener.com/v2/news/stock/5681,"TheEdge20 Mar, 2019 21:09pm - 6 days ago","KKB Engineering secures RM30.8m worth of contracts, purchase order",5681,2019-03-20
987,https://www.klsescreener.com/v2/news/stock/5681,"Nanyang21 Mar, 2019 00:11am - 6 days ago",许甲明获3080万合约,5681,2019-03-21
981,https://www.klsescreener.com/v2/news/stock/5681,"Nanyang22 Mar, 2019 00:11am - 5 days ago","许甲明
新增合约料2.5亿",5681,2019-03-22
944,https://www.klsescreener.com/v2/news/stock/5681,"TheEdge15 Mar, 2019 01:07am - 3 days ago",Targeted fuel subsidy mechanism to be finalised in July,5681,2019-03-15
1226,https://www.klsescreener.com/v2/news/stock/5703,"TheEdge07 Mar, 2019 12:52pm - 2 weeks ago",Dr Mahathir says ASEAN should divide industries among themselves,5703,2019-03-07
1218,https://www.klsescreener.com/v2/news/stock/5703,"TheEdge19 Mar, 2019 00:35am - 1 week ago",LIMA'19 puts Malaysia's defence on steady path,5703,2019-03-19
10899,https://www.klsescreener.com/v2/news/stock/5738,"TheEdge15 Mar, 2019 18:54pm - 1 week ago",绿野集团委任新总执行长,5738,2019-03-15
10900,https://www.klsescreener.com/v2/news/stock/5738,"TheEdge15 Mar, 2019 17:54pm - 1 week ago",Country Heights appoints new CEO,5738,2019-03-15
5955,https://www.klsescreener.com/v2/news/stock/5754,"TheStar15 Mar, 2019 00:00am - 3 days ago",Utusan sells factories for RM13.5mil,5754,2019-03-15
6040,https://www.klsescreener.com/v2/news/stock/5754,"Sinchew21 Mar, 2019 12:24pm - 6 days ago",前锋报卖亚洲环保工程,5754,2019-03-21
5957,https://www.klsescreener.com/v2/news/stock/5754,"TheEdge14 Mar, 2019 20:01pm - 3 days ago",马来前锋报以1350万售厂,5754,2019-03-14
6046,https://www.klsescreener.com/v2/news/stock/5754,"Sinchew15 Mar, 2019 11:33am - 1 week ago",前锋报拟1350万售厂,5754,2019-03-15
5969,https://www.klsescreener.com/v2/news/stock/5754,"TheEdge28 Feb, 2019 01:06am - 2 weeks ago",Take stern action against those who insult Islam and Prophet Muhammad — Anwar,5754,2019-02-28
5966,https://www.klsescreener.com/v2/news/stock/5754,"TheEdge28 Feb, 2019 20:59pm - 2 weeks ago",马来前锋报连亏7年 2018财年净亏扩大至1.87亿,5754,2019-02-28
5967,https://www.klsescreener.com/v2/news/stock/5754,"TheEdge28 Feb, 2019 20:28pm - 2 weeks ago",Utusan bleeds for seventh consecutive year as FY18 losses widen to RM187mil,5754,2019-02-28
6051,https://www.klsescreener.com/v2/news/stock/5754,"Chinapress14 Mar, 2019 23:35pm - 1 week ago",马来前锋报1350万售2厂,5754,2019-03-14
12129,https://www.klsescreener.com/v2/news/stock/5789,"Sinchew01 Mar, 2019 12:20pm - 2 weeks ago",去年15.3亿销售达标·林木生末季赚1711万,5789,2019-03-01
12130,https://www.klsescreener.com/v2/news/stock/5789,"TheStar01 Mar, 2019 08:53am - 2 weeks ago","CIMB Research retains Add for LBS Bina, TP 88 sen",5789,2019-03-01
12131,https://www.klsescreener.com/v2/news/stock/5789,"TheEdge28 Feb, 2019 21:24pm - 2 weeks ago",LBS Bina 4Q earnings decline as projects handed over,5789,2019-02-28
12128,https://www.klsescreener.com/v2/news/stock/5789,"Nanyang01 Mar, 2019 23:35pm - 2 weeks ago",林木生集团 17亿未入账销售撑场,5789,2019-03-01
10699,https://www.klsescreener.com/v2/news/stock/5819,"TheEdge26 Mar, 2019 19:05pm - 1 day ago",Hong Leong launches Asia Pacific equity fund,5819,2019-03-26
1569,https://www.klsescreener.com/v2/news/stock/5819,"TheEdge12 Mar, 2019 16:00pm - 5 days ago",Rehda targets sales of at least RM3b from campaign,5819,2019-03-12
1986,https://www.klsescreener.com/v2/news/stock/5878,"TheEdge15 Mar, 2019 12:11pm - 3 days ago",KPJ Healthcare upgraded to buy at UOB Kay Hian; price target RM1.22,5878,2019-03-15
11703,https://www.klsescreener.com/v2/news/stock/5908,"Nanyang26 Feb, 2019 23:45pm - 4 weeks ago",下跌股:DKSH集团RM2.51支撑,5908,2019-02-26
1791,https://www.klsescreener.com/v2/news/stock/5916,"Chinapress10 Mar, 2019 23:32pm - 2 weeks ago",雪州金三角i-City 黃金地帶,5916,2019-03-10
14981,https://www.klsescreener.com/v2/news/stock/5932,"TheStar25 Feb, 2019 09:26am - 1 month ago",Slew of infra projects in Sarawak,5932,2019-02-25
14980,https://www.klsescreener.com/v2/news/stock/5932,"Nanyang26 Feb, 2019 00:05am - 4 weeks ago","政府购大道 恐失金母鸡
金务大环城盘中惨挫10%",5932,2019-02-26
14978,https://www.klsescreener.com/v2/news/stock/5932,"TheEdge22 Mar, 2019 15:00pm - 5 days ago","Bina Puri launches The Valley @ Bentong, Pahang",5932,2019-03-22
15004,https://www.klsescreener.com/v2/news/stock/5932,"TheEdge01 Mar, 2019 21:36pm - 2 weeks ago",Baker Tilly quits Bina Puri as firm wants change of auditors,5932,2019-03-01
10690,https://www.klsescreener.com/v2/news/stock/5983,"TheEdge01 Mar, 2019 11:11am - 3 weeks ago",MBM Resources 4Q above estimates on tax holiday,5983,2019-03-01
10691,https://www.klsescreener.com/v2/news/stock/5983,"Sinchew28 Feb, 2019 15:16pm - 3 weeks ago",汽车贸易改善·MBM末季转盈赚6008万,5983,2019-02-28
1547,https://www.klsescreener.com/v2/news/stock/5983,"TheEdge27 Feb, 2019 23:45pm - 2 weeks ago",MBM Resources back in the black in 4Q,5983,2019-02-27
1546,https://www.klsescreener.com/v2/news/stock/5983,"TheEdge28 Feb, 2019 09:12am - 2 weeks ago","KLCI ticks up as IHH Healthcare, Genting lift",5983,2019-02-28
1532,https://www.klsescreener.com/v2/news/stock/5983,"TheEdge14 Mar, 2019 08:35am - 4 days ago","MBM Resources may climb higher, says RHB Retail Research",5983,2019-03-14
9476,https://www.klsescreener.com/v2/news/stock/6012,"TheStar25 Mar, 2019 11:02am - 2 days ago",Gearing up for disruption in the workplace,6012,2019-03-25
9483,https://www.klsescreener.com/v2/news/stock/6012,"Nanyang23 Mar, 2019 00:15am - 4 days ago",上升股:明讯阻力RM5.79,6012,2019-03-23
9399,https://www.klsescreener.com/v2/news/stock/6012,"TheStar11 Mar, 2019 08:53am - 1 week ago","Affin Hwang maintains neutral on telco sector, Digi is top pick",6012,2019-03-11
9128,https://www.klsescreener.com/v2/news/stock/6025,"Nanyang12 Mar, 2019 23:52pm - 2 weeks ago",成功媒体第三季净亏扩大,6025,2019-03-12
10092,https://www.klsescreener.com/v2/news/stock/6033,"TheEdge08 Mar, 2019 18:56pm - 1 week ago",亚股遭遇新挫折 拖累马股收低,6033,2019-03-08
10093,https://www.klsescreener.com/v2/news/stock/6033,"TheEdge08 Mar, 2019 18:14pm - 1 week ago","KLCI slides as ECB downgrade, China export slump hit Asian shares",6033,2019-03-08
14848,https://www.klsescreener.com/v2/news/stock/6084,"Sinchew12 Mar, 2019 15:19pm - 5 days ago",苹果25日办发表会 · 料将推出自家串流平台,6084,2019-03-12
14853,https://www.klsescreener.com/v2/news/stock/6084,"TheEdge28 Feb, 2019 11:05am - 2 weeks ago",Star Media Group core Patmi expected to grow 14% y-o-y,6084,2019-02-28
14849,https://www.klsescreener.com/v2/news/stock/6084,"TheStar05 Mar, 2019 00:00am - 1 week ago",Sarawak's Brooke Dockyard wants more Petronas jobs,6084,2019-03-05
14851,https://www.klsescreener.com/v2/news/stock/6084,"TheStar04 Mar, 2019 00:00am - 2 weeks ago",Create own market space to stay relevant,6084,2019-03-04
14850,https://www.klsescreener.com/v2/news/stock/6084,"TheStar04 Mar, 2019 00:00am - 2 weeks ago",Well positioned for regional logistics hub,6084,2019-03-04
14845,https://www.klsescreener.com/v2/news/stock/6084,"Nanyang16 Mar, 2019 00:00am - 2 days ago","子公司7291万购Meinaide
鼎昇多元化至PVC泡沫板",6084,2019-03-16
14852,https://www.klsescreener.com/v2/news/stock/6084,"TheStar28 Feb, 2019 14:28pm - 2 weeks ago",Star Media Group prospects lifted,6084,2019-02-28
14854,https://www.klsescreener.com/v2/news/stock/6084,"Sinchew27 Feb, 2019 11:37am - 2 weeks ago",自愿离职开销减·星报末季亏损减至906万,6084,2019-02-27
14860,https://www.klsescreener.com/v2/news/stock/6084,"TheEdge26 Feb, 2019 20:54pm - 2 weeks ago","Star Media sees improved 4Q, posts RM5.26 mil annual net profit",6084,2019-02-26
14836,https://www.klsescreener.com/v2/news/stock/6084,"Nanyang27 Feb, 2019 00:15am - 4 weeks ago","星报媒体末季净亏收窄
全年小赚526万",6084,2019-02-27
14833,https://www.klsescreener.com/v2/news/stock/6084,"TheStar27 Feb, 2019 08:20am - 4 weeks ago",Star Media Group posts higher pre-tax profit at RM29mil,6084,2019-02-27
14832,https://www.klsescreener.com/v2/news/stock/6084,"TheEdge27 Feb, 2019 10:30am - 4 weeks ago","Star Media sees improved 4Q, posts RM5.26m annual net profit",6084,2019-02-27
14846,https://www.klsescreener.com/v2/news/stock/6084,"TheStar16 Mar, 2019 00:00am - 2 days ago",Unlocking consumer insights with analytics,6084,2019-03-16
14824,https://www.klsescreener.com/v2/news/stock/6084,"TheEdge13 Mar, 2019 16:56pm - 2 weeks ago",鼎升香港子公司进军PVC泡沫板制造业务,6084,2019-03-13
14819,https://www.klsescreener.com/v2/news/stock/6084,"Chinapress24 Mar, 2019 23:36pm - 2 days ago",大马保诚保险营运长 传任星报新总执行长,6084,2019-03-24
12706,https://www.klsescreener.com/v2/news/stock/6114,"TheEdge08 Mar, 2019 08:27am - 1 week ago","MKH may rise higher, RHB Retail Research",6114,2019-03-08
9273,https://www.klsescreener.com/v2/news/stock/6139,"TheEdge04 Mar, 2019 10:07am - 2 weeks ago",BIMB seen able to keep NIM compression at minimum,6139,2019-03-04
9268,https://www.klsescreener.com/v2/news/stock/6139,"TheStar11 Mar, 2019 00:00am - 1 week ago",Etiqa aims to sustain growth,6139,2019-03-11
9267,https://www.klsescreener.com/v2/news/stock/6139,"TheEdge11 Mar, 2019 10:15am - 1 week ago",‘Malaysia’s 2019 takaful growth to stay moderate’,6139,2019-03-11
9270,https://www.klsescreener.com/v2/news/stock/6139,"TheEdge07 Mar, 2019 14:59pm - 1 week ago","FBM KLCI to average 1,750pts in 2019, says PMB Investment",6139,2019-03-07
9274,https://www.klsescreener.com/v2/news/stock/6139,"Sinchew02 Mar, 2019 10:13am - 2 weeks ago",利率升·融资强·回教银行末季赚1.6亿,6139,2019-03-02
9276,https://www.klsescreener.com/v2/news/stock/6139,"TheEdge28 Feb, 2019 21:17pm - 2 weeks ago","BIMB 4Q profit up 7.8% on higher takaful, Islamic banking contribution",6139,2019-02-28
9281,https://www.klsescreener.com/v2/news/stock/6139,"TheEdge26 Feb, 2019 16:54pm - 2 weeks ago","Lim: Beneficiaries of mySalam are govt's customers, not Great Eastern's",6139,2019-02-26
9363,https://www.klsescreener.com/v2/news/stock/6139,"TheStar25 Mar, 2019 08:50am - 2 days ago",HSBC Insurance completes stake sale,6139,2019-03-25
9275,https://www.klsescreener.com/v2/news/stock/6139,"Nanyang02 Mar, 2019 00:00am - 2 weeks ago","净利增7.85%
BIMB末季赚1.6亿",6139,2019-03-02
9279,https://www.klsescreener.com/v2/news/stock/6139,"TheEdge27 Feb, 2019 10:28am - 2 weeks ago","Think of the poor, Guan Eng tells critics of mySalam",6139,2019-02-27
4792,https://www.klsescreener.com/v2/news/stock/6149,"TheEdge25 Feb, 2019 12:52pm - 3 weeks ago",Metrod aims to double sales in next 3 yrs with expansion of manufacturing capacity,6149,2019-02-25
4791,https://www.klsescreener.com/v2/news/stock/6149,"TheEdge25 Feb, 2019 13:37pm - 3 weeks ago",Dr Mahathir: ECRL project to continue if price is right,6149,2019-02-25
4788,https://www.klsescreener.com/v2/news/stock/6149,"TheEdge25 Feb, 2019 15:16pm - 2 weeks ago","MACC may not have full details on RM90m PAS got from UMNO, says Dr M",6149,2019-02-25
4787,https://www.klsescreener.com/v2/news/stock/6149,"TheEdge25 Feb, 2019 16:59pm - 2 weeks ago",Dr M asks public to understand costs for govt to take over highway concessions,6149,2019-02-25
4786,https://www.klsescreener.com/v2/news/stock/6149,"TheStar26 Feb, 2019 00:00am - 2 weeks ago",Metrod spends RM1.1bil on plant expansion,6149,2019-02-26
4784,https://www.klsescreener.com/v2/news/stock/6149,"TheEdge26 Feb, 2019 10:14am - 2 weeks ago","Metrod boosts capacity, sees sales doubling in 3 years",6149,2019-02-26
4782,https://www.klsescreener.com/v2/news/stock/6149,"TheEdge28 Feb, 2019 11:14am - 2 weeks ago",Stock With Momentum: Metrod Holdings,6149,2019-02-28
4789,https://www.klsescreener.com/v2/news/stock/6149,"TheEdge25 Feb, 2019 14:41pm - 2 weeks ago",PM urges private sector to reciprocate govt's support,6149,2019-02-25
4790,https://www.klsescreener.com/v2/news/stock/6149,"TheEdge25 Feb, 2019 13:58pm - 2 weeks ago",敦马：若价格合适将继续进行ECRL项目,6149,2019-02-25
7883,https://www.klsescreener.com/v2/news/stock/6173,"Nanyang21 Mar, 2019 00:11am - 6 days ago",热门股:吉打建筑上挑59仙,6173,2019-03-21
7885,https://www.klsescreener.com/v2/news/stock/6173,"Chinapress20 Mar, 2019 13:30pm - 1 week ago",受数十亿发展计划提振 吉打建筑股价涨30%,6173,2019-03-20
7892,https://www.klsescreener.com/v2/news/stock/6173,"TheStar20 Mar, 2019 09:39am - 1 week ago",Quick take: Bina Darulaman shares up 30% in active trade,6173,2019-03-20
5277,https://www.klsescreener.com/v2/news/stock/6181,"Nanyang26 Mar, 2019 23:45pm - 20 hours ago",或受中资课题影响 马顿台北双子星卡关,6181,2019-03-26
12030,https://www.klsescreener.com/v2/news/stock/6238,"Nanyang05 Mar, 2019 00:10am - 3 weeks ago","末季净利少赚27%
福胜利派息1.4仙",6238,2019-03-05
307,https://www.klsescreener.com/v2/news/stock/6351,"TheEdge26 Feb, 2019 20:29pm - 2 weeks ago",安利末季净利劲扬62.8%,6351,2019-02-26
311,https://www.klsescreener.com/v2/news/stock/6351,"TheEdge26 Feb, 2019 19:06pm - 4 weeks ago",Amway 4Q net profit grows 62.8%,6351,2019-02-26
307,https://www.klsescreener.com/v2/news/stock/6351,"TheStar27 Feb, 2019 09:46am - 4 weeks ago",Quick take: Amway shares tick up after earnings beat,6351,2019-02-27
305,https://www.klsescreener.com/v2/news/stock/6351,"TheEdge27 Feb, 2019 10:34am - 4 weeks ago",Amway pays 12.5 sen dividend as fourth-quarter profit jumps 63%,6351,2019-02-27
300,https://www.klsescreener.com/v2/news/stock/6351,"Sinchew27 Feb, 2019 10:56am - 2 weeks ago",安利末季净利飙63%·派息12.5仙,6351,2019-02-27
65,https://www.klsescreener.com/v2/news/stock/6399,"TheStar27 Mar, 2019 09:38am - 10 hours ago",Quick take: Astro sees selling pressure on 4Q earnings results,6399,2019-03-27
69,https://www.klsescreener.com/v2/news/stock/6399,"TheStar07 Mar, 2019 00:00am - 1 week ago",Khazanah’s big loss sparks debate,6399,2019-03-07
