,code,date,news,extract_code,extracted_date
10437,https://www.klsescreener.com/v2/news/stock/0002,"TheEdge14 Mar, 2019 00:37am - 1 week ago","HDC signs MoU with Korean agency to enhance halal bilateral trade, investment",0002,2019-03-14
10438,https://www.klsescreener.com/v2/news/stock/0002,"TheEdge13 Mar, 2019 01:52am - 2 weeks ago",Malaysia's first and biggest-Korean themed retail zone opens in 1 Utama,0002,2019-03-13
9268,https://www.klsescreener.com/v2/news/stock/0005,"TheEdge15 Mar, 2019 13:55pm - 1 week ago","OCK, Ucrest, Orion, Bahvest, Tri-Mode, IWCity, Hiap Teck, Marine & General, Can-One, SeaLink, Tambun Indah, BFood, PCCS, Master-Pack, Uzma, Eden, Taliworks, Sinmah Cap",0005,2019-03-15
13866,https://www.klsescreener.com/v2/news/stock/0007,"TheEdge18 Mar, 2019 12:53pm - 1 week ago","KLCI pares gains, up 0.38% as select blue chips lift",0007,2019-03-18
13860,https://www.klsescreener.com/v2/news/stock/0007,"Sinchew25 Mar, 2019 09:45am - 2 days ago",延续上周走势‧马股早盘低迷,0007,2019-03-25
13861,https://www.klsescreener.com/v2/news/stock/0007,"TheEdge19 Mar, 2019 13:46pm - 1 week ago",投资者情绪转淡 拖累马股回落,0007,2019-03-19
13862,https://www.klsescreener.com/v2/news/stock/0007,"TheEdge19 Mar, 2019 13:00pm - 1 week ago",KLCI retreats as sentiment turns tepid,0007,2019-03-19
13863,https://www.klsescreener.com/v2/news/stock/0007,"TheEdge19 Mar, 2019 10:43am - 1 week ago",马股小幅上升 乏力突破1700点,0007,2019-03-19
13864,https://www.klsescreener.com/v2/news/stock/0007,"TheEdge19 Mar, 2019 10:23am - 1 week ago","KLCI edges up, struggles to breach 1,700 level",0007,2019-03-19
13865,https://www.klsescreener.com/v2/news/stock/0007,"TheEdge18 Mar, 2019 13:33pm - 1 week ago",蓝筹股走高 提振马股小涨0.38%,0007,2019-03-18
13867,https://www.klsescreener.com/v2/news/stock/0007,"TheStar18 Mar, 2019 12:50pm - 1 week ago",KLCI gains on expectations of dovish Fed announcements,0007,2019-03-18
13869,https://www.klsescreener.com/v2/news/stock/0007,"TheEdge18 Mar, 2019 10:20am - 1 week ago","KLCI tracks regional markets, up 0.21% as select blue chips lift",0007,2019-03-18
13870,https://www.klsescreener.com/v2/news/stock/0007,"Sinchew18 Mar, 2019 10:00am - 1 week ago",美股涨带动‧马股开盘走高,0007,2019-03-18
13868,https://www.klsescreener.com/v2/news/stock/0007,"TheEdge18 Mar, 2019 10:36am - 1 week ago",蓝筹股推升 马股随区域扬0.21%,0007,2019-03-18
13859,https://www.klsescreener.com/v2/news/stock/0007,"Sinchew27 Mar, 2019 11:29am - 8 hours ago",PUC与Laputa Ventures合约改为非独家性质,0007,2019-03-27
17506,https://www.klsescreener.com/v2/news/stock/0010,"TheEdge25 Mar, 2019 13:05pm - 2 days ago",KLCI sinks 0.95% as regional markets stumble,0010,2019-03-25
17494,https://www.klsescreener.com/v2/news/stock/0010,"TheEdge27 Mar, 2019 18:52pm - 1 hour ago",FBM KLCI at year’s low in the absence of positive catalysts,0010,2019-03-27
17495,https://www.klsescreener.com/v2/news/stock/0010,"TheStar27 Mar, 2019 17:05pm - 3 hours ago","Public Bank, Genting lead KLCI lower",0010,2019-03-27
17496,https://www.klsescreener.com/v2/news/stock/0010,"TheEdge27 Mar, 2019 14:00pm - 6 hours ago","IRIS Corp in pursuit of acquisitions, partners",0010,2019-03-27
17497,https://www.klsescreener.com/v2/news/stock/0010,"TheEdge27 Mar, 2019 13:13pm - 7 hours ago",跌至3个月低位后 马股收复部分失地,0010,2019-03-27
17498,https://www.klsescreener.com/v2/news/stock/0010,"Sinchew27 Mar, 2019 13:03pm - 7 hours ago",国行年报将出炉 ·马股半日跌6.46点,0010,2019-03-27
17499,https://www.klsescreener.com/v2/news/stock/0010,"TheStar27 Mar, 2019 12:56pm - 7 hours ago","KLCI extends fall; banks, telcos lead decline",0010,2019-03-27
17500,https://www.klsescreener.com/v2/news/stock/0010,"TheEdge27 Mar, 2019 12:49pm - 7 hours ago",KLCI pares loss after dipping to 3-month low,0010,2019-03-27
17501,https://www.klsescreener.com/v2/news/stock/0010,"Sinchew26 Mar, 2019 11:20am - 1 day ago",大马卡合约将招标·艾力斯具竞争优势,0010,2019-03-26
17502,https://www.klsescreener.com/v2/news/stock/0010,"TheStar26 Mar, 2019 09:15am - 1 day ago",Iris seen as strong candidate for possible MyKad contract,0010,2019-03-26
17503,https://www.klsescreener.com/v2/news/stock/0010,"Orientaldaily25 Mar, 2019 21:56pm - 1 day ago",大馬卡新供應合約　德達　艾利斯有望突圍,0010,2019-03-25
17508,https://www.klsescreener.com/v2/news/stock/0010,"TheEdge19 Mar, 2019 17:00pm - 1 week ago",PPAM job cancellations will affect more developers,0010,2019-03-19
17507,https://www.klsescreener.com/v2/news/stock/0010,"TheStar22 Mar, 2019 17:49pm - 5 days ago",Iris Corp executive director Rozabil resigns,0010,2019-03-22
17493,https://www.klsescreener.com/v2/news/stock/0010,"TheEdge27 Mar, 2019 19:18pm - 56 minutes ago",缺乏催化剂 马股处于年内低位,0010,2019-03-27
17509,https://www.klsescreener.com/v2/news/stock/0010,"TheEdge19 Mar, 2019 14:00pm - 1 week ago","Insider Moves: MQ Technology Bhd, Seacera Group Bhd, Alam Maritim Resources Bhd, Barakah Offshore Petroleum Bhd, Media Prima Bhd",0010,2019-03-19
17478,https://www.klsescreener.com/v2/news/stock/0010,"Sinchew28 Feb, 2019 09:50am - 2 weeks ago",IHH医保与兴业表现优良·马股稍涨,0010,2019-02-28
17505,https://www.klsescreener.com/v2/news/stock/0010,"TheEdge25 Mar, 2019 13:28pm - 2 days ago",区域股市大跌 马股挫0.95%,0010,2019-03-25
17470,https://www.klsescreener.com/v2/news/stock/0010,"TheEdge15 Mar, 2019 10:52am - 3 days ago",追踪区域股市走势 马股止跌回扬,0010,2019-03-15
17471,https://www.klsescreener.com/v2/news/stock/0010,"TheEdge15 Mar, 2019 10:16am - 3 days ago","KLCI reverses loss, edges higher in line with region",0010,2019-03-15
17473,https://www.klsescreener.com/v2/news/stock/0010,"TheStar05 Mar, 2019 16:17pm - 1 week ago","China to slash taxes, boost lending to prop up slowing economy",0010,2019-03-05
17474,https://www.klsescreener.com/v2/news/stock/0010,"TheEdge28 Feb, 2019 13:21pm - 2 weeks ago",区域情绪转为谨慎 马股跌0.25%,0010,2019-02-28
17475,https://www.klsescreener.com/v2/news/stock/0010,"TheEdge28 Feb, 2019 13:01pm - 2 weeks ago",KLCI dips 0.25% as regional sentiment turns cautious,0010,2019-02-28
17476,https://www.klsescreener.com/v2/news/stock/0010,"TheEdge28 Feb, 2019 10:38am - 2 weeks ago",马股跟随区域股市走低,0010,2019-02-28
17477,https://www.klsescreener.com/v2/news/stock/0010,"TheEdge28 Feb, 2019 10:12am - 2 weeks ago",KLCI drifts lower in line with regional markets,0010,2019-02-28
17479,https://www.klsescreener.com/v2/news/stock/0010,"TheEdge26 Feb, 2019 14:00pm - 2 weeks ago","Insider Moves: Utusan Melayu (Malaysia) Bhd, TFP Solutions Bhd, Asia Media Group Bhd, XingHe Holdings Bhd, Cahya Mata Sarawak Bhd, Kronologi Asia Bhd",0010,2019-02-26
17480,https://www.klsescreener.com/v2/news/stock/0010,"TheStar26 Feb, 2019 00:00am - 2 weeks ago",Debt is roaring back in China,0010,2019-02-26
17481,https://www.klsescreener.com/v2/news/stock/0010,"TheEdge25 Feb, 2019 10:21am - 3 weeks ago",RF contribution expected to remain soft for Inari Amertron,0010,2019-02-25
17472,https://www.klsescreener.com/v2/news/stock/0010,"TheStar12 Mar, 2019 00:00am - 6 days ago","Proton expects sales of Persona, Iriz to increase 30%",0010,2019-03-12
17504,https://www.klsescreener.com/v2/news/stock/0010,"Sinchew25 Mar, 2019 13:39pm - 2 days ago",阿玛达涨2.7%‧马股早盘一蹶不振跌15.78,0010,2019-03-25
2725,https://www.klsescreener.com/v2/news/stock/0011,"TheEdge18 Mar, 2019 13:18pm - 1 week ago","Crest Builder, L&G, Brite-Tech, Carimin, Destini, Federal International, LB Aluminium, Marine & General, Master-Pack, Mieco, Minho, MSCM, Orion IXL, Public Packages",0011,2019-03-18
11126,https://www.klsescreener.com/v2/news/stock/0012,"Orientaldaily14 Mar, 2019 19:43pm - 3 days ago",今年資本市場平穩　集資額預計1200億,0012,2019-03-14
11127,https://www.klsescreener.com/v2/news/stock/0012,"Sinchew25 Feb, 2019 16:19pm - 2 weeks ago",边佳兰打造“东方鹿特丹”·油气业者摩拳擦掌,0012,2019-02-25
11173,https://www.klsescreener.com/v2/news/stock/0012,"TheEdge19 Mar, 2019 13:22pm - 1 week ago","Crest Builder, Eden, Three-A, Damansara Realty, Kian Joo, Komark, Magni-Tech, MTD, MSCM, QES, Thriven",0012,2019-03-19
11171,https://www.klsescreener.com/v2/news/stock/0012,"TheEdge20 Mar, 2019 10:37am - 1 week ago",Stock With Momentum: Three-A Resources,0012,2019-03-20
11175,https://www.klsescreener.com/v2/news/stock/0012,"Sinchew14 Mar, 2019 17:48pm - 1 week ago",证监会：IPO改善·股市升90亿·资金市场料增长1200亿,0012,2019-03-14
11172,https://www.klsescreener.com/v2/news/stock/0012,"Nanyang19 Mar, 2019 23:55pm - 1 week ago",热门股:3A资源上挑RM1.04,0012,2019-03-19
17887,https://www.klsescreener.com/v2/news/stock/0017,"Nanyang10 Mar, 2019 00:16am - 2 weeks ago",M3科技私配筹240万,0017,2019-03-10
17888,https://www.klsescreener.com/v2/news/stock/0017,"Sinchew09 Mar, 2019 11:18am - 2 weeks ago",M3科技私下配售10%,0017,2019-03-09
1175,https://www.klsescreener.com/v2/news/stock/0018,"Sinchew14 Mar, 2019 11:46am - 1 week ago",LAMBO 2送1凭单,0018,2019-03-14
1176,https://www.klsescreener.com/v2/news/stock/0018,"TheEdge14 Mar, 2019 10:22am - 1 week ago",Lambo Group proposes one-for-two bonus warrants,0018,2019-03-14
1173,https://www.klsescreener.com/v2/news/stock/0018,"TheEdge25 Mar, 2019 10:47am - 2 days ago",Stock With Momentum: Lambo Group,0018,2019-03-25
1177,https://www.klsescreener.com/v2/news/stock/0018,"TheEdge13 Mar, 2019 23:03pm - 1 week ago","CMS, Lafarge, Destini, Bermaz Auto and Lambo",0018,2019-03-13
1178,https://www.klsescreener.com/v2/news/stock/0018,"TheEdge13 Mar, 2019 20:53pm - 1 week ago",蓝宝建议2送1凭单,0018,2019-03-13
1180,https://www.klsescreener.com/v2/news/stock/0018,"TheEdge12 Mar, 2019 11:08am - 2 weeks ago",Best new cars at the Geneva Auto Show,0018,2019-03-12
1174,https://www.klsescreener.com/v2/news/stock/0018,"TheEdge22 Mar, 2019 13:29pm - 5 days ago","Vsolar, YGL, Hibiscus, Lambo, Progressive Impact",0018,2019-03-22
17562,https://www.klsescreener.com/v2/news/stock/0020,"TheEdge19 Mar, 2019 20:39pm - 1 week ago",Fintec Global takes control of Zouk Club KL in RM29m deal,0020,2019-03-19
3126,https://www.klsescreener.com/v2/news/stock/0021,"TheEdge27 Mar, 2019 18:49pm - 1 hour ago",GHL bags RM25m project for RON95 subsidy programme,0021,2019-03-27
3125,https://www.klsescreener.com/v2/news/stock/0021,"TheEdge27 Mar, 2019 19:54pm - 17 minutes ago",GHL获2503万RON95补贴计划项目,0021,2019-03-27
3127,https://www.klsescreener.com/v2/news/stock/0021,"TheStar27 Mar, 2019 06:20am - 13 hours ago",No cash no problem,0021,2019-03-27
10050,https://www.klsescreener.com/v2/news/stock/0023,"TheEdge01 Mar, 2019 13:28pm - 2 weeks ago",重量级股拖累 马股跌0.53%,0023,2019-03-01
10051,https://www.klsescreener.com/v2/news/stock/0023,"TheEdge01 Mar, 2019 13:11pm - 2 weeks ago","KLCI falls 0.53%, remains below 1,700 level as heavyweights drag",0023,2019-03-01
10052,https://www.klsescreener.com/v2/news/stock/0023,"TheStar01 Mar, 2019 12:57pm - 2 weeks ago","TNB, CIMB and Genting lead KLCI below 1,700",0023,2019-03-01
10053,https://www.klsescreener.com/v2/news/stock/0023,"TheEdge28 Feb, 2019 13:07pm - 2 weeks ago","IFCAMSC, MBMR, Peterlabs, PCCS, THHeavy",0023,2019-02-28
10054,https://www.klsescreener.com/v2/news/stock/0023,"TheStar28 Feb, 2019 10:48am - 2 weeks ago",Quick take: IFCA rallies 19% on higher earnings,0023,2019-02-28
10056,https://www.klsescreener.com/v2/news/stock/0023,"TheEdge25 Feb, 2019 10:30am - 3 weeks ago",Stock With Momentum: IFCA MSC,0023,2019-02-25
10049,https://www.klsescreener.com/v2/news/stock/0023,"TheEdge01 Mar, 2019 14:10pm - 2 weeks ago","IFCAMSC, MAA, Penergy, YOCB, GDEx, Mikromb, KAB, Naim, BPPlas",0023,2019-03-01
10041,https://www.klsescreener.com/v2/news/stock/0023,"TheEdge11 Mar, 2019 12:53pm - 1 week ago","KLCI struggles in line with region, falls 0.53%",0023,2019-03-11
10046,https://www.klsescreener.com/v2/news/stock/0023,"TheEdge05 Mar, 2019 13:05pm - 1 week ago","KLCI remains below 1,700 level on lack of fresh catalysts",0023,2019-03-05
10045,https://www.klsescreener.com/v2/news/stock/0023,"TheEdge05 Mar, 2019 13:36pm - 1 week ago",缺乏新催化剂 马股仍低于1700点,0023,2019-03-05
10044,https://www.klsescreener.com/v2/news/stock/0023,"TheEdge11 Mar, 2019 10:24am - 1 week ago",KLCI pulls back 0.37% in line with regional retreat,0023,2019-03-11
10043,https://www.klsescreener.com/v2/news/stock/0023,"Sinchew11 Mar, 2019 10:45am - 1 week ago",担忧全球经济各疲软‧马股开盘走低,0023,2019-03-11
10042,https://www.klsescreener.com/v2/news/stock/0023,"TheEdge11 Mar, 2019 11:05am - 1 week ago",区域股市回落 马股微跌0.37%,0023,2019-03-11
10039,https://www.klsescreener.com/v2/news/stock/0023,"TheEdge14 Mar, 2019 13:31pm - 4 days ago","KKB, IFCAMSC, Zelan, Huaan, Plenitude, Hockheng, Turbo, Scable, Dsonic, BAuto, Reach, Carimin, MTDACPI, MCEHldg, BIG, Zecon, Scomi, THHeavy, Destini, NiHsin, Handal",0023,2019-03-14
10040,https://www.klsescreener.com/v2/news/stock/0023,"TheEdge11 Mar, 2019 13:23pm - 1 week ago",区域股市步履蹒跚 马股跌0.53%,0023,2019-03-11
10048,https://www.klsescreener.com/v2/news/stock/0023,"TheEdge04 Mar, 2019 10:20am - 2 weeks ago","KLCI pares loss, remains below 1,700",0023,2019-03-04
10047,https://www.klsescreener.com/v2/news/stock/0023,"TheEdge04 Mar, 2019 10:38am - 2 weeks ago",马股跌幅收窄 仍低于1700点,0023,2019-03-04
14602,https://www.klsescreener.com/v2/news/stock/0024,"TheEdge20 Mar, 2019 13:13pm - 1 week ago",铝土矿开采协议带动 JAG受追捧,0024,2019-03-20
14603,https://www.klsescreener.com/v2/news/stock/0024,"TheEdge20 Mar, 2019 12:59pm - 1 week ago",KLCI falls 0.38% as regional sentiment turns negative,0024,2019-03-20
14604,https://www.klsescreener.com/v2/news/stock/0024,"TheStar20 Mar, 2019 12:55pm - 1 week ago","Investors cash in on stocks, ringgit unmoved ahead of FOMC results",0024,2019-03-20
14609,https://www.klsescreener.com/v2/news/stock/0024,"TheEdge20 Mar, 2019 10:20am - 1 week ago",KLCI down 0.32% on sustained profit-taking,0024,2019-03-20
14606,https://www.klsescreener.com/v2/news/stock/0024,"TheEdge20 Mar, 2019 12:01pm - 1 week ago",JAG up on bauxite mining deal,0024,2019-03-20
14607,https://www.klsescreener.com/v2/news/stock/0024,"Sinchew20 Mar, 2019 11:43am - 1 week ago",JAG联营开采铝土矿,0024,2019-03-20
14608,https://www.klsescreener.com/v2/news/stock/0024,"TheEdge20 Mar, 2019 10:34am - 1 week ago",持续遭套利 马股跌0.32%,0024,2019-03-20
14610,https://www.klsescreener.com/v2/news/stock/0024,"TheStar20 Mar, 2019 09:31am - 1 week ago",JAG in MoU for bauxite mining,0024,2019-03-20
14611,https://www.klsescreener.com/v2/news/stock/0024,"TheStar20 Mar, 2019 09:17am - 1 week ago","Quick take: JAG attracts trading interest, jumps 20%",0024,2019-03-20
14612,https://www.klsescreener.com/v2/news/stock/0024,"TheStar20 Mar, 2019 09:00am - 1 week ago","Trading ideas: Salcon, T7 Global, Uzma, LKL International, JAG, Glomac",0024,2019-03-20
14613,https://www.klsescreener.com/v2/news/stock/0024,"TheEdge20 Mar, 2019 00:34am - 1 week ago","Salcon, T7 Global, Uzma, LKL International, JAG, Green Packet, MRCB, Scientex and Glomac",0024,2019-03-20
14605,https://www.klsescreener.com/v2/news/stock/0024,"Sinchew20 Mar, 2019 12:49pm - 1 week ago",吉打概念股冲高·马股半天跌6.42点,0024,2019-03-20
14599,https://www.klsescreener.com/v2/news/stock/0024,"TheEdge21 Mar, 2019 10:27am - 6 days ago",KLCI erases earlier gains as momentum indicators remain sluggish,0024,2019-03-21
14594,https://www.klsescreener.com/v2/news/stock/0024,"TheEdge26 Mar, 2019 14:00pm - 1 day ago","Insider Moves: Marco Holdings Bhd, AmFirst REIT, Berjaya Corp Bhd, ConnectCounty Holdings Bhd, KUB Malaysia Bhd, Berjaya Land Bhd",0024,2019-03-26
14595,https://www.klsescreener.com/v2/news/stock/0024,"TheEdge21 Mar, 2019 14:00pm - 6 days ago","Off-Market Trades: KUB Malaysia Bhd, APFT Bhd, Merge Energy Bhd, Rex Industry Bhd",0024,2019-03-21
14596,https://www.klsescreener.com/v2/news/stock/0024,"TheEdge21 Mar, 2019 13:23pm - 6 days ago",银行股及顶级手套拖累 马股下滑1.05%,0024,2019-03-21
14597,https://www.klsescreener.com/v2/news/stock/0024,"TheEdge21 Mar, 2019 13:00pm - 6 days ago","KLCI loses 1.05% as banks, Top Glove drag",0024,2019-03-21
14598,https://www.klsescreener.com/v2/news/stock/0024,"TheEdge21 Mar, 2019 10:42am - 6 days ago",动能指标依然疲弱 马股抹去涨幅,0024,2019-03-21
5399,https://www.klsescreener.com/v2/news/stock/0024,"TheStar09 Mar, 2019 00:00am - 1 week ago",True equality?,0024,2019-03-09
5400,https://www.klsescreener.com/v2/news/stock/0024,"Nanyang08 Mar, 2019 00:00am - 1 week ago",佐哈里重返合成董事局,0024,2019-03-08
5401,https://www.klsescreener.com/v2/news/stock/0024,"TheEdge05 Mar, 2019 10:13am - 1 week ago",JAG Capital now the largest shareholder of KUB,0024,2019-03-05
5402,https://www.klsescreener.com/v2/news/stock/0024,"TheEdge05 Mar, 2019 00:18am - 1 week ago","Top Glove, KUB Malaysia, DNeX, Hibiscus Petroleum, Censof, Uni Wall, Harn Len, Sunway, Cahya Mata Sarawak, Aturmaju and MCT",0024,2019-03-05
5403,https://www.klsescreener.com/v2/news/stock/0024,"Nanyang05 Mar, 2019 00:00am - 1 week ago","JAG资本高价购31.99%
晋大马统一合作大股东",0024,2019-03-05
5404,https://www.klsescreener.com/v2/news/stock/0024,"TheStar05 Mar, 2019 00:00am - 1 week ago",Johari emerges as major shareholder in KUB,0024,2019-03-05
5405,https://www.klsescreener.com/v2/news/stock/0024,"Orientaldaily04 Mar, 2019 21:05pm - 1 week ago",迎新大股東　大馬統一股價飆,0024,2019-03-04
5406,https://www.klsescreener.com/v2/news/stock/0024,"Sinchew04 Mar, 2019 19:43pm - 1 week ago",溢价72%入股‧大马统一最大股东换人,0024,2019-03-04
5407,https://www.klsescreener.com/v2/news/stock/0024,"TheEdge04 Mar, 2019 13:39pm - 2 weeks ago",持股32% JAG Capital成为KUB最大股东,0024,2019-03-04
5408,https://www.klsescreener.com/v2/news/stock/0024,"TheEdge04 Mar, 2019 12:42pm - 2 weeks ago",JAG Capital emerges as largest shareholder in KUB with 32% stake,0024,2019-03-04
5410,https://www.klsescreener.com/v2/news/stock/0024,"TheStar04 Mar, 2019 10:02am - 2 weeks ago",Quick Take: JAG Capital pays large premium for 32% KUB stake,0024,2019-03-04
14601,https://www.klsescreener.com/v2/news/stock/0024,"TheEdge20 Mar, 2019 13:24pm - 1 week ago",区域情绪转淡 马股下跌0.38%,0024,2019-03-20
5409,https://www.klsescreener.com/v2/news/stock/0024,"TheEdge04 Mar, 2019 11:37am - 2 weeks ago",KUB sees entry of new substantial shareholder JAG Capital with 31.99% stake,0024,2019-03-04
14600,https://www.klsescreener.com/v2/news/stock/0024,"Sinchew20 Mar, 2019 17:14pm - 1 week ago",吉打概念股大热·马股全天走低,0024,2019-03-20
6346,https://www.klsescreener.com/v2/news/stock/0028,"TheEdge07 Mar, 2019 14:00pm - 1 week ago","Carbon risk not accurately measured in portfolios, says Morningstar",0028,2019-03-07
6345,https://www.klsescreener.com/v2/news/stock/0028,"TheEdge11 Mar, 2019 13:05pm - 1 week ago","Alam Maritim, GPA, Masteel, PCCS, Prestar, Scope, VSolar, WTK",0028,2019-03-11
6344,https://www.klsescreener.com/v2/news/stock/0028,"TheEdge12 Mar, 2019 13:15pm - 6 days ago","Danco, DBhd, Fajar, Kian Joo, PCCS, Perdana, Scope, Unimech, Velesto",0028,2019-03-12
6449,https://www.klsescreener.com/v2/news/stock/0028,"TheEdge20 Mar, 2019 13:24pm - 1 week ago","Scope, Kian Joo, South Malaysia Industries, HB Global, Bina Darulaman, Jaycorp, Public Packages, Federal",0028,2019-03-20
11114,https://www.klsescreener.com/v2/news/stock/0032,"TheEdge13 Mar, 2019 13:33pm - 2 weeks ago","AWC, Gadang, Halex, Ho Hup, Jerasia, PCCS, Perdana, Prestariang, Redtone, Salcon, Sapura, SKB, TAS, TRC, Turbo, WCEHB",0032,2019-03-13
11113,https://www.klsescreener.com/v2/news/stock/0032,"TheStar20 Mar, 2019 09:26am - 1 week ago","KLCI in the red, Asian markets fall after weak Wall St opening",0032,2019-03-20
11111,https://www.klsescreener.com/v2/news/stock/0032,"Nanyang21 Mar, 2019 00:11am - 6 days ago",立通第三季净利翻7倍,0032,2019-03-21
11112,https://www.klsescreener.com/v2/news/stock/0032,"Sinchew20 Mar, 2019 12:00pm - 1 week ago",MTNS业绩标青·立通国际第三季净利翻7倍,0032,2019-03-20
9970,https://www.klsescreener.com/v2/news/stock/0037,"TheEdge27 Feb, 2019 10:39am - 4 weeks ago",蓝筹股下跌 拖累马股挫0.36%,0037,2019-02-27
9969,https://www.klsescreener.com/v2/news/stock/0037,"TheEdge11 Mar, 2019 11:30am - 2 weeks ago",Cover Story: Brighter outlook for small caps?,0037,2019-03-11
9971,https://www.klsescreener.com/v2/news/stock/0037,"TheEdge27 Feb, 2019 10:20am - 4 weeks ago",KLCI down 0.36% as blue chips drag,0037,2019-02-27
18153,https://www.klsescreener.com/v2/news/stock/0041,"Nanyang08 Mar, 2019 00:06am - 2 weeks ago",PANPAGES易名MSCM,0041,2019-03-08
16261,https://www.klsescreener.com/v2/news/stock/0043,"TheEdge01 Mar, 2019 21:03pm - 3 weeks ago",Metronic Global appoints ED Hoo Wai Keong as CEO,0043,2019-03-01
16260,https://www.klsescreener.com/v2/news/stock/0043,"TheEdge18 Mar, 2019 21:49pm - 1 week ago",Metronic eyes US$1b worth of 5G technology smart city solution projects,0043,2019-03-18
16259,https://www.klsescreener.com/v2/news/stock/0043,"TheEdge18 Mar, 2019 22:34pm - 1 week ago","TM, Magni-Tech, AMMB, YTL Corp, Barakah, MHB, Kian Joo, Can-One, Scientex, Daibochi, Tasek Corp, BToto, Metronic and Lotte Chemical Titan",0043,2019-03-18
16258,https://www.klsescreener.com/v2/news/stock/0043,"Chinapress18 Mar, 2019 23:20pm - 1 week ago",子公司与中企签备忘录 美全放眼5G精明城计划,0043,2019-03-18
16257,https://www.klsescreener.com/v2/news/stock/0043,"TheEdge19 Mar, 2019 05:55am - 1 week ago","KLCI seen extending gains, hurdle at 1,700",0043,2019-03-19
16256,https://www.klsescreener.com/v2/news/stock/0043,"TheStar19 Mar, 2019 07:51am - 1 week ago",Metronic eyes engineering solutions jobs worth RM4.08bil,0043,2019-03-19
16251,https://www.klsescreener.com/v2/news/stock/0043,"Sinchew19 Mar, 2019 17:19pm - 1 week ago",投资者购兴缺缺‧马股全天最低挂收,0043,2019-03-19
16250,https://www.klsescreener.com/v2/news/stock/0043,"TheStar21 Mar, 2019 09:32am - 6 days ago",Quick take: Metronic falls 5% in active trade,0043,2019-03-21
16249,https://www.klsescreener.com/v2/news/stock/0043,"Sinchew21 Mar, 2019 17:22pm - 6 days ago",去年12月来最低·马股泻20.55,0043,2019-03-21
6080,https://www.klsescreener.com/v2/news/stock/0047,"Nanyang26 Feb, 2019 00:05am - 4 weeks ago",RGT脱离PN17,0047,2019-02-26
2907,https://www.klsescreener.com/v2/news/stock/0049,"TheStar06 Mar, 2019 08:46am - 3 weeks ago",Potential strong receovery for Oceancash in 2019,0049,2019-03-06
2905,https://www.klsescreener.com/v2/news/stock/0049,"TheEdge07 Mar, 2019 10:56am - 2 weeks ago",‘Solid recovery prospects for Oceancash’,0049,2019-03-07
2906,https://www.klsescreener.com/v2/news/stock/0049,"TheStar07 Mar, 2019 10:06am - 2 weeks ago","UEM Edgenta, VS Industry, Oceancash, PIE Industrial, all 'buy'",0049,2019-03-07
2908,https://www.klsescreener.com/v2/news/stock/0049,"TheEdge06 Mar, 2019 08:37am - 3 weeks ago",Affin Hwang Capital remains positive on a strong recovery in 2019 for Oceancash,0049,2019-03-06
17582,https://www.klsescreener.com/v2/news/stock/0051,"TheEdge25 Mar, 2019 21:06pm - 1 day ago",Cuscapi to acquire Singapore-based tech firm for RM7.6m,0051,2019-03-25
17416,https://www.klsescreener.com/v2/news/stock/0053,"TheStar23 Mar, 2019 09:30am - 4 days ago",Top 40 Richest Malaysians: Part 8,0053,2019-03-23
12496,https://www.klsescreener.com/v2/news/stock/0060,"Chinapress14 Mar, 2019 23:21pm - 1 week ago",我国资本市场规模3.1兆 总筹资额减至1146亿,0060,2019-03-14
7988,https://www.klsescreener.com/v2/news/stock/0066,"TheStar22 Mar, 2019 07:51am - 5 days ago",More LSS projects may be in the offing,0066,2019-03-22
7991,https://www.klsescreener.com/v2/news/stock/0066,"TheEdge07 Mar, 2019 14:38pm - 2 weeks ago","Prestariang, Aturmaju, Datasonic, Hume, Latitude, Nova Pharma, Public Packages, Rex, Sarawak Cable, Scomi Energy, Seremban Engineering, Success Transformer, Teck Guan, Vsolar",0066,2019-03-07
17715,https://www.klsescreener.com/v2/news/stock/0068,"Nanyang26 Feb, 2019 00:00am - 2 weeks ago","政府重启彭铝土矿开采
启昌恢复赚头",0068,2019-02-26
17714,https://www.klsescreener.com/v2/news/stock/0068,"TheEdge15 Mar, 2019 19:39pm - 2 days ago",Asdion buys Tumpat supply base operator for RM66.5 mil,0068,2019-03-15
17713,https://www.klsescreener.com/v2/news/stock/0068,"TheEdge15 Mar, 2019 21:07pm - 2 days ago",启昌以6650万购道北供应基地营运商,0068,2019-03-15
17712,https://www.klsescreener.com/v2/news/stock/0068,"TheEdge15 Mar, 2019 22:50pm - 2 days ago","Asdion, Boustead Holdings, Boustead Heavy Industries, Country Heights, Eversendai, Pestech, Selangor Properties and Texchem Resources",0068,2019-03-15
17711,https://www.klsescreener.com/v2/news/stock/0068,"Nanyang16 Mar, 2019 00:00am - 2 days ago","6650万全购Kingdom Infra
启昌囊1.5亿出口合约",0068,2019-03-16
8627,https://www.klsescreener.com/v2/news/stock/0068,"Nanyang19 Mar, 2019 00:21am - 1 week ago",启昌反弹上挑35仙/敏源,0068,2019-03-19
8628,https://www.klsescreener.com/v2/news/stock/0068,"TheStar18 Mar, 2019 09:04am - 1 week ago","Trading ideas: Boustead, Eversendai, Texchem, Asdion, Selangor Properties",0068,2019-03-18
8629,https://www.klsescreener.com/v2/news/stock/0068,"TheEdge18 Mar, 2019 05:49am - 1 week ago","KLCI seen starting week on positive note, support at 1,680",0068,2019-03-18
